country,year,proven_reserves,energy_source,proven_reserves_unit
India,1982.0,420.0,Gas,Bcm
Bangladesh,1982.0,339.0,Gas,Bcm
Brunei Darussalam,1982.0,221.0,Gas,Bcm
Indonesia,1982.0,960.0,Gas,Bcm
Malaysia,1982.0,1362.0,Gas,Bcm
Burma,1982.0,146.0,Gas,Bcm
Pakistan,1982.0,481.0,Gas,Bcm
Thailand,1982.0,350.0,Gas,Bcm
Viet Nam,1982.0,0.0,Gas,Bcm
Argentina,1982.0,692.0,Gas,Bcm
Bolivia,1982.0,146.0,Gas,Bcm
Brazil,1982.0,72.0,Gas,Bcm
Colombia,1982.0,120.0,Gas,Bcm
Ecuador,1982.0,116.0,Gas,Bcm
Peru,1982.0,27.0,Gas,Bcm
Trinidad and Tobago,1982.0,334.0,Gas,Bcm
Venezuela,1982.0,1471.22,Gas,Bcm
Iran,1982.0,14069.0,Gas,Bcm
Iraq,1982.0,815.63,Gas,Bcm
Kuwait,1982.0,1040.0,Gas,Bcm
Oman,1982.0,83.0,Gas,Bcm
Qatar,1982.0,3145.0,Gas,Bcm
Saudi Arabia,1982.0,3432.17,Gas,Bcm
United Arab Emirates,1982.0,2973.0,Gas,Bcm
Algeria,1982.0,3613.0,Gas,Bcm
Angola,1982.0,51.0,Gas,Bcm
Cameroon,1982.0,110.0,Gas,Bcm
Congo,1982.0,70.0,Gas,Bcm
Egypt,1982.0,203.0,Gas,Bcm
Equatorial Guinea,1982.0,0.0,Gas,Bcm
Gabon,1982.0,14.0,Gas,Bcm
Libya,1982.0,653.0,Gas,Bcm
Mozambique,1982.0,0.0,Gas,Bcm
Nigeria,1982.0,1385.01,Gas,Bcm
Russian Federation & USSR,1982.0,27867.560874439463,Gas,Bcm
Bulgaria,1982.0,5.0,Gas,Bcm
Romania,1982.0,668.0,Gas,Bcm
Canada,1983.0,2613.0,Gas,Bcm
Chile,1983.0,32.0,Gas,Bcm
Mexico,1983.0,2181.0,Gas,Bcm
United States of America,1983.0,5670.0,Gas,Bcm
Denmark,1983.0,99.0,Gas,Bcm
Germany,1983.0,320.0,Gas,Bcm
Italy,1983.0,251.0,Gas,Bcm
Netherlands,1983.0,1971.0,Gas,Bcm
Norway,1983.0,2039.0,Gas,Bcm
Poland,1983.0,94.0,Gas,Bcm
United Kingdom,1983.0,1149.0,Gas,Bcm
Australia,1983.0,629.0,Gas,Bcm
Japan,1983.0,25.0,Gas,Bcm
New Zealand,1983.0,152.0,Gas,Bcm
China,1983.0,750.0,Gas,Bcm
India,1983.0,462.0,Gas,Bcm
Bangladesh,1983.0,311.0,Gas,Bcm
Brunei Darussalam,1983.0,218.0,Gas,Bcm
Indonesia,1983.0,1000.0,Gas,Bcm
Malaysia,1983.0,1415.0,Gas,Bcm
Burma,1983.0,245.0,Gas,Bcm
Pakistan,1983.0,510.0,Gas,Bcm
Thailand,1983.0,168.0,Gas,Bcm
Viet Nam,1983.0,0.0,Gas,Bcm
Argentina,1983.0,679.0,Gas,Bcm
Bolivia,1983.0,134.0,Gas,Bcm
Brazil,1983.0,82.0,Gas,Bcm
Colombia,1983.0,113.0,Gas,Bcm
Ecuador,1983.0,116.0,Gas,Bcm
Peru,1983.0,26.0,Gas,Bcm
Trinidad and Tobago,1983.0,317.0,Gas,Bcm
Venezuela,1983.0,1562.33,Gas,Bcm
Iran,1983.0,14045.0,Gas,Bcm
Iraq,1983.0,821.2,Gas,Bcm
Kuwait,1983.0,1036.0,Gas,Bcm
Oman,1983.0,165.0,Gas,Bcm
Qatar,1983.0,3400.0,Gas,Bcm
Saudi Arabia,1983.0,3543.97,Gas,Bcm
United Arab Emirates,1983.0,3049.0,Gas,Bcm
Algeria,1983.0,3531.0,Gas,Bcm
Angola,1983.0,53.0,Gas,Bcm
Cameroon,1983.0,110.0,Gas,Bcm
Congo,1983.0,70.0,Gas,Bcm
Egypt,1983.0,200.0,Gas,Bcm
Equatorial Guinea,1983.0,0.0,Gas,Bcm
Gabon,1983.0,12.0,Gas,Bcm
Libya,1983.0,640.0,Gas,Bcm
Mozambique,1983.0,65.0,Gas,Bcm
Nigeria,1983.0,1370.0,Gas,Bcm
Russian Federation & USSR,1983.0,28663.704147982065,Gas,Bcm
Bulgaria,1983.0,5.0,Gas,Bcm
Romania,1983.0,630.0,Gas,Bcm
Canada,1984.0,2809.0,Gas,Bcm
Chile,1984.0,31.0,Gas,Bcm
Mexico,1984.0,2172.0,Gas,Bcm
United States of America,1984.0,5591.0,Gas,Bcm
Denmark,1984.0,105.0,Gas,Bcm
Germany,1984.0,306.0,Gas,Bcm
Italy,1984.0,287.0,Gas,Bcm
Netherlands,1984.0,1928.0,Gas,Bcm
Norway,1984.0,2236.0,Gas,Bcm
Poland,1984.0,91.0,Gas,Bcm
United Kingdom,1984.0,1325.0,Gas,Bcm
Australia,1984.0,689.0,Gas,Bcm
Japan,1984.0,28.0,Gas,Bcm
New Zealand,1984.0,151.0,Gas,Bcm
China,1984.0,760.0,Gas,Bcm
India,1984.0,478.0,Gas,Bcm
Bangladesh,1984.0,353.0,Gas,Bcm
Brunei Darussalam,1984.0,238.0,Gas,Bcm
Indonesia,1984.0,1100.0,Gas,Bcm
Malaysia,1984.0,1375.0,Gas,Bcm
Burma,1984.0,260.0,Gas,Bcm
Pakistan,1984.0,520.0,Gas,Bcm
Thailand,1984.0,210.0,Gas,Bcm
Viet Nam,1984.0,0.0,Gas,Bcm
Argentina,1984.0,668.0,Gas,Bcm
Bolivia,1984.0,125.0,Gas,Bcm
Brazil,1984.0,84.0,Gas,Bcm
Colombia,1984.0,109.0,Gas,Bcm
Ecuador,1984.0,115.0,Gas,Bcm
Peru,1984.0,25.0,Gas,Bcm
Trinidad and Tobago,1984.0,311.0,Gas,Bcm
Venezuela,1984.0,1666.3,Gas,Bcm
Iran,1984.0,14016.0,Gas,Bcm
Iraq,1984.0,818.0,Gas,Bcm
Kuwait,1984.0,1037.8,Gas,Bcm
Oman,1984.0,215.0,Gas,Bcm
Qatar,1984.0,4280.0,Gas,Bcm
Saudi Arabia,1984.0,3608.01,Gas,Bcm
United Arab Emirates,1984.0,3108.0,Gas,Bcm
Algeria,1984.0,3442.0,Gas,Bcm
Angola,1984.0,55.0,Gas,Bcm
Cameroon,1984.0,110.0,Gas,Bcm
Congo,1984.0,69.0,Gas,Bcm
Egypt,1984.0,235.0,Gas,Bcm
Equatorial Guinea,1984.0,0.0,Gas,Bcm
Gabon,1984.0,16.0,Gas,Bcm
Libya,1984.0,628.0,Gas,Bcm
Mozambique,1984.0,65.178,Gas,Bcm
Nigeria,1984.0,1355.0,Gas,Bcm
Russian Federation & USSR,1984.0,29857.919058295967,Gas,Bcm
Bulgaria,1984.0,5.0,Gas,Bcm
Romania,1984.0,597.0,Gas,Bcm
Canada,1985.0,2784.0,Gas,Bcm
Chile,1985.0,30.0,Gas,Bcm
Mexico,1985.0,2167.0,Gas,Bcm
United States of America,1985.0,5474.0,Gas,Bcm
Denmark,1985.0,94.0,Gas,Bcm
Germany,1985.0,296.0,Gas,Bcm
Italy,1985.0,292.0,Gas,Bcm
Netherlands,1985.0,1889.0,Gas,Bcm
Norway,1985.0,2228.0,Gas,Bcm
Poland,1985.0,96.0,Gas,Bcm
United Kingdom,1985.0,1242.0,Gas,Bcm
Australia,1985.0,709.0,Gas,Bcm
Japan,1985.0,31.0,Gas,Bcm
New Zealand,1985.0,161.0,Gas,Bcm
China,1985.0,775.0,Gas,Bcm
India,1985.0,480.0,Gas,Bcm
Bangladesh,1985.0,353.0,Gas,Bcm
Brunei Darussalam,1985.0,238.0,Gas,Bcm
Indonesia,1985.0,1881.0,Gas,Bcm
Malaysia,1985.0,1480.0,Gas,Bcm
Burma,1985.0,268.0,Gas,Bcm
Pakistan,1985.0,623.0,Gas,Bcm
Thailand,1985.0,218.0,Gas,Bcm
Viet Nam,1985.0,0.0,Gas,Bcm
Argentina,1985.0,681.0,Gas,Bcm
Bolivia,1985.0,129.0,Gas,Bcm
Brazil,1985.0,93.0,Gas,Bcm
Colombia,1985.0,107.0,Gas,Bcm
Ecuador,1985.0,115.0,Gas,Bcm
Peru,1985.0,27.0,Gas,Bcm
Trinidad and Tobago,1985.0,317.0,Gas,Bcm
Venezuela,1985.0,1734.8,Gas,Bcm
Iran,1985.0,13986.0,Gas,Bcm
Iraq,1985.0,821.2,Gas,Bcm
Kuwait,1985.0,1036.5,Gas,Bcm
Oman,1985.0,218.0,Gas,Bcm
Qatar,1985.0,4440.0,Gas,Bcm
Saudi Arabia,1985.0,3687.0,Gas,Bcm
United Arab Emirates,1985.0,3148.0,Gas,Bcm
Algeria,1985.0,3349.0,Gas,Bcm
Angola,1985.0,52.0,Gas,Bcm
Cameroon,1985.0,110.0,Gas,Bcm
Congo,1985.0,71.0,Gas,Bcm
Egypt,1985.0,255.0,Gas,Bcm
Equatorial Guinea,1985.0,0.0,Gas,Bcm
Gabon,1985.0,19.0,Gas,Bcm
Libya,1985.0,626.0,Gas,Bcm
Mozambique,1985.0,65.178,Gas,Bcm
Nigeria,1985.0,1340.0,Gas,Bcm
Russian Federation & USSR,1985.0,31848.277242152468,Gas,Bcm
Bulgaria,1985.0,5.0,Gas,Bcm
Romania,1985.0,558.0,Gas,Bcm
Canada,1986.0,2746.0,Gas,Bcm
Chile,1986.0,30.0,Gas,Bcm
Mexico,1986.0,2146.0,Gas,Bcm
United States of America,1986.0,5425.0,Gas,Bcm
Denmark,1986.0,126.0,Gas,Bcm
Germany,1986.0,382.0,Gas,Bcm
Italy,1986.0,290.0,Gas,Bcm
Netherlands,1986.0,1852.0,Gas,Bcm
Norway,1986.0,2296.0,Gas,Bcm
Poland,1986.0,165.0,Gas,Bcm
United Kingdom,1986.0,1325.0,Gas,Bcm
Australia,1986.0,902.0,Gas,Bcm
Japan,1986.0,30.0,Gas,Bcm
New Zealand,1986.0,145.0,Gas,Bcm
China,1986.0,795.0,Gas,Bcm
India,1986.0,541.0,Gas,Bcm
Bangladesh,1986.0,354.0,Gas,Bcm
Brunei Darussalam,1986.0,340.0,Gas,Bcm
Indonesia,1986.0,2265.0,Gas,Bcm
Malaysia,1986.0,1499.0,Gas,Bcm
Burma,1986.0,268.0,Gas,Bcm
Pakistan,1986.0,635.0,Gas,Bcm
Thailand,1986.0,204.0,Gas,Bcm
Viet Nam,1986.0,0.0,Gas,Bcm
Argentina,1986.0,671.0,Gas,Bcm
Bolivia,1986.0,137.0,Gas,Bcm
Brazil,1986.0,96.0,Gas,Bcm
Colombia,1986.0,113.0,Gas,Bcm
Ecuador,1986.0,114.0,Gas,Bcm
Peru,1986.0,55.0,Gas,Bcm
Trinidad and Tobago,1986.0,309.0,Gas,Bcm
Venezuela,1986.0,2622.0,Gas,Bcm
Iran,1986.0,13955.0,Gas,Bcm
Iraq,1986.0,821.19,Gas,Bcm
Kuwait,1986.0,1167.0,Gas,Bcm
Oman,1986.0,229.0,Gas,Bcm
Qatar,1986.0,4440.0,Gas,Bcm
Saudi Arabia,1986.0,4021.0,Gas,Bcm
United Arab Emirates,1986.0,5414.2,Gas,Bcm
Algeria,1986.0,3259.0,Gas,Bcm
Angola,1986.0,50.0,Gas,Bcm
Cameroon,1986.0,110.0,Gas,Bcm
Congo,1986.0,70.0,Gas,Bcm
Egypt,1986.0,290.0,Gas,Bcm
Equatorial Guinea,1986.0,24.0,Gas,Bcm
Gabon,1986.0,17.0,Gas,Bcm
Libya,1986.0,728.0,Gas,Bcm
Mozambique,1986.0,65.178,Gas,Bcm
Nigeria,1986.0,2400.0,Gas,Bcm
Russian Federation & USSR,1986.0,32644.42051569507,Gas,Bcm
Bulgaria,1986.0,5.0,Gas,Bcm
Romania,1986.0,520.0,Gas,Bcm
Canada,1987.0,2693.0,Gas,Bcm
Chile,1987.0,29.0,Gas,Bcm
Mexico,1987.0,2119.0,Gas,Bcm
United States of America,1987.0,5301.0,Gas,Bcm
Denmark,1987.0,123.0,Gas,Bcm
Germany,1987.0,376.0,Gas,Bcm
Italy,1987.0,289.0,Gas,Bcm
Netherlands,1987.0,1810.0,Gas,Bcm
Norway,1987.0,2285.0,Gas,Bcm
Poland,1987.0,163.0,Gas,Bcm
United Kingdom,1987.0,1298.0,Gas,Bcm
Australia,1987.0,1069.0,Gas,Bcm
Japan,1987.0,40.0,Gas,Bcm
New Zealand,1987.0,142.0,Gas,Bcm
China,1987.0,800.0,Gas,Bcm
India,1987.0,552.0,Gas,Bcm
Bangladesh,1987.0,354.0,Gas,Bcm
Brunei Darussalam,1987.0,331.0,Gas,Bcm
Indonesia,1987.0,2367.0,Gas,Bcm
Malaysia,1987.0,1475.0,Gas,Bcm
Burma,1987.0,268.0,Gas,Bcm
Pakistan,1987.0,626.0,Gas,Bcm
Thailand,1987.0,184.0,Gas,Bcm
Viet Nam,1987.0,0.0,Gas,Bcm
Argentina,1987.0,693.0,Gas,Bcm
Bolivia,1987.0,142.0,Gas,Bcm
Brazil,1987.0,105.0,Gas,Bcm
Colombia,1987.0,97.0,Gas,Bcm
Ecuador,1987.0,114.0,Gas,Bcm
Peru,1987.0,340.0,Gas,Bcm
Trinidad and Tobago,1987.0,303.0,Gas,Bcm
Venezuela,1987.0,2838.0,Gas,Bcm
Iran,1987.0,13922.0,Gas,Bcm
Iraq,1987.0,1000.0,Gas,Bcm
Kuwait,1987.0,1205.0,Gas,Bcm
Oman,1987.0,272.0,Gas,Bcm
Qatar,1987.0,4440.0,Gas,Bcm
Saudi Arabia,1987.0,4189.5,Gas,Bcm
United Arab Emirates,1987.0,5684.0,Gas,Bcm
Algeria,1987.0,3163.0,Gas,Bcm
Angola,1987.0,54.0,Gas,Bcm
Cameroon,1987.0,110.0,Gas,Bcm
Congo,1987.0,74.0,Gas,Bcm
Egypt,1987.0,307.0,Gas,Bcm
Equatorial Guinea,1987.0,11.0,Gas,Bcm
Gabon,1987.0,18.0,Gas,Bcm
Libya,1987.0,727.0,Gas,Bcm
Mozambique,1987.0,65.178,Gas,Bcm
Nigeria,1987.0,2407.0,Gas,Bcm
Russian Federation & USSR,1987.0,33202.06031390135,Gas,Bcm
Bulgaria,1987.0,5.0,Gas,Bcm
Romania,1987.0,484.0,Gas,Bcm
Canada,1988.0,2671.0,Gas,Bcm
Chile,1988.0,29.0,Gas,Bcm
Mexico,1988.0,2078.0,Gas,Bcm
United States of America,1988.0,4758.0,Gas,Bcm
Denmark,1988.0,133.0,Gas,Bcm
Germany,1988.0,363.0,Gas,Bcm
Italy,1988.0,290.0,Gas,Bcm
Netherlands,1988.0,1778.0,Gas,Bcm
Norway,1988.0,2298.0,Gas,Bcm
Poland,1988.0,171.0,Gas,Bcm
United Kingdom,1988.0,1195.0,Gas,Bcm
Australia,1988.0,1033.0,Gas,Bcm
Japan,1988.0,38.0,Gas,Bcm
New Zealand,1988.0,145.0,Gas,Bcm
China,1988.0,850.0,Gas,Bcm
India,1988.0,600.0,Gas,Bcm
Bangladesh,1988.0,350.0,Gas,Bcm
Brunei Darussalam,1988.0,322.0,Gas,Bcm
Indonesia,1988.0,2464.0,Gas,Bcm
Malaysia,1988.0,1460.0,Gas,Bcm
Burma,1988.0,267.0,Gas,Bcm
Pakistan,1988.0,651.0,Gas,Bcm
Thailand,1988.0,195.0,Gas,Bcm
Viet Nam,1988.0,0.0,Gas,Bcm
Argentina,1988.0,773.0,Gas,Bcm
Bolivia,1988.0,147.0,Gas,Bcm
Brazil,1988.0,109.0,Gas,Bcm
Colombia,1988.0,127.0,Gas,Bcm
Ecuador,1988.0,113.0,Gas,Bcm
Peru,1988.0,340.0,Gas,Bcm
Trinidad and Tobago,1988.0,294.0,Gas,Bcm
Venezuela,1988.0,2856.0,Gas,Bcm
Iran,1988.0,14200.0,Gas,Bcm
Iraq,1988.0,2690.0,Gas,Bcm
Kuwait,1988.0,1378.0,Gas,Bcm
Oman,1988.0,283.0,Gas,Bcm
Qatar,1988.0,4621.0,Gas,Bcm
Saudi Arabia,1988.0,5020.0,Gas,Bcm
United Arab Emirates,1988.0,5663.0,Gas,Bcm
Algeria,1988.0,3234.0,Gas,Bcm
Angola,1988.0,49.0,Gas,Bcm
Cameroon,1988.0,110.0,Gas,Bcm
Congo,1988.0,73.0,Gas,Bcm
Egypt,1988.0,329.0,Gas,Bcm
Equatorial Guinea,1988.0,11.0,Gas,Bcm
Gabon,1988.0,16.0,Gas,Bcm
Libya,1988.0,827.0,Gas,Bcm
Mozambique,1988.0,62.48000000000001,Gas,Bcm
Nigeria,1988.0,2476.0,Gas,Bcm
Russian Federation & USSR,1988.0,33838.63542600897,Gas,Bcm
Bulgaria,1988.0,5.0,Gas,Bcm
Romania,1988.0,450.0,Gas,Bcm
Canada,1989.0,2732.0,Gas,Bcm
Chile,1989.0,28.0,Gas,Bcm
Mexico,1989.0,2060.0,Gas,Bcm
United States of America,1989.0,4732.0,Gas,Bcm
Denmark,1989.0,134.0,Gas,Bcm
Germany,1989.0,351.0,Gas,Bcm
Italy,1989.0,317.0,Gas,Bcm
Netherlands,1989.0,1767.0,Gas,Bcm
Norway,1989.0,2295.0,Gas,Bcm
Poland,1989.0,164.0,Gas,Bcm
United Kingdom,1989.0,1185.0,Gas,Bcm
Australia,1989.0,955.0,Gas,Bcm
Japan,1989.0,36.0,Gas,Bcm
New Zealand,1989.0,139.0,Gas,Bcm
China,1989.0,850.0,Gas,Bcm
India,1989.0,686.0,Gas,Bcm
Bangladesh,1989.0,725.0,Gas,Bcm
Brunei Darussalam,1989.0,317.0,Gas,Bcm
Indonesia,1989.0,1911.0,Gas,Bcm
Malaysia,1989.0,1448.0,Gas,Bcm
Burma,1989.0,266.0,Gas,Bcm
Pakistan,1989.0,650.0,Gas,Bcm
Thailand,1989.0,229.0,Gas,Bcm
Viet Nam,1989.0,0.0,Gas,Bcm
Argentina,1989.0,671.0,Gas,Bcm
Bolivia,1989.0,116.0,Gas,Bcm
Brazil,1989.0,116.0,Gas,Bcm
Colombia,1989.0,109.0,Gas,Bcm
Ecuador,1989.0,112.0,Gas,Bcm
Peru,1989.0,340.0,Gas,Bcm
Trinidad and Tobago,1989.0,286.0,Gas,Bcm
Venezuela,1989.0,2992.7,Gas,Bcm
Iran,1989.0,17000.0,Gas,Bcm
Iraq,1989.0,3115.0,Gas,Bcm
Kuwait,1989.0,1400.0,Gas,Bcm
Oman,1989.0,279.0,Gas,Bcm
Qatar,1989.0,4620.0,Gas,Bcm
Saudi Arabia,1989.0,5218.4,Gas,Bcm
United Arab Emirates,1989.0,5650.0,Gas,Bcm
Algeria,1989.0,3250.0,Gas,Bcm
Angola,1989.0,51.0,Gas,Bcm
Cameroon,1989.0,110.0,Gas,Bcm
Congo,1989.0,73.0,Gas,Bcm
Egypt,1989.0,351.0,Gas,Bcm
Equatorial Guinea,1989.0,11.0,Gas,Bcm
Gabon,1989.0,14.0,Gas,Bcm
Libya,1989.0,1218.0,Gas,Bcm
Mozambique,1989.0,65.03600000000002,Gas,Bcm
Nigeria,1989.0,2832.0,Gas,Bcm
Russian Federation & USSR,1989.0,41402.845291479825,Gas,Bcm
Bulgaria,1989.0,7.0,Gas,Bcm
Romania,1989.0,417.0,Gas,Bcm
Canada,1990.0,2725.0,Gas,Bcm
Chile,1990.0,27.0,Gas,Bcm
Mexico,1990.0,2025.0,Gas,Bcm
United States of America,1990.0,4795.0,Gas,Bcm
Denmark,1990.0,171.0,Gas,Bcm
Germany,1990.0,217.0,Gas,Bcm
Italy,1990.0,322.0,Gas,Bcm
Netherlands,1990.0,2002.0,Gas,Bcm
Norway,1990.0,2251.0,Gas,Bcm
Poland,1990.0,159.0,Gas,Bcm
United Kingdom,1990.0,1200.0,Gas,Bcm
Australia,1990.0,927.0,Gas,Bcm
Japan,1990.0,35.0,Gas,Bcm
New Zealand,1990.0,137.0,Gas,Bcm
China,1990.0,850.0,Gas,Bcm
India,1990.0,700.0,Gas,Bcm
Bangladesh,1990.0,725.0,Gas,Bcm
Brunei Darussalam,1990.0,331.0,Gas,Bcm
Indonesia,1990.0,1849.0,Gas,Bcm
Malaysia,1990.0,1611.0,Gas,Bcm
Burma,1990.0,265.0,Gas,Bcm
Pakistan,1990.0,642.0,Gas,Bcm
Thailand,1990.0,224.0,Gas,Bcm
Viet Nam,1990.0,15.0,Gas,Bcm
Argentina,1990.0,660.0,Gas,Bcm
Bolivia,1990.0,113.0,Gas,Bcm
Brazil,1990.0,115.0,Gas,Bcm
Colombia,1990.0,101.0,Gas,Bcm
Ecuador,1990.0,111.0,Gas,Bcm
Peru,1990.0,339.0,Gas,Bcm
Trinidad and Tobago,1990.0,252.0,Gas,Bcm
Venezuela,1990.0,3429.0,Gas,Bcm
Iran,1990.0,17003.0,Gas,Bcm
Iraq,1990.0,3107.0,Gas,Bcm
Kuwait,1990.0,1518.0,Gas,Bcm
Oman,1990.0,280.0,Gas,Bcm
Qatar,1990.0,4615.0,Gas,Bcm
Saudi Arabia,1990.0,5222.7,Gas,Bcm
United Arab Emirates,1990.0,5623.0,Gas,Bcm
Algeria,1990.0,3300.0,Gas,Bcm
Angola,1990.0,50.0,Gas,Bcm
Cameroon,1990.0,110.0,Gas,Bcm
Congo,1990.0,77.0,Gas,Bcm
Egypt,1990.0,379.0,Gas,Bcm
Equatorial Guinea,1990.0,11.0,Gas,Bcm
Gabon,1990.0,12.0,Gas,Bcm
Libya,1990.0,1208.0,Gas,Bcm
Mozambique,1990.0,65.03600000000002,Gas,Bcm
Nigeria,1990.0,2840.0,Gas,Bcm
Russian Federation & USSR,1990.0,43416.968946188346,Gas,Bcm
Bulgaria,1990.0,7.0,Gas,Bcm
Romania,1990.0,389.0,Gas,Bcm
Canada,1991.0,2711.0,Gas,Bcm
Chile,1991.0,26.0,Gas,Bcm
Mexico,1991.0,2009.0,Gas,Bcm
United States of America,1991.0,4731.0,Gas,Bcm
Denmark,1991.0,201.0,Gas,Bcm
Germany,1991.0,195.0,Gas,Bcm
Italy,1991.0,350.0,Gas,Bcm
Netherlands,1991.0,1976.0,Gas,Bcm
Norway,1991.0,2353.0,Gas,Bcm
Poland,1991.0,153.0,Gas,Bcm
United Kingdom,1991.0,1235.0,Gas,Bcm
Australia,1991.0,950.0,Gas,Bcm
Japan,1991.0,33.0,Gas,Bcm
New Zealand,1991.0,100.0,Gas,Bcm
China,1991.0,900.0,Gas,Bcm
India,1991.0,730.0,Gas,Bcm
Bangladesh,1991.0,720.0,Gas,Bcm
Brunei Darussalam,1991.0,396.0,Gas,Bcm
Indonesia,1991.0,1824.0,Gas,Bcm
Malaysia,1991.0,1671.0,Gas,Bcm
Burma,1991.0,278.0,Gas,Bcm
Pakistan,1991.0,756.0,Gas,Bcm
Thailand,1991.0,246.0,Gas,Bcm
Viet Nam,1991.0,15.0,Gas,Bcm
Argentina,1991.0,643.0,Gas,Bcm
Bolivia,1991.0,116.0,Gas,Bcm
Brazil,1991.0,124.0,Gas,Bcm
Colombia,1991.0,99.0,Gas,Bcm
Ecuador,1991.0,110.0,Gas,Bcm
Peru,1991.0,343.0,Gas,Bcm
Trinidad and Tobago,1991.0,238.0,Gas,Bcm
Venezuela,1991.0,3581.8,Gas,Bcm
Iran,1991.0,19800.0,Gas,Bcm
Iraq,1991.0,3100.0,Gas,Bcm
Kuwait,1991.0,1500.0,Gas,Bcm
Oman,1991.0,93.0,Gas,Bcm
Qatar,1991.0,6428.0,Gas,Bcm
Saudi Arabia,1991.0,5220.6,Gas,Bcm
United Arab Emirates,1991.0,5793.0,Gas,Bcm
Algeria,1991.0,3626.0,Gas,Bcm
Angola,1991.0,49.0,Gas,Bcm
Cameroon,1991.0,110.0,Gas,Bcm
Congo,1991.0,77.0,Gas,Bcm
Egypt,1991.0,396.0,Gas,Bcm
Equatorial Guinea,1991.0,11.0,Gas,Bcm
Gabon,1991.0,11.0,Gas,Bcm
Libya,1991.0,1309.0,Gas,Bcm
Mozambique,1991.0,65.03600000000002,Gas,Bcm
Nigeria,1991.0,3400.0,Gas,Bcm
Russian Federation & USSR,1991.0,43791.27511210763,Gas,Bcm
Bulgaria,1991.0,7.0,Gas,Bcm
Romania,1991.0,364.0,Gas,Bcm
Canada,1992.0,2672.0,Gas,Bcm
Chile,1992.0,25.0,Gas,Bcm
Mexico,1992.0,1983.0,Gas,Bcm
United States of America,1992.0,4673.0,Gas,Bcm
Denmark,1992.0,214.0,Gas,Bcm
Germany,1992.0,198.0,Gas,Bcm
Italy,1992.0,375.0,Gas,Bcm
Netherlands,1992.0,1953.0,Gas,Bcm
Norway,1992.0,2756.0,Gas,Bcm
Poland,1992.0,158.0,Gas,Bcm
United Kingdom,1992.0,1350.0,Gas,Bcm
Australia,1992.0,1006.0,Gas,Bcm
Japan,1992.0,31.0,Gas,Bcm
New Zealand,1992.0,95.0,Gas,Bcm
China,1992.0,920.0,Gas,Bcm
India,1992.0,735.0,Gas,Bcm
Bangladesh,1992.0,303.0,Gas,Bcm
Brunei Darussalam,1992.0,400.0,Gas,Bcm
Indonesia,1992.0,1911.0,Gas,Bcm
Malaysia,1992.0,1919.0,Gas,Bcm
Burma,1992.0,278.0,Gas,Bcm
Pakistan,1992.0,637.0,Gas,Bcm
Thailand,1992.0,231.0,Gas,Bcm
Viet Nam,1992.0,106.0,Gas,Bcm
Argentina,1992.0,541.0,Gas,Bcm
Bolivia,1992.0,120.0,Gas,Bcm
Brazil,1992.0,133.0,Gas,Bcm
Colombia,1992.0,185.0,Gas,Bcm
Ecuador,1992.0,109.0,Gas,Bcm
Peru,1992.0,326.0,Gas,Bcm
Trinidad and Tobago,1992.0,233.0,Gas,Bcm
Venezuela,1992.0,3693.0,Gas,Bcm
Iran,1992.0,20700.0,Gas,Bcm
Iraq,1992.0,3100.0,Gas,Bcm
Kuwait,1992.0,1485.0,Gas,Bcm
Oman,1992.0,150.0,Gas,Bcm
Qatar,1992.0,7079.0,Gas,Bcm
Saudi Arabia,1992.0,5248.8,Gas,Bcm
United Arab Emirates,1992.0,5795.0,Gas,Bcm
Algeria,1992.0,3650.0,Gas,Bcm
Angola,1992.0,51.0,Gas,Bcm
Cameroon,1992.0,110.0,Gas,Bcm
Congo,1992.0,77.0,Gas,Bcm
Egypt,1992.0,436.0,Gas,Bcm
Equatorial Guinea,1992.0,17.0,Gas,Bcm
Gabon,1992.0,16.0,Gas,Bcm
Libya,1992.0,1299.0,Gas,Bcm
Mozambique,1992.0,65.03600000000002,Gas,Bcm
Nigeria,1992.0,3716.2,Gas,Bcm
Russian Federation & USSR,1992.0,44746.9865470852,Gas,Bcm
Bulgaria,1992.0,7.0,Gas,Bcm
Romania,1992.0,341.0,Gas,Bcm
Canada,1993.0,2232.0,Gas,Bcm
Chile,1993.0,24.0,Gas,Bcm
Mexico,1993.0,1973.0,Gas,Bcm
United States of America,1993.0,4599.0,Gas,Bcm
Denmark,1993.0,215.0,Gas,Bcm
Germany,1993.0,198.0,Gas,Bcm
Italy,1993.0,330.0,Gas,Bcm
Netherlands,1993.0,1904.0,Gas,Bcm
Norway,1993.0,2805.0,Gas,Bcm
Poland,1993.0,155.0,Gas,Bcm
United Kingdom,1993.0,1435.0,Gas,Bcm
Australia,1993.0,992.0,Gas,Bcm
Japan,1993.0,30.0,Gas,Bcm
New Zealand,1993.0,90.0,Gas,Bcm
China,1993.0,1025.0,Gas,Bcm
India,1993.0,718.0,Gas,Bcm
Bangladesh,1993.0,297.0,Gas,Bcm
Brunei Darussalam,1993.0,400.0,Gas,Bcm
Indonesia,1993.0,2234.0,Gas,Bcm
Malaysia,1993.0,2173.0,Gas,Bcm
Burma,1993.0,268.0,Gas,Bcm
Pakistan,1993.0,651.0,Gas,Bcm
Thailand,1993.0,181.0,Gas,Bcm
Viet Nam,1993.0,106.0,Gas,Bcm
Argentina,1993.0,517.0,Gas,Bcm
