"API","","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"INTL.28-7-SVK-MK.A","        Slovakia","--","--","--","--","--","--","--","--","--","--","--","--","--","3.54","3.54","3.218","3.289","3.704","3.16","3.133","2.394","3.178","2.974","3.052","3.107","3.09","3.051","2.609","2.585","2.824","3.496","3.382","3.416","3.432","3.068","2.754","2.71","2.645","2.651","2.639","2.652","2.399","2.399",""
"INTL.28-7-SVN-MK.A","        Slovenia","--","--","--","--","--","--","--","--","--","--","--","--","1.144","1.094","1.104","1.097","1.097","1.097","1.097","1.097","1.115","1.337","1.338","1.34","1.335","1.357","1.363","1.351","1.295","1.31","1.261","1.27","1.267","1.256","1.242","1.133","1.318","1.3321","1.5147","1.5121","1.5165","1.576","1.576",""
"INTL.28-7-SLB-MK.A","        Solomon Islands","0.012","0.012","0.013","0.013","0.013","0.013","0.013","0.013","0.012","0.012","0.012","0.012","0.012","0.012","0.012","0.012","0.012","0.012","0.012","0.013","0.019","0.019","0.026","0.032","0.032","0.032","0.032","0.032","0.032","0.032","0.032","0.032","0.032","0.032","0.032","0.032","0.032","0.0322","0.0322","0.0322","0.0322","0.0322","0.0322",""
"INTL.28-7-SOM-MK.A","        Somalia","0.049","0.049","0.054","0.06","0.06","0.06","0.07","0.07","0.07","0.07","0.07","0.07","0.07","0.07","0.075","0.075","0.079","0.079","0.079","0.079","0.06","0.06","0.06","0.06","0.06","0.06","0.06","0.08","0.08","0.08","0.08","0.08","0.08","0.08","0.08","0.08","0.08","0.08","0.08","0.08","0.08","0.08","0.08",""
"INTL.28-7-ZAF-MK.A","        South Africa","20","22.309","22.409","23.009","23","20.979","23.302","26.238","27.685","28.623","30.063","32.448","33.066","33.856","32.086","33.91","32.723","35.224","35.539","37.307","42.215","38.02","38.02","38.02","38.02","38.02","38.627","38.843","40.199","40.181","42.186","42.186","42.186","41.559","40.18","40.581","40.974","42.606","45.497","48.38","48.38","48.38","48.38",""
"INTL.28-7-KOR-MK.A","        South Korea","7.647","8.047","7.837","9.998","11.073","11.048","11.07","11.073","11.043","11.043","11.065","11.05","14.007","17.534","18.641","20.325","26.155","31.859","32.793","34.674","36.817","39.117","39.341","41.061","43.899","45.365","46.666","49.888","55.977","56.482","60.389","58.303","59.086","61.795","69.122","70.108","75.559","86.3767","89.0136","88.1745","89.5553","90.109","90.109",""
"INTL.28-7-SSD-MK.A","        South Sudan","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.08","0.08","0.08","0.08","0.08","0.12","0.12","0.12","0.12","0.12","0.12",""
"INTL.28-7-ESP-MK.A","        Spain","15.377","16.087","16.491","16.379","18.554","19.533","19.54","20.752","20","20.028","20.067","20.153","20.237","20.303","20.832","21.748","22.511","23.97","25.021","25.412","26.209","26.881","29.907","30.795","35.443","40.765","43.625","47.378","47.798","47.71","50.407","49.736","49.686","49.736","49.736","49.296","48.4","46.4559","46.061","45.697","41.771","39.778","39.778",""
"INTL.28-7-LKA-MK.A","        Sri Lanka","0.15","0.19","0.19","0.27","0.27","0.264","0.27","0.27","0.27","0.272","0.272","0.272","0.444","0.418","0.396","0.396","0.293","0.56","0.517","0.545","0.7005","0.8505","1.1265","1.3035","1.3915","1.127","1.127","1.127","1.307","1.327","1.412","1.712","1.7","1.591","2.233","2.1081","2.088","2.144","2.0688","2.182","2.182","2.182","2.182",""
"INTL.28-7-SDN-MK.A","        Sudan","0.165","0.175","0.19","0.205","0.225","0.225","0.225","0.225","0.225","0.275","0.275","0.275","0.275","0.275","0.275","0.275","0.35","0.36","0.365","0.365","0.464","0.49","0.493","0.58","0.63","0.624","0.718","0.718","0.718","0.718","0.788","1.133","1.323","1.733","1.739","1.717","1.944","2.013","2.013","1.944","1.944","1.944","1.944",""
"INTL.28-7-SUR-MK.A","        Suriname","0.22","0.226","0.226","0.226","0.125","0.125","0.125","0.125","0.125","0.125","0.125","0.125","0.125","0.125","0.125","0.125","0.125","0.125","0.125","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.221","0.277","0.277","0.347","0.3074","0.307","0.2857","0.3073","0.309","0.3162","0.302","0.3434","0.3434",""
"INTL.28-7-SWE-MK.A","        Sweden","7.948","7.161","8.029","8","8.06","8.02","7.634","7.349","7.349","7.865","6.65","6.92","6.997","7.239","6.66","6.073","6.282","6.465","5.104","5.793","7.526","7.536","6.462","7.378","7.424","7.077","7.882","7.873","7.746","8.337","8.715","6.546","8.362","7.776","8.076","7.751","7.495","7.442","8.408","8.343","8.406","7.725","7.725",""
"INTL.28-7-CHE-MK.A","        Switzerland","0.7","0.7","0.7","0.7","0.7","0.75","0.75","0.79","0.79","0.79","0.407","0.407","0.416","0.416","0.438","0.438","0.438","0.463","0.463","0.179","0.804","0.817","0.821","0.841","0.827","0.825","0.839","0.838","0.855","0.919","0.944","0.918","1.018","1.021","0.993","1.016","0.961","0.9464","0.94","0.9428","0.9537","0.965","0.965",""
"INTL.28-7-SYR-MK.A","        Syria","0.677","0.985","1.14","2.014","2.091","2.091","2.176","2.332","2.332","2.358","2.645","2.692","2.718","2.835","3.301","3.43","3.53","3.58","3.61","4.89","6.259","6.762","6.282","6.151","6.151","6.065","6.291","7.018","6.735","7.422","7.356","7.356","7.356","7.356","8.109","7.55","8.192","8.199","8.567","8.567","8.567","8.567","8.567",""
"INTL.28-7-TWN-MK.A","        Taiwan","7.015","7.261","8.054","8.588","8.211","9.336","9.882","10.016","10.266","10.215","11.054","12.748","13.726","13.934","12.191","12.571","14.33","16.303","17.114","18.914","24.764","25.342","27.829","29.827","31.648","32.809","34.564","35.284","35.692","37.168","37.924","37.632","37.039","37.237","36.602","36.5901","37.108","36.2814","39.3005","41.8661","41.7821","42.3018","42.3221",""
"INTL.28-7-TJK-MK.A","        Tajikistan","--","--","--","--","--","--","--","--","--","--","--","--","0.394","0.389","0.389","0.389","0.389","0.389","0.389","0.389","0.389","0.389","0.389","0.389","0.389","0.389","0.389","0.322","0.321","0.319","0.318","0.324","0.314","0.318","0.421","0.422","0.719","0.719","0.719","0.718","0.718","0.718","0.718",""
"INTL.28-7-TZA-MK.A","        Tanzania","0.18","0.18","0.18","0.18","0.18","0.18","0.18","0.18","0.18","0.177","0.177","0.177","0.177","0.177","0.214","0.214","0.214","0.214","0.219","0.243","0.302","0.302","0.324","0.324","0.324","0.34","0.378","0.378","0.429","0.4462","0.5462","0.5462","0.5462","0.5462","0.5462","0.8004","0.8084","0.8286","1.0146","0.9306","1","1","1",""
"INTL.28-7-THA-MK.A","        Thailand","3.097","3.358","4.047","5.028","5.391","5.454","5.545","5.604","6.043","6.043","7.453","8.316","10.421","11.465","12.493","14.806","15.603","17.436","18.576","20.627","24.71","25.101","26.57","27.181","28.5738","20.575","21.023","22.412","24.547","24.547","25.109","25.145","28.859","30.119","30.119","30.719","38.685","38.685","39.365","39.733","41.95908","44.45908","44.45908",""
"INTL.28-7-BHS-MK.A","        The Bahamas","0.307","0.361","0.406","0.406","0.406","0.406","0.401","0.401","0.401","0.401","0.401","0.401","0.401","0.401","0.401","0.401","0.401","0.401","0.401","0.401","0.401","0.401","0.401","0.401","0.455","0.493","0.493","0.493","0.493","0.493","0.493","0.591","0.591","0.591","0.5755","0.5755","0.5755","0.5755","0.5755","0.5755","0.5755","0.5755","0.5755",""
"INTL.28-7-TLS-MK.A","        Timor-Leste","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.03","0.026","0.023","0.023","0.032","0.036","0.044","0.0502","0.1465","0.1465","0.2825","0.2825","0.2825","0.2825","0.2825","0.2825","0.2825","0.2825","0.2825","0.2825",""
"INTL.28-7-TGO-MK.A","        Togo","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.025","0.025","0.025","0.018","0.018","0.018","0.018","0.1","0.12","0.12","0.12","0.12","0.13","0.16","0.16","0.16","0.16","0.158","0.158","0.1571","0.1583","0.1854","0.1854","0.1854",""
"INTL.28-7-TON-MK.A","        Tonga","0.006","0.006","0.006","0.006","0.006","0.006","0.006","0.007","0.007","0.007","0.007","0.007","0.007","0.007","0.007","0.007","0.007","0.007","0.007","0.008","0.008","0.01","0.01","0.012","0.012","0.012","0.012","0.012","0.012","0.012","0.014","0.014","0.014","0.01358","0.0139","0.0149","0.0173","0.0177","0.0177","0.0177","0.0177","0.0177","0.0177",""
"INTL.28-7-TTO-MK.A","        Trinidad and Tobago","0.832","0.76","0.76","0.982","0.985","0.985","0.985","0.985","0.985","0.985","1.15","1.15","1.15","1.15","1.15","1.15","1.253","1.253","1.253","1.417","1.417","1.417","1.47","1.458","1.458","1.457","1.421","1.465","1.651","1.651","1.762","2.214","2.488","2.491","2.496","2.499","2.502","2.506","2.153","2.115","2.5127","2.5127","2.5127",""
"INTL.28-7-TUN-MK.A","        Tunisia","0.9","0.921","0.92","1.066","1.35","1.35","1.35","1.35","1.35","1.35","1.315","1.315","1.315","1.315","1.551","1.672","1.655","1.952","2.74","2.783","2.784","2.784","2.784","2.861","2.979","3.218","3.252","3.232","3.573","3.69","3.693","4.101","4.041","4.27","4.695","4.649","4.901","4.734","4.474","5.539","5.82","5.82","5.82",""
"INTL.28-7-TUR-MK.A","        Turkiye","2.976","3.17","3.557","3.696","4.57","5.229","6.22","7.474","8.284","9.193","9.536","10.067","10.309","10.624","10.964","11.06","11.283","11.758","12.999","15.462","16.038","16.608","19.554","22.96","24.131","25.879","27.398","27.249","27.573","29.317","32.257","33.909","35.005","38.59","41.73","41.81","44.278","46.7618","46.7116","47.2838","47.3962","47.82","47.82",""
"INTL.28-7-TKM-MK.A","        Turkmenistan","--","--","--","--","--","--","--","--","--","--","--","--","3.94","3.94","3.94","3.94","3.94","3.92","3.92","3.92","3.92","3.92","3.92","3.92","3.92","3.105","2.851","2.851","2.851","2.851","3","3.2","3.4","3.8","4","4.4","4.674","5.2","5.2","5.2","5.2","5.2","5.2",""
"INTL.28-7-TCA-MK.A","        Turks and Caicos Islands","0.004","0.004","0.004","0.004","0.004","0.004","0.004","0.004","0.004","0.004","0.004","0.004","0.004","0.004","0.004","0.004","0.004","0.004","0.004","0.004","0.012","0.015","0.02","0.025","0.03","0.035","0.037","0.048","0.048","0.054","0.057","0.065","0.076","0.076","0.079","0.082","0.082","0.082","0.084","0.08976","0.08976","0.08974","0.08974",""
"INTL.28-7-TUV-MK.A","        Tuvalu","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA","NA","NA","NA","NA","NA"
"INTL.28-7-USIQ-MK.A","        U.S. Pacific Islands","0.045","0.045","0.048","0.048","0.047","0.047","0.047","0.047","0.042","0.042","0.042","0.042","0.042","0.042","0.042","0.042","0.042","0.042","0.042","0.042","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","NA",""
"none","        U.S. Territories","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.28-7-VIR-MK.A","        U.S. Virgin Islands","0.341","0.341","0.341","0.341","0.341","0.341","0.316","0.316","0.316","0.316","0.316","0.316","0.316","0.316","0.316","0.323","0.323","0.323","0.323","0.323","0.323","0.323","0.323","0.323","0.323","0.323","0.323","0.323","0.323","0.323","0.323","0.3448","0.33","0.316","0.316","0.3159","0.3158","0.316","0.316","0.316","0.316","0.316","0.316","NA"
"INTL.28-7-UGA-MK.A","        Uganda","0.007","0.007","0.007","0.007","0.007","0.007","0.007","0.007","0.007","0.007","0.007","0.007","0.007","0.007","0.007","0.007","0.004","0.004","0.004","0.004","0.004","0.004","0.004","0.004","0.004","0.053","0.111","0.116","0.212","0.164","0.187","0.186","0.136","0.136","0.1556","0.1661","0.1661","0.178","0.1978","0.1989","0.19732","0.21378","0.21378",""
"INTL.28-7-UKR-MK.A","        Ukraine","--","--","--","--","--","--","--","--","--","--","--","--","36.837","36.737","36.719","36.719","36.488","36.345","36.303","36.356","36.276","36.242","36.22","36.026","35.184","34.92","34.968","34.998","35.04","35.043","35.186","35.026","35.129","35.616","35.335","35.335","36.475","31.492","29.753","28.535","28.539","28.664","28.664",""
"INTL.28-7-ARE-MK.A","        United Arab Emirates","1.303","3.033","3.574","3.746","3.859","4.01","4.234","4.138","4.721","4.721","4.7","4.7","4.756","4.756","5.29","5.39","5.49","5.6","5.71","5.82","8.28","8.611","9.13","12.172","13.55","15.71","17.28","17.7","19.814","20.565","23.199","26.076","27.17","27.735","28.706","28.622","28.638","30.048","30.3485","31.287","32.846","32.846","32.846",""
"INTL.28-7-GBR-MK.A","        United Kingdom","64.734","60.157","60.25","57.22","56.161","56.116","55.144","56.219","57.645","59.134","57.825","54.58","51.683","52.031","52.27","52.628","55.691","54.984","55.273","57.221","61.219","62.465","59.672","61.473","63.672","64.661","66.453","66.554","66.946","67.772","72.909","71.141","70.872","65.034","63.6","58.316","55.453","56.8855","57.7836","51.912","50.623","50.615","50.615",""
"INTL.28-7-USA-MK.A","        United States","444.104","458.871","469.558","472.766","478.579","484.955","488.338","488.842","490.61","519.392","527.772","531.398","536.733","541.778","549.998","554.15","561.699","564.083","563.876","572.593","598.883","634.894","689.521","731.185","745.446","757.052","761.603","763.995","770.222","774.2788","782.1757","786.2474","781.1576","774.3268","774.2942","758.476","750.2824","748.2414","747.7846","739.1243","731.2059","731.7884","724.2167",""
"INTL.28-7-URY-MK.A","        Uruguay","0.483","0.483","0.458","0.42","0.41","0.41","0.41","0.41","0.485","0.485","0.485","0.552","0.665","0.684","0.684","0.621","0.653","0.653","0.645","0.644","0.644","0.634","0.634","0.633","0.507","0.51","0.709","0.869","0.9731","1.0509","1.1113","1.1188","1.3197","1.6889","1.6895","1.5295","1.0745","1.2545","1.6145","1.6146","1.6146","1.6146","1.6146",""
"INTL.28-7-UZB-MK.A","        Uzbekistan","--","--","--","--","--","--","--","--","--","--","--","--","9.412","9.412","9.412","10.023","10.023","9.999","9.999","9.999","9.999","9.999","9.999","9.999","10.774","10.774","10.774","10.774","9.87","9.87","9.87","10.569","10.867","10.867","11.165","11.3354","12.2217","12.5164","12.2765","14.0319","14.6204","14.6204","14.6204",""
"INTL.28-7-VUT-MK.A","        Vanuatu","0.01","0.01","0.01","0.011","0.011","0.011","0.011","0.011","0.011","0.011","0.011","0.011","0.011","0.011","0.011","0.011","0.012","0.012","0.012","0.016","0.0164","0.0211","0.0211","0.0211","0.0211","0.0211","0.0211","0.0211","0.0246","0.0246","0.0251","0.0269","0.0271","0.0271","0.0255","0.0255","0.02572","0.02592","0.0235","0.02526","0.02589","0.02589","0.02589",""
"INTL.28-7-VEN-MK.A","        Venezuela","6.543","7.443","7.075","8.073","10.546","9.646","9.451","8.675","8.52","8.52","8.608","8.608","8.237","8.598","8.598","8.395","8.53","8.525","8.436","8.077","8.018","8.111","8.086","8.086","8.26","7.538","7.618","7.943","8.6207","10.2242","11.5353","12.3863","14.3712","16.6621","16.8376","16.8689","17.7769","17.7319","17.7319","17.4869","17.836","17.836","17.836",""
"INTL.28-7-VNM-MK.A","        Vietnam","0.89","0.9","0.91","0.92","1","1.08","1.16","1.24","1.32","1.4","1.48","1.55","1.55","1.55","1.55","1.55","1.756","2.003","2.811","2.781","3.25","3.9","4.714","5.174","7.945","8.3","8.3","8.35","9.044","11.95","16.95","17.7","17.7","17.7","18.269","22.779","25.783","25.953","26.125","30.69","39.713","39.713","39.713",""
"INTL.28-7-WAK-MK.A","        Wake Island","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA",""
"INTL.28-7-ESH-MK.A","        Western Sahara","0.056","0.056","0.056","0.056","0.056","0.056","0.056","0.056","0.056","0.056","0.056","0.056","0.056","0.056","0.056","0.056","0.056","0.056","0.056","0.058","0.058","0.058","0.058","0.058","0.058","0.058","0.058","0.058","0.058","0.058","0.058","0.058","0.058","0.058","0.058","0.058","0.058","0.058","0.058","0.058","0.058","0.058","0.058",""
"INTL.28-7-YEM-MK.A","        Yemen","0.234","0.234","0.254","0.254","0.42","0.638","0.638","0.638","0.638","0.638","0.622","0.7","0.715","0.724","0.726","0.729","0.757","0.754","0.775","0.787","0.873","0.873","0.928","1.087","0.7398","0.7992","0.91","0.9474","0.9933","1.3344","1.3344","1.535","1.535","1.535","1.519","1.519","1.519","1.519","1.519","1.519","1.519","1.519","1.519",""
"INTL.28-7-ZMB-MK.A","        Zambia","0.069","0.069","0.069","0.069","0.06","0.06","0.06","0.045","0.045","0.03","0.03","0.03","0.03","0.011","0.011","0.015","0.015","0.015","0.015","0.015","0.05","0.05","0.09","0.09","0.09","0.09","0.08","0.08","0.08","0.08","0.08","0.091","0.091","0.141","0.195","0.142","0.4718","0.53236","0.53328","0.528","0.558","0.559","0.559",""
"INTL.28-7-ZWE-MK.A","        Zimbabwe","0.487","0.487","0.487","0.487","0.906","0.906","0.906","1.001","1.001","1.001","1.405","1.405","1.405","1.515","1.515","1.515","1.405","1.405","1.211","1.211","1.36","1.325","1.325","1.325","1.325","1.325","1.325","1.325","1.355","1.355","1.355","1.355","1.355","1.355","1.235","1.235","1.265","1.265","1.265","1.265","1.265","1.265","1.265",""
"","hydroelectricity installed capacity (million kW)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.33-7-WORL-MK.A","    World","461.89773","476.98573","493.39773","505.87873","521.60073","538.25417","552.28455","568.99827","582.93474","573.155094","565.99109","569.53985","578.08549","590.54513","604.30133","615.88293","625.62662","640.06738","649.76235","666.28227","667.584579","679.61658","690.1661","710.49371","731.11162","752.59869","774.15428","801.09162","830.09152","859.60162","889.606273","917.396273","947.577173","992.749873","1029.325273","1060.967273","1088.966873","1110.441873","1132.579773","1150.582673","1172.505173","1194.804573","1216.021355","NA"
"INTL.33-7-AFG-MK.A","        Afghanistan","0.262","0.259","0.259","0.272","0.272","0.281","0.281","0.29","0.29","0.292","0.292","0.292","0.292","0.292","0.292","0.292","0.292","0.292","0.292","0.292","0.1915","0.1915","0.1915","0.1916","0.1917","0.1926","0.1956","0.1965","0.2077","0.2129","0.2414","0.2448","0.2732","0.2767","0.2801","0.2836","0.329","0.349","0.349","0.349","0.349","0.3566","0.4591","NA"
"INTL.33-7-ALB-MK.A","        Albania","0.5","0.525","0.55","0.6","0.625","0.65","0.675","0.68","0.69","0.69","1.668","1.668","1.668","1.668","1.668","1.445","1.445","1.445","1.445","1.445","1.453","1.453","1.453","1.453","1.453","1.453","1.453","1.455","1.457","1.459","1.475","1.508","1.628","1.781","1.725","1.798","1.913","2.047","2.105","2.162","2.387","2.507","2.507","NA"
"INTL.33-7-DZA-MK.A","        Algeria","0.285","0.285","0.285","0.285","0.285","0.285","0.285","0.285","0.285","0.286","0.286","0.286","0.286","0.275","0.275","0.275","0.275","0.275","0.274","0.274","0.274","0.28","0.28","0.28","0.28","0.28","0.28","0.28","0.28","0.275","0.275","0.275","0.275","0.275","0.275","0.275","0.275","0.275","0.27","0.27","0.269","0.269","0.269","NA"
"INTL.33-7-ASM-MK.A","        American Samoa","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"INTL.33-7-AGO-MK.A","        Angola","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.412","0.412","0.412","0.412","0.412","0.412","0.412","0.412","0.412","0.3","0.3","0.3","0.29","0.29","0.4","0.43","0.43","0.498","0.498","0.498","0.789","0.805","0.805","0.805","0.805","0.876","0.937","0.953","0.953","1.27","2.42","3.083","3.435","3.7293","3.7293","3.7293","NA"
"INTL.33-7-ATA-MK.A","        Antarctica","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"INTL.33-7-ATG-MK.A","        Antigua and Barbuda","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"INTL.33-7-ARG-MK.A","        Argentina","4.185","4.652","4.839","5.379","5.99","6.216","5.617","5.62","5.521","5.644","5.633","5.638","5.476","6.18","7.031","7.367","7.803","8.208","8.373","8.628","8.6141","8.6385","8.7878","8.8115","8.9279","8.9501","8.95","9.1859","9.1929","9.5639","9.5649","10.0957","10.1357","10.1356","10.1381","10.208","10.27","10.2729","10.3184","10.3404","10.3741","10.3755","10.3847","NA"
"INTL.33-7-ARM-MK.A","        Armenia","--","--","--","--","--","--","--","--","--","--","--","--","1.022","1.012","1.012","1.012","1.012","1.012","1.012","1.012","1.0242","1.0125","1.1655","1.1698","1.0237","1.0267","1.0559","1.0663","1.0794","1.0939","1.1232","1.1483","1.2492","1.289","1.2981","1.2867","1.3116","1.3268","1.3364","1.3364","1.3364","1.3364","1.3364","NA"
"INTL.33-7-ABW-MK.A","        Aruba","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"INTL.33-7-AUS-MK.A","        Australia","6.103","6.253","6.333","6.333","6.663","6.913","7.149","7.264","7.381","7.381","7.381","7.382","7.527","7.527","7.61","7.624","7.665","7.704","7.704","7.704","6.781","6.781","6.781","6.781","6.855","7.461","7.461","7.461","7.461","7.461","7.461","7.461","7.461","7.461","7.461","7.461","7.461","7.461","7.713","7.713","7.713","7.713","7.713","NA"
"INTL.33-7-AUT-MK.A","        Austria","8.206","9.157","9.51","9.582","10.034","10.171","10.423","10.691","10.762","10.858","7.028","7.129","7.204","7.202","7.245","7.323","7.385","7.54","7.685","7.669","7.676","7.703","7.567","7.607","7.613","7.667","7.684","7.845","7.848","7.827","7.913","7.947","7.97","8.272","8.321","8.457","8.493","8.506","8.591","8.63","9.001","9.151","9.151","NA"
"INTL.33-7-AZE-MK.A","        Azerbaijan","--","--","--","--","--","--","--","--","--","--","--","--","0.769","0.769","0.773","0.783","0.695","0.69","0.68","0.79","0.922","0.933","0.934","0.97","0.97","0.97","1.025","1.025","1.025","0.987","0.995","0.998","1.023","1.084","1.078","1.103","1.105","1.1064","1.1308","1.1448","1.1494","1.1572","1.1774","NA"
"INTL.33-7-BHR-MK.A","        Bahrain","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"INTL.33-7-BGD-MK.A","        Bangladesh","0.08","0.13","0.13","0.13","0.13","0.129","0.177","0.23","0.23","0.23","0.23","0.23","0.23","0.23","0.23","0.23","0.23","0.23","0.23","0.23","0.23","0.23","0.23","0.23","0.23","0.23","0.23","0.23","0.23","0.23","0.23","0.22","0.22","0.23","0.23","0.23","0.23","0.23","0.23","0.23","0.23","0.23","0.23","NA"
"INTL.33-7-BRB-MK.A","        Barbados","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"INTL.33-7-BLR-MK.A","        Belarus","--","--","--","--","--","--","--","--","--","--","--","--","0.007","0.007","0.007","0.007","0.007","0.007","0.007","0.007","0.0102","0.0104","0.0112","0.0112","0.0115","0.0118","0.0119","0.0124","0.0129","0.0133","0.0138","0.0143","0.0316","0.0321","0.0328","0.0335","0.0736","0.0954","0.0954","0.0954","0.096","0.096","0.0962","NA"
"INTL.33-7-BEL-MK.A","        Belgium","0.073","0.08","0.086","0.086","0.086","0.087","0.089","0.09","0.093","0.095","0.094","0.094","0.094","0.095","0.095","0.096","0.096","0.096","0.097","0.103","0.103","0.111","0.111","0.11","0.115","0.105","0.107","0.11","0.111","0.11","0.118","0.119","0.12","0.119","0.121","0.112","0.1091","0.107","0.1078","0.1041","0.1058","0.1107","0.1117","NA"
"INTL.33-7-BLZ-MK.A","        Belize","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0252","0.0252","0.0252","0.025","0.0252","0.0271","0.0271","0.0271","0.0271","0.0271","0.0344","0.0344","0.038","0.038","0.038","0.038","0.038","0.038","0.038","0.038","0.038","0.038","0.038","0.0572","0.0569","0.0569","0.0569","0.0569","NA"
"INTL.33-7-BEN-MK.A","        Benin","0","0","0","0","0","0","0","0.033","0.033","0.033","0.033","0.033","0.033","0.033","0.033","0.033","0.033","0.033","0.033","0.033","0.033","0.033","0.033","0.033","0.033","0.033","0.033","0.033","0.033","0.033","0.033","0.033","0.033","0.033","0.033","0.033","0.033","0.033","0.033","0.033","0.033","0.033","0.033","NA"
"INTL.33-7-BMU-MK.A","        Bermuda","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"INTL.33-7-BTN-MK.A","        Bhutan","0.003","0.003","0.003","0.003","0.003","0.003","0.171","0.258","0.342","0.342","0.349","0.35","0.35","0.35","0.35","0.342","0.342","0.342","0.342","0.3445","0.3444","0.3595","0.4136","0.4286","0.4286","0.4686","0.4681","1.4882","1.4882","1.4881","1.4881","1.4881","1.4881","1.4881","1.4881","1.6141","1.6141","1.6141","1.6143","2.3343","2.3343","2.3343","2.3343","NA"
"INTL.33-7-BOL-MK.A","        Bolivia","0.283","0.283","0.301","0.295","0.295","0.295","0.295","0.301","0.306","0.306","0.309","0.309","0.308","0.308","0.3064","0.306","0.307","0.3306","0.3603","0.4","0.3646","0.3802","0.4647","0.4477","0.4616","0.469","0.4913","0.4934","0.4888","0.4961","0.4962","0.5012","0.5012","0.5012","0.4938","0.4949","0.4945","0.6198","0.6657","0.7356","0.7356","0.7356","0.7356","NA"
"INTL.33-7-BIH-MK.A","        Bosnia and Herzegovina","--","--","--","--","--","--","--","--","--","--","--","--","1.2","1.2","1.139","1.219","1.219","1.219","1.624","1.983","1.508","1.508","1.508","1.508","1.538","1.538","1.538","1.538","1.5686","1.5686","1.6983","1.7","1.7009","1.7018","1.7111","1.7169","1.7602","1.791","1.8156","1.8188","1.8288","1.8368","1.79","NA"
"INTL.33-7-BWA-MK.A","        Botswana","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"INTL.33-7-BRA-MK.A","        Brazil","27.5","31.021","33.002","34.028","34.923","37.077","37.786","40.329","42.228","44.796","45.558","46.616","47.709","48.6","49.928","51.311","53.428","54.97","56.759","58.997","61.063","62.409","64.473","67.6975","69.0872","71.0602","73.678","76.869","77.545","78.61","80.703","82.457","84.294","86.019","89.1938","91.6508","96.9305","100.3328","104.4822","109.143","109.3184","109.4262","109.8142","NA"
"INTL.33-7-VGB-MK.A","        British Virgin Islands","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"INTL.33-7-BRN-MK.A","        Brunei","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
