source,type,scenario,year,oil_production,oil_production_unit,cumulated_oil_prod_since_2018,extrapolation_curve,oil_reserves,oil_reserves_label
The Shift Project,Extrapolation,Sustainable Development,2177,0.7252460358444848,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Sustainable Development,2178,0.2553573207776562,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Sustainable Development,2179,0,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Sustainable Development,2180,0,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Sustainable Development,2181,0,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Sustainable Development,2182,0,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Sustainable Development,2183,0,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Sustainable Development,2184,0,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Sustainable Development,2185,0,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Sustainable Development,2186,0,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Sustainable Development,2187,0,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Sustainable Development,2188,0,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Sustainable Development,2189,0,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Sustainable Development,2190,0,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Sustainable Development,2191,0,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Sustainable Development,2192,0,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Sustainable Development,2193,0,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Sustainable Development,2194,0,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Sustainable Development,2195,0,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Sustainable Development,2196,0,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Sustainable Development,2197,0,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Sustainable Development,2198,0,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Sustainable Development,2199,0,mb/d,nan,Triangle,1646,1646 (US EIA)
The Shift Project,Extrapolation,Sustainable Development,2040,65.1,mb/d,nan,Square,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2041,65.1,mb/d,nan,Square,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2042,65.1,mb/d,nan,Square,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2043,65.1,mb/d,nan,Square,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2044,65.1,mb/d,nan,Square,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2045,65.1,mb/d,nan,Square,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2046,65.1,mb/d,nan,Square,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2047,65.1,mb/d,nan,Square,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2048,65.1,mb/d,nan,Square,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2049,65.1,mb/d,nan,Square,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2050,65.1,mb/d,nan,Square,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2051,65.1,mb/d,nan,Square,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2052,65.1,mb/d,nan,Square,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2053,65.1,mb/d,nan,Square,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2054,65.1,mb/d,nan,Square,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2055,65.1,mb/d,nan,Square,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2056,65.1,mb/d,nan,Square,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2057,65.1,mb/d,nan,Square,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2058,65.1,mb/d,nan,Square,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2059,65.1,mb/d,nan,Square,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2060,65.1,mb/d,nan,Square,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2061,65.1,mb/d,nan,Square,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2062,65.1,mb/d,nan,Square,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2063,65.1,mb/d,nan,Square,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2064,65.1,mb/d,nan,Square,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2065,65.1,mb/d,nan,Square,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2066,65.1,mb/d,nan,Square,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2067,65.1,mb/d,nan,Square,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2068,65.1,mb/d,nan,Square,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2069,65.1,mb/d,nan,Square,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2070,65.1,mb/d,nan,Square,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2071,65.1,mb/d,nan,Square,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2072,65.1,mb/d,nan,Square,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2073,65.1,mb/d,nan,Square,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2074,65.1,mb/d,nan,Square,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2075,65.1,mb/d,nan,Square,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2076,65.1,mb/d,nan,Square,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2077,65.1,mb/d,nan,Square,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2078,65.1,mb/d,nan,Square,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2079,65.1,mb/d,nan,Square,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2080,65.1,mb/d,nan,Square,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2081,65.1,mb/d,nan,Square,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2082,65.1,mb/d,nan,Square,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2083,65.1,mb/d,nan,Square,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2083,24.536301369862922,mb/d,nan,Square,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2084,0,mb/d,nan,Square,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2040,65.1,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2041,64.6526681174089,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2042,64.2053362348178,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2043,63.75800435222671,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2044,63.31067246963563,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2045,62.863340587044526,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2046,62.41600870445344,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2047,61.968676821862346,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2048,61.52134493927126,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2049,61.07401305668016,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2050,60.626681174089065,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2051,60.17934929149798,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2052,59.73201740890688,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2053,59.28468552631579,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2054,58.83735364372469,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2055,58.390021761133596,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2056,57.94268987854251,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2057,57.49535799595142,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2058,57.04802611336032,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2059,56.60069423076923,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2060,56.153362348178135,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2061,55.70603046558704,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2062,55.258698582995954,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2063,54.811366700404854,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2064,54.36403481781376,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2065,53.91670293522267,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2066,53.46937105263158,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2067,53.022039170040486,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2068,52.574707287449385,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2069,52.1273754048583,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2070,51.680043522267205,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2071,51.23271163967612,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2072,50.78537975708502,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2073,50.338047874493924,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2074,49.89071599190284,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2075,49.44338410931174,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2076,48.99605222672065,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2077,48.54872034412955,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2078,48.101388461538455,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2079,47.65405657894737,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2080,47.20672469635628,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2081,46.75939281376518,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2082,46.31206093117409,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2083,45.864729048582994,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2084,45.4173971659919,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2085,44.970065283400814,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2086,44.52273340080971,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2087,44.07540151821862,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2088,43.62806963562753,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2089,43.18073775303644,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2090,42.733405870445345,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2091,42.28607398785425,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2092,41.83874210526316,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2093,41.391410222672064,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2094,40.94407834008097,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2095,40.49674645748988,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2096,40.04941457489878,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2097,39.6020826923077,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2098,39.1547508097166,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2099,38.70741892712551,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2100,38.26008704453441,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2101,37.81275516194332,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2102,37.36542327935223,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2103,36.918091396761135,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2104,36.47075951417004,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2105,36.02342763157895,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2106,35.57609574898785,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2107,35.12876386639677,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2108,34.68143198380567,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2109,34.23410010121457,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2110,33.78676821862348,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2111,33.33943633603239,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2112,32.8921044534413,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2113,32.444772570850205,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2114,31.99744068825911,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2115,31.55010880566802,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2116,31.102776923076924,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2117,30.65544504048583,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2118,30.208113157894736,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2119,29.760781275303646,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2120,29.313449392712553,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2121,28.86611751012146,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2122,28.41878562753037,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2123,27.971453744939275,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2124,27.524121862348185,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2125,27.076789979757088,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2126,26.629458097165994,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2127,26.1821262145749,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2128,25.73479433198381,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2129,25.287462449392716,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2130,24.840130566801623,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2131,24.392798684210533,mb/d,nan,Triangle,1729,1729 (BP 2019)
The Shift Project,Extrapolation,Sustainable Development,2132,23.945466801619435,mb/d,nan,Triangle,1729,1729 (BP 2019)
