country,type,country_to,co2,co2_unit,continent_to
Afghanistan,CO2 Exports,Indonesia,2.9626742289999997,MtCO2e,Asia and Oceania
Afghanistan,CO2 Exports,Ireland,0.6332518650000001,MtCO2e,Europe
Afghanistan,CO2 Exports,Italy,4.2908342710000005,MtCO2e,Europe
Afghanistan,CO2 Exports,Ivory Coast,0.19904686369999997,MtCO2e,Africa
Afghanistan,CO2 Exports,Jamaica,0.17378011120000003,MtCO2e,Central and South America
Afghanistan,CO2 Exports,Japan,5.927235549999999,MtCO2e,Asia and Oceania
Afghanistan,CO2 Exports,Kenya,0.7364849250000002,MtCO2e,Africa
Afghanistan,CO2 Exports,Laos,0.24716194899999996,MtCO2e,Asia and Oceania
Afghanistan,CO2 Exports,Lesotho,0.7397413509999999,MtCO2e,Africa
Afghanistan,CO2 Exports,Liberia,0.261987516,MtCO2e,Africa
Afghanistan,CO2 Exports,Libya,0.2720818119999999,MtCO2e,Africa
Afghanistan,CO2 Exports,Liechtenstein,0.252546386,MtCO2e,Europe
Afghanistan,CO2 Exports,Luxembourg,0.778585487,MtCO2e,Europe
Afghanistan,CO2 Exports,Macao Special Administrative Region (China),0.20738093809999997,MtCO2e,Asia and Oceania
Afghanistan,CO2 Exports,Macedonia,0.33008399099999997,MtCO2e,Europe
Afghanistan,CO2 Exports,Madagascar,0.25420940399999997,MtCO2e,Africa
Afghanistan,CO2 Exports,Malawi,0.24217410399999997,MtCO2e,Africa
Afghanistan,CO2 Exports,Malaysia,2.3910112700000004,MtCO2e,Asia and Oceania
Afghanistan,CO2 Exports,Maldives,0.256438145,MtCO2e,Asia and Oceania
Afghanistan,CO2 Exports,Mali,0.3401819100000001,MtCO2e,Africa
Afghanistan,CO2 Exports,Malta,0.025130535119999995,MtCO2e,Europe
Afghanistan,CO2 Exports,Mauritania,0.48094555299999997,MtCO2e,Africa
Afghanistan,CO2 Exports,Mauritius,0.483447745,MtCO2e,Africa
Afghanistan,CO2 Exports,Mexico,1.2854642359999997,MtCO2e,North America
Afghanistan,CO2 Exports,Monaco,0.32011827400000004,MtCO2e,Europe
Afghanistan,CO2 Exports,Mongolia,1.105064709,MtCO2e,Asia and Oceania
Afghanistan,CO2 Exports,Montenegro,3.2437090600000005,MtCO2e,Europe
Afghanistan,CO2 Exports,Morocco,0.448831611,MtCO2e,Africa
Afghanistan,CO2 Exports,Mozambique,0.238809756,MtCO2e,Africa
Afghanistan,CO2 Exports,Namibia,0.24931537100000004,MtCO2e,Africa
Afghanistan,CO2 Exports,Nepal,0.4277433009999999,MtCO2e,Asia and Oceania
Afghanistan,CO2 Exports,Netherlands,2.8391211016,MtCO2e,Europe
Afghanistan,CO2 Exports,New Caledonia,0.27183276599999995,MtCO2e,Asia and Oceania
Afghanistan,CO2 Exports,New Zealand,0.9030702989999999,MtCO2e,Asia and Oceania
Afghanistan,CO2 Exports,Nicaragua,0.23852009799999999,MtCO2e,Central and South America
Afghanistan,CO2 Exports,Niger,0.46196278400000007,MtCO2e,Africa
Afghanistan,CO2 Exports,Nigeria,0.9724262270000001,MtCO2e,Africa
Afghanistan,CO2 Exports,North Korea,0.11695531780000001,MtCO2e,Asia and Oceania
Afghanistan,CO2 Exports,Norway,1.28154115,MtCO2e,Europe
Afghanistan,CO2 Exports,Pakistan,0.496278863,MtCO2e,Asia and Oceania
Afghanistan,CO2 Exports,Panama,0.2609685799999999,MtCO2e,Central and South America
Afghanistan,CO2 Exports,Papua New Guinea,0.280293941,MtCO2e,Asia and Oceania
Afghanistan,CO2 Exports,Paraguay,0.3515703349999999,MtCO2e,Central and South America
Afghanistan,CO2 Exports,Peru,0.630165678,MtCO2e,Central and South America
Afghanistan,CO2 Exports,Philippines,0.6360079620000001,MtCO2e,Asia and Oceania
Afghanistan,CO2 Exports,Poland,3.6372270430000007,MtCO2e,Europe
Afghanistan,CO2 Exports,Portugal,0.639051559,MtCO2e,Europe
Afghanistan,CO2 Exports,Romania,0.8363295100000002,MtCO2e,Europe
Afghanistan,CO2 Exports,Rwanda,0.991425011,MtCO2e,Africa
Afghanistan,CO2 Exports,Samoa,0.17221193669999996,MtCO2e,Asia and Oceania
Afghanistan,CO2 Exports,San Marino,0.6613374399999999,MtCO2e,Europe
Afghanistan,CO2 Exports,Sao Tome and Principe,0.17504263339999998,MtCO2e,Africa
Afghanistan,CO2 Exports,Senegal,0.356420556,MtCO2e,Africa
Afghanistan,CO2 Exports,Serbia,24.913147099999996,MtCO2e,Europe
Afghanistan,CO2 Exports,Seychelles,0.1776249377,MtCO2e,Africa
Afghanistan,CO2 Exports,Sierra Leone,0.4422295809999999,MtCO2e,Africa
Afghanistan,CO2 Exports,Singapore,2.0012069149999996,MtCO2e,Asia and Oceania
Afghanistan,CO2 Exports,Slovakia,0.6497260099999997,MtCO2e,Europe
Afghanistan,CO2 Exports,Slovenia,0.34297362200000003,MtCO2e,Europe
Afghanistan,CO2 Exports,Somalia,0.13789440819999998,MtCO2e,Africa
Afghanistan,CO2 Exports,South Africa,1.1001290630000002,MtCO2e,Africa
Afghanistan,CO2 Exports,South Korea,2.4759387750000004,MtCO2e,Asia and Oceania
Afghanistan,CO2 Exports,South Sudan,0.14045211270000005,MtCO2e,Africa
Afghanistan,CO2 Exports,Spain,2.689487421,MtCO2e,Europe
Afghanistan,CO2 Exports,Sri Lanka,0.3856003580000001,MtCO2e,Asia and Oceania
Afghanistan,CO2 Exports,Sudan,0.1302309429,MtCO2e,Africa
Afghanistan,CO2 Exports,Suriname,0.36611676200000004,MtCO2e,Central and South America
Afghanistan,CO2 Exports,Sweden,1.3775958790000002,MtCO2e,Europe
Afghanistan,CO2 Exports,Switzerland,1.564971567,MtCO2e,Europe
Afghanistan,CO2 Exports,Taiwan,1.0951471200000003,MtCO2e,Asia and Oceania
Afghanistan,CO2 Exports,Tanzania,0.3670127310000001,MtCO2e,Africa
Afghanistan,CO2 Exports,Thailand,1.4536880130000003,MtCO2e,Asia and Oceania
Afghanistan,CO2 Exports,Togo,0.25622709499999996,MtCO2e,Africa
Afghanistan,CO2 Exports,Trinidad and Tobago,0.21211237589999996,MtCO2e,Central and South America
Afghanistan,CO2 Exports,Tunisia,0.6166191590000002,MtCO2e,Africa
Afghanistan,CO2 Exports,Turkey,9.16346322,MtCO2e,Europe
Afghanistan,CO2 Exports,Uganda,0.351523904,MtCO2e,Africa
Afghanistan,CO2 Exports,United Kingdom,10.956263510000001,MtCO2e,Europe
Afghanistan,CO2 Exports,United States of America,11.432973400000002,MtCO2e,North America
Afghanistan,CO2 Exports,Uruguay,0.6478598580000001,MtCO2e,Central and South America
Afghanistan,CO2 Exports,Vanuatu,0.21040560400000002,MtCO2e,Asia and Oceania
Afghanistan,CO2 Exports,Venezuela,0.9994179499999998,MtCO2e,Central and South America
Afghanistan,CO2 Exports,Viet Nam,1.160812756,MtCO2e,Asia and Oceania
Afghanistan,CO2 Exports,Zambia,0.34982318399999995,MtCO2e,Africa
Afghanistan,CO2 Exports,Zimbabwe,0.08981683359999999,MtCO2e,Africa
Albania,CO2 Exports,Afghanistan,0.8707952748,MtCO2e,Asia and Oceania
Albania,CO2 Exports,Albania,0,MtCO2e,Europe
Albania,CO2 Exports,Algeria,1.0423404505,MtCO2e,Africa
Albania,CO2 Exports,Andorra,0.1721364347,MtCO2e,Europe
Albania,CO2 Exports,Angola,0.4716078029000001,MtCO2e,Africa
Albania,CO2 Exports,Antigua and Barbuda,0.1091089936,MtCO2e,Central and South America
Albania,CO2 Exports,Argentina,1.502813157,MtCO2e,Central and South America
Albania,CO2 Exports,Aruba,0.2451942927,MtCO2e,Central and South America
Albania,CO2 Exports,Australia,2.362326409,MtCO2e,Asia and Oceania
Albania,CO2 Exports,Austria,8.452229060999999,MtCO2e,Europe
Albania,CO2 Exports,Bahamas,0.1326583188,MtCO2e,Central and South America
Aruba,CO2 Exports,Chad,0.08077937319999999,MtCO2e,Africa
Albania,CO2 Exports,Bangladesh,0.4187244888,MtCO2e,Asia and Oceania
Albania,CO2 Exports,Barbados,0.1267738683,MtCO2e,Central and South America
Albania,CO2 Exports,Belgium,2.3069679155999996,MtCO2e,Europe
Albania,CO2 Exports,Belize,0.1125036372,MtCO2e,Central and South America
Albania,CO2 Exports,Benin,0.30675163040000003,MtCO2e,Africa
Albania,CO2 Exports,Bermuda,0.2187133778,MtCO2e,North America
Albania,CO2 Exports,Bhutan,0.5900334199999999,MtCO2e,Asia and Oceania
Albania,CO2 Exports,Bolivia,0.3145920081,MtCO2e,Central and South America
Albania,CO2 Exports,Bosnia and Herzegovina,0.3813651355,MtCO2e,Europe
Albania,CO2 Exports,Botswana,0.2340597838,MtCO2e,Africa
Albania,CO2 Exports,Brazil,2.9077930590000007,MtCO2e,Central and South America
Albania,CO2 Exports,British Virgin Islands,0.1197330575,MtCO2e,Central and South America
Albania,CO2 Exports,Brunei Darussalam,0.17574973790000004,MtCO2e,Asia and Oceania
Albania,CO2 Exports,Bulgaria,1.9749005832999997,MtCO2e,Europe
Albania,CO2 Exports,Burkina Faso,0.9407074500000001,MtCO2e,Africa
Albania,CO2 Exports,Burma,0.04394607270000001,MtCO2e,Asia and Oceania
Albania,CO2 Exports,Burundi,0.3388226378000001,MtCO2e,Africa
Albania,CO2 Exports,Cambodia,0.28839357179999997,MtCO2e,Asia and Oceania
Albania,CO2 Exports,Cameroon,0.3309668747999999,MtCO2e,Africa
Albania,CO2 Exports,Canada,2.4739476759999994,MtCO2e,North America
Albania,CO2 Exports,Cape Verde,0.22127164560000007,MtCO2e,Africa
Albania,CO2 Exports,Cayman Islands,0.13571940600000001,MtCO2e,Central and South America
Albania,CO2 Exports,Central African Republic,0.15752746390000005,MtCO2e,Africa
Albania,CO2 Exports,Chad,0.23070944799999998,MtCO2e,Africa
Albania,CO2 Exports,Chile,0.8759259459999998,MtCO2e,Central and South America
Albania,CO2 Exports,China,13.17056503,MtCO2e,Asia and Oceania
Albania,CO2 Exports,Colombia,0.9780338419999999,MtCO2e,Central and South America
Albania,CO2 Exports,Congo,0.30385385010000004,MtCO2e,Africa
Albania,CO2 Exports,Costa Rica,0.28260249479999994,MtCO2e,Central and South America
Albania,CO2 Exports,Croatia,1.3988591138,MtCO2e,Europe
Albania,CO2 Exports,Cuba,0.5575291630000001,MtCO2e,Central and South America
Albania,CO2 Exports,Cyprus,0.7840705240999998,MtCO2e,Europe
Albania,CO2 Exports,Czechia,2.98475573,MtCO2e,Europe
Albania,CO2 Exports,Democratic Republic of the Congo,0.47680831370000004,MtCO2e,Africa
Albania,CO2 Exports,Denmark,2.320632565,MtCO2e,Europe
Albania,CO2 Exports,Djibouti,0.1611143461,MtCO2e,Africa
Albania,CO2 Exports,Dominican Republic,0.3253087434,MtCO2e,Central and South America
Albania,CO2 Exports,Ecuador,0.545605852,MtCO2e,Central and South America
Albania,CO2 Exports,Egypt,0.8845234344999999,MtCO2e,Africa
Albania,CO2 Exports,El Salvador,0.2049284192,MtCO2e,Central and South America
Albania,CO2 Exports,Eritrea,0.16193502680000002,MtCO2e,Africa
Albania,CO2 Exports,Eswatini,0.14727705670000002,MtCO2e,Africa
Albania,CO2 Exports,Ethiopia,0.3995326987,MtCO2e,Africa
Albania,CO2 Exports,Fiji,0.1862099796,MtCO2e,Asia and Oceania
Albania,CO2 Exports,Finland,1.3246777967999996,MtCO2e,Europe
Albania,CO2 Exports,France,21.932068286,MtCO2e,Europe
Albania,CO2 Exports,French Polynesia,0.21735739919999997,MtCO2e,Asia and Oceania
Albania,CO2 Exports,Gabon,0.293705754,MtCO2e,Africa
Albania,CO2 Exports,Gambia,0.0907765493,MtCO2e,Africa
Albania,CO2 Exports,Germany,49.627654723999996,MtCO2e,Europe
Albania,CO2 Exports,Ghana,0.38221345749999996,MtCO2e,Africa
Albania,CO2 Exports,Greece,66.96278518,MtCO2e,Europe
Albania,CO2 Exports,Greenland,0.1259488261,MtCO2e,North America
Albania,CO2 Exports,Guatemala,0.310161617,MtCO2e,Central and South America
Albania,CO2 Exports,Guinea,0.2734342887,MtCO2e,Africa
Albania,CO2 Exports,Guyana,4.086799657,MtCO2e,Central and South America
Albania,CO2 Exports,Haiti,0.23673416490000002,MtCO2e,Central and South America
Albania,CO2 Exports,Honduras,0.20335713810000003,MtCO2e,Central and South America
Albania,CO2 Exports,Hong Kong Special Administrative Region (China),2.5870350719999995,MtCO2e,Asia and Oceania
Albania,CO2 Exports,Hungary,1.3023619226999996,MtCO2e,Europe
Albania,CO2 Exports,Iceland,0.19706784349999998,MtCO2e,Europe
Albania,CO2 Exports,India,3.6221851220000003,MtCO2e,Asia and Oceania
Albania,CO2 Exports,Indonesia,1.325928415,MtCO2e,Asia and Oceania
Albania,CO2 Exports,Ireland,0.9649727455999999,MtCO2e,Europe
Albania,CO2 Exports,Italy,167.66684479399999,MtCO2e,Europe
Albania,CO2 Exports,Ivory Coast,0.199545119,MtCO2e,Africa
Albania,CO2 Exports,Jamaica,0.16998596250000003,MtCO2e,Central and South America
Albania,CO2 Exports,Japan,6.75720377,MtCO2e,Asia and Oceania
Albania,CO2 Exports,Kenya,0.5929686189999999,MtCO2e,Africa
Albania,CO2 Exports,Laos,0.21337337839999998,MtCO2e,Asia and Oceania
Albania,CO2 Exports,Lesotho,0.708301252,MtCO2e,Africa
Albania,CO2 Exports,Liberia,0.24400405620000004,MtCO2e,Africa
Albania,CO2 Exports,Libya,0.44185963140000006,MtCO2e,Africa
Albania,CO2 Exports,Liechtenstein,0.2304460793,MtCO2e,Europe
Albania,CO2 Exports,Luxembourg,0.8133249661999998,MtCO2e,Europe
Albania,CO2 Exports,Macao Special Administrative Region (China),0.20957314410000003,MtCO2e,Asia and Oceania
Albania,CO2 Exports,Macedonia,6.489014696999999,MtCO2e,Europe
Albania,CO2 Exports,Madagascar,0.23856779790000002,MtCO2e,Africa
Albania,CO2 Exports,Malawi,0.20989369880000003,MtCO2e,Africa
Albania,CO2 Exports,Malaysia,1.688062544,MtCO2e,Asia and Oceania
Albania,CO2 Exports,Maldives,0.22508840650000003,MtCO2e,Asia and Oceania
Albania,CO2 Exports,Mali,0.2858745279,MtCO2e,Africa
Albania,CO2 Exports,Malta,0.135597862273,MtCO2e,Europe
Albania,CO2 Exports,Mauritania,0.4595151712,MtCO2e,Africa
Albania,CO2 Exports,Mauritius,0.3178002558,MtCO2e,Africa
Albania,CO2 Exports,Mexico,1.9900673819999999,MtCO2e,North America
Albania,CO2 Exports,Monaco,0.2987480044,MtCO2e,Europe
Albania,CO2 Exports,Mongolia,0.36363519240000003,MtCO2e,Asia and Oceania
Albania,CO2 Exports,Montenegro,3.185844130999999,MtCO2e,Europe
Albania,CO2 Exports,Morocco,0.7763198061,MtCO2e,Africa
Aruba,CO2 Exports,Chile,0.28576190050000005,MtCO2e,Central and South America
Albania,CO2 Exports,Mozambique,0.24245355279999997,MtCO2e,Africa
Albania,CO2 Exports,Namibia,0.22666033179999995,MtCO2e,Africa
Albania,CO2 Exports,Nepal,0.3723374444,MtCO2e,Asia and Oceania
Albania,CO2 Exports,Netherlands,3.3917117411999995,MtCO2e,Europe
Albania,CO2 Exports,New Caledonia,0.24475633780000003,MtCO2e,Asia and Oceania
Albania,CO2 Exports,New Zealand,0.677620301,MtCO2e,Asia and Oceania
Albania,CO2 Exports,Nicaragua,0.21397428529999998,MtCO2e,Central and South America
Albania,CO2 Exports,Niger,0.46494619700000006,MtCO2e,Africa
Albania,CO2 Exports,Nigeria,3.32048602,MtCO2e,Africa
Albania,CO2 Exports,North Korea,0.09019684439999999,MtCO2e,Asia and Oceania
Albania,CO2 Exports,Norway,1.601124548,MtCO2e,Europe
Albania,CO2 Exports,Pakistan,0.4311006345999999,MtCO2e,Asia and Oceania
Albania,CO2 Exports,Panama,0.8647553531000001,MtCO2e,Central and South America
Albania,CO2 Exports,Papua New Guinea,0.25654414529999997,MtCO2e,Asia and Oceania
Albania,CO2 Exports,Paraguay,0.34624415319999996,MtCO2e,Central and South America
Albania,CO2 Exports,Peru,0.6888306470000001,MtCO2e,Central and South America
Albania,CO2 Exports,Philippines,0.6829171772000001,MtCO2e,Asia and Oceania
Albania,CO2 Exports,Poland,3.2332030699999996,MtCO2e,Europe
Albania,CO2 Exports,Portugal,1.4568419676000002,MtCO2e,Europe
Albania,CO2 Exports,Romania,2.5225347370000004,MtCO2e,Europe
Albania,CO2 Exports,Rwanda,0.877286295,MtCO2e,Africa
Albania,CO2 Exports,Samoa,0.1518225992,MtCO2e,Asia and Oceania
Albania,CO2 Exports,San Marino,0.61606856,MtCO2e,Europe
Albania,CO2 Exports,Sao Tome and Principe,0.1320230748,MtCO2e,Africa
Albania,CO2 Exports,Senegal,0.3666424867,MtCO2e,Africa
Albania,CO2 Exports,Serbia,26.67635236,MtCO2e,Europe
Albania,CO2 Exports,Seychelles,0.1557019032,MtCO2e,Africa
Albania,CO2 Exports,Sierra Leone,0.40821708040000004,MtCO2e,Africa
Albania,CO2 Exports,Singapore,1.679036084,MtCO2e,Asia and Oceania
Albania,CO2 Exports,Slovakia,1.286464484,MtCO2e,Europe
Albania,CO2 Exports,Slovenia,1.204783328,MtCO2e,Europe
Albania,CO2 Exports,Somalia,0.10272838659999999,MtCO2e,Africa
Albania,CO2 Exports,South Africa,1.4537734949999996,MtCO2e,Africa
Albania,CO2 Exports,South Korea,3.233744336,MtCO2e,Asia and Oceania
Albania,CO2 Exports,South Sudan,0.1143039198,MtCO2e,Africa
Albania,CO2 Exports,Spain,7.837452683,MtCO2e,Europe
Albania,CO2 Exports,Sri Lanka,0.24073894790000003,MtCO2e,Asia and Oceania
Albania,CO2 Exports,Sudan,0.09571018809999998,MtCO2e,Africa
Albania,CO2 Exports,Suriname,0.335637155,MtCO2e,Central and South America
Albania,CO2 Exports,Sweden,2.0549454460000005,MtCO2e,Europe
Albania,CO2 Exports,Switzerland,3.7079072190000004,MtCO2e,Europe
Albania,CO2 Exports,Taiwan,0.6998897339,MtCO2e,Asia and Oceania
Albania,CO2 Exports,Tanzania,0.24039228950000002,MtCO2e,Africa
Albania,CO2 Exports,Thailand,1.638444287,MtCO2e,Asia and Oceania
Albania,CO2 Exports,Togo,0.23726397270000002,MtCO2e,Africa
Albania,CO2 Exports,Trinidad and Tobago,0.16223734050000002,MtCO2e,Central and South America
Albania,CO2 Exports,Tunisia,0.7614282293000002,MtCO2e,Africa
Albania,CO2 Exports,Turkey,11.317418952000002,MtCO2e,Europe
Albania,CO2 Exports,Uganda,0.3135320578,MtCO2e,Africa
Albania,CO2 Exports,United Kingdom,13.748217383,MtCO2e,Europe
Albania,CO2 Exports,United States of America,25.18404406999999,MtCO2e,North America
Albania,CO2 Exports,Uruguay,0.48202417200000003,MtCO2e,Central and South America
Albania,CO2 Exports,Vanuatu,0.1863787715,MtCO2e,Asia and Oceania
Albania,CO2 Exports,Venezuela,1.225103948,MtCO2e,Central and South America
Albania,CO2 Exports,Viet Nam,1.427568626,MtCO2e,Asia and Oceania
Albania,CO2 Exports,Zambia,0.31612072989999995,MtCO2e,Africa
Albania,CO2 Exports,Zimbabwe,0.07683144189999999,MtCO2e,Africa
Algeria,CO2 Exports,Afghanistan,3.840422889,MtCO2e,Asia and Oceania
Algeria,CO2 Exports,Albania,20.116139546,MtCO2e,Europe
Algeria,CO2 Exports,Algeria,0,MtCO2e,Africa
Algeria,CO2 Exports,Andorra,5.7532235620000005,MtCO2e,Europe
Algeria,CO2 Exports,Angola,33.591548272,MtCO2e,Africa
Algeria,CO2 Exports,Antigua and Barbuda,0.8838981156,MtCO2e,Central and South America
Algeria,CO2 Exports,Argentina,333.45393239,MtCO2e,Central and South America
Algeria,CO2 Exports,Aruba,3.1240345480000005,MtCO2e,Central and South America
Algeria,CO2 Exports,Australia,312.73419307,MtCO2e,Asia and Oceania
Algeria,CO2 Exports,Austria,680.0407648099999,MtCO2e,Europe
Algeria,CO2 Exports,Bahamas,6.861287743900002,MtCO2e,Central and South America
Algeria,CO2 Exports,Bangladesh,23.516951007000003,MtCO2e,Asia and Oceania
Algeria,CO2 Exports,Barbados,3.0260789247000006,MtCO2e,Central and South America
Algeria,CO2 Exports,Belgium,1628.5375498900003,MtCO2e,Europe
Algeria,CO2 Exports,Belize,1.0462555985,MtCO2e,Central and South America
Algeria,CO2 Exports,Benin,8.175948325,MtCO2e,Africa
Algeria,CO2 Exports,Bermuda,1.966406851,MtCO2e,North America
Algeria,CO2 Exports,Bhutan,1.598260427,MtCO2e,Asia and Oceania
Algeria,CO2 Exports,Bolivia,17.069957480999992,MtCO2e,Central and South America
Algeria,CO2 Exports,Bosnia and Herzegovina,14.289061663,MtCO2e,Europe
Algeria,CO2 Exports,Botswana,6.193395689000001,MtCO2e,Africa
Algeria,CO2 Exports,Brazil,6567.349271689999,MtCO2e,Central and South America
Algeria,CO2 Exports,British Virgin Islands,0.6257483643999999,MtCO2e,Central and South America
Algeria,CO2 Exports,Brunei Darussalam,3.9206144180000004,MtCO2e,Asia and Oceania
Algeria,CO2 Exports,Bulgaria,59.168518837,MtCO2e,Europe
Algeria,CO2 Exports,Burkina Faso,14.473952603,MtCO2e,Africa
Algeria,CO2 Exports,Burma,0.1810158692,MtCO2e,Asia and Oceania
Algeria,CO2 Exports,Burundi,1.668925124,MtCO2e,Africa
Algeria,CO2 Exports,Cambodia,6.593168808999999,MtCO2e,Asia and Oceania
Algeria,CO2 Exports,Cameroon,24.669635329000005,MtCO2e,Africa
Algeria,CO2 Exports,Canada,966.88159232,MtCO2e,North America
Algeria,CO2 Exports,Cape Verde,2.2330501330000003,MtCO2e,Africa
Algeria,CO2 Exports,Cayman Islands,1.8647624107,MtCO2e,Central and South America
Algeria,CO2 Exports,Central African Republic,1.2948379773000003,MtCO2e,Africa
Algeria,CO2 Exports,Chad,3.495806943,MtCO2e,Africa
