Report generated on: 02-06-2025 11:56:24
"API","","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
"INTL.80-1-HUN-MTOE.A","        Hungary","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00327719227201695","0.0196631536321017","0.01638596136008475","0.07886810114355312","0.04572456636839841","0.060927947212857464","0.057243145115125425","0.1527346307421","0.180020227751658","0.187104836576412","0.251667662519178","0.270343068366888","0.279545197571325","0.302417088826968","0.322112321519445","0.315759004393113","0.332277578522424","0.317029819015836"
"INTL.80-1-ISL-MTOE.A","        Iceland","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.80-1-IND-MTOE.A","        India","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.09529895554846002","0.0983157681605085","0.1048701527045424","0.10814734497655935","0.1150159808343483","0.12125611406462715","0.112714175954646","0.112714175954646","0.157799997533961","0.056357087977323","0.028178669986542","0.205703383717017","0.171889080531471","0.215284262550237","0.200067750518013","0.242335503502065","0.253607021895834","0.397317684436524","0.845356571655606","1.082056441958667","1.194770617913313","2.110573612539513","2.817855154853433"
"INTL.80-1-IDN-MTOE.A","        Indonesia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000563462521596","0.001127177038953","0.000958087883322","0.001690639560549","0.001690639560549","0.001127177038953","0.001127177038953","0.010144341354816","0.000563462521596","0","0","0","0","0.000563462521596","0","0"
"INTL.80-1-IRN-MTOE.A","        Iran","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.012987873465153095","0.012416207026387023","0.013541155379550333","0.014709781110673389","0.01579358787663261","0.016916951349076326","0.01804471974320572","0.016963299160991603","0","0","0","","",""
"INTL.80-1-IRQ-MTOE.A","        Iraq","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.80-1-IRL-MTOE.A","        Ireland","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00065543845440339","0.00327719227201695","0.00657234176196276","0","0.0016932590868500841","0.001692783585842825","0","0","0","0","0","0.000158253337908","0.002669643092034","0.004254696428724","0.003246461388963","0.003183714444474","0.004912405364934"
"INTL.80-1-ISR-MTOE.A","        Israel","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.80-1-ITA-MTOE.A","        Italy","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00327719227201695","0.0720982299843729","0.0327719227201695","0.0328617088098138","0.04569910258444484","0.05689205761226812","0.045042444339394416","0.0578078275734","0.050984034361281","0.000607561779771","0.008344083638232","0.015164348909697","0.016881700020912","0.013999372506594","0.009882013767615","0.007296285263994","0.010042283071611","0.011032878408102"
"INTL.80-1-JAM-MTOE.A","        Jamaica","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.06226665316832205","0.0852069990724407","0.0657234176196276","0.0720982299843729","0.1704139981448814","0.16058242132883055","0.21031493638280832","0","0","0","0","0","0","0","0.05340810050354281","0","0","0","","",""
"INTL.80-1-JPN-MTOE.A","        Japan","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000016883715987","0.000050651147961","0","0.00788998727691","0.012198358802727","0.014652797514867","0.015216512032224","0.011271518393769","0.009580626837459","0.001127177038953","0.000563462521596","0","0","0","0","0","0"
"INTL.80-1-JOR-MTOE.A","        Jordan","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.80-1-KAZ-MTOE.A","        Kazakhstan","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.001638596136008475","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.80-1-KEN-MTOE.A","        Kenya","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.011293794463979373","0.014109335099128989","0.016926460596602508","0.016972834461250735","0.02256226371874211","0.028194897097838213","0.028194897097838213","0.02827214339125695","0","0","0","","",""
"INTL.80-1-KIR-MTOE.A","        Kiribati","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.80-1-XKS-MTOE.A","        Kosovo","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.80-1-KWT-MTOE.A","        Kuwait","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.80-1-KGZ-MTOE.A","        Kyrgyzstan","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.80-1-LAO-MTOE.A","        Laos","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.80-1-LVA-MTOE.A","        Latvia","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0.00657234176196276","0.0065543845440339","0.0065543845440339","0.00983157681605085","0.00985851264294414","0.009921961778913078","0.010674865761857461","0.001272313654786715","0.0010331826201","0.001696183467291","0","0.00192020769882","0.003064772445282","0.005572130267232","0.0050147156439","0.000554894665722","0","0","0"
"INTL.80-1-LBN-MTOE.A","        Lebanon","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.80-1-LSO-MTOE.A","        Lesotho","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.80-1-LBR-MTOE.A","        Liberia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.80-1-LBY-MTOE.A","        Libya","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.80-1-LTU-MTOE.A","        Lithuania","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0.001314468352392552","0.00327719227201695","0.00983157681605085","0.00983157681605085","0.01314468352392552","0.017136766109603834","0.02695615274537438","0.014038541739860457","0.0132549770286","0.014639441739534","0.006208923555279","0.010351733866119","0.009110402747433","0.008633122776099","0.011027586497121","0.010963075582305","0.020378393200548","0.014251872259116","0.016122184797258"
"INTL.80-1-LUX-MTOE.A","        Luxembourg","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.80-1-MAC-MTOE.A","        Macau","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.80-1-MDG-MTOE.A","        Madagascar","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.80-1-MWI-MTOE.A","        Malawi","0","0","0.00327719227201695","0.0065543845440339","0.00657234176196276","0.0065543845440339","0.0065543845440339","0.0065543845440339","0.00657234176196276","0.0065543845440339","0.0065543845440339","0.0065543845440339","0.00657234176196276","0.0065543845440339","0.0065543845440339","0.0065543845440339","0.00657234176196276","0.00983157681605085","0.00983157681605085","0.0065543845440339","0.00657234176196276","0.0065543845440339","0.0065543845440339","0.0065543845440339","0.00657234176196276","0.0065543845440339","0.0065543845440339","0.0065543845440339","0.00657234176196276","0.010164441235119611","0.010723078953645057","0.011284285234848881","0.011315201084807372","0.011281115491805386","0.011277945748761889","0.014097448548919107","0.016963299160991603","0","0","0","","",""
"INTL.80-1-MYS-MTOE.A","        Malaysia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.80-1-MDV-MTOE.A","        Maldives","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.80-1-MLI-MTOE.A","        Mali","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.80-1-MLT-MTOE.A","        Malta","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.80-1-MTQ-MTOE.A","        Martinique","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","ie","ie","ie","ie","ie","ie","ie","ie","","",""
"INTL.80-1-MRT-MTOE.A","        Mauritania","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.80-1-MUS-MTOE.A","        Mauritius","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.014117259465935577","0.016931215220365597","0.01579802552425178","0.014144017773029052","0.013537351684218999","0.019736421423300052","0.016916951349076326","0.016963299160991603","0","0","0","","",""
"INTL.80-1-MEX-MTOE.A","        Mexico","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000098026351029","0.042605931295314","0.042605931295314","0.030207487858353","0.030207487858353","0.030207487858353","0.030207487858353","0.030207487858353","0.030207487858353","0.030207487858353","0.030207487858353","0.030207487858353","0.030207487858353","0.030207487858353"
"INTL.80-1-FSM-MTOE.A","        Micronesia","","","","","","","","","","","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","",""
"INTL.80-1-MDA-MTOE.A","        Moldova","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.80-1-MNG-MTOE.A","        Mongolia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.80-1-MNE-MTOE.A","        Montenegro","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.80-1-MSR-MTOE.A","        Montserrat","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.80-1-MAR-MTOE.A","        Morocco","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.80-1-MOZ-MTOE.A","        Mozambique","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.011271518393769","0.028178669986542","0.050721454778319","0.050721454778319","0.050721454778319","0.050721454778319","0.051848631817272","0.052975808856225","0.054102733899417","0.05522991093837","0.056357087977323","0.057484265016276","0.058611442055229"
"INTL.80-1-NAM-MTOE.A","        Namibia","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.80-1-NRU-MTOE.A","        Nauru","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.80-1-NPL-MTOE.A","        Nepal","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.80-1-NLD-MTOE.A","        Netherlands","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00657234176196276","0.00327719227201695","0.00983157681605085","0.0065543845440339","0.00657234176196276","0","0.02822102845220411","0.11285238094828147","0.14062553237190775","0.26698194890667","0","0","0","0","0","0","0","0","0"
"INTL.80-1-NLDA-MTOE.A","        Netherlands Antilles","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.80-1-NCL-MTOE.A","        New Caledonia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.80-1-NZL-MTOE.A","        New Zealand","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.001314468352392552","0.002289774240458243","0.002288488933559305","0.00305118208205517","0.0030743482842","0.0027215542188","0.0017639703269999997","0.0024947580338999997","0.0028691229364416","0.0028691229364416","0.0028691229364416","0","0.001816133449527","0.002235706391592",".002235706391592"
"INTL.80-1-NIC-MTOE.A","        Nicaragua","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.02957553792883242","0.03952831339585052","0.004514975440451546","0.0028210876808768127","0.008486417230625367","0.005640557745902693","0.003383403360188663","0","0.005654422115132673","0","0","0","","",""
"INTL.80-1-NER-MTOE.A","        Niger","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.80-1-NGA-MTOE.A","        Nigeria","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.80-1-NIU-MTOE.A","        Niue","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.80-1-PRK-MTOE.A","        North Korea","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.80-1-MKD-MTOE.A","        North Macedonia","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.80-1-MNP-MTOE.A","        Northern Mariana Islands","","","","","","","","","","","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","",""
"INTL.80-1-NOR-MTOE.A","        Norway","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.80-1-OMN-MTOE.A","        Oman","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.80-1-PAK-MTOE.A","        Pakistan","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.005872509214344","0.005848317621288","0.005742731397429","0.00582614199432","0.005386913382897","0.005853609532269","0.005426476717374","0.00274927375251","0.002909039064984","0.002886107450733","0.002852088022998","0.002852088022998","0.002852088022998"
"INTL.80-1-PSE-MTOE.A","        Palestinian Territories","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.80-1-PAN-MTOE.A","        Panama","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.009999076808042302","0.02240433769951405","0.008579038013529274","0.014624334912587885","0","0","0","","",""
"INTL.80-1-PNG-MTOE.A","        Papua New Guinea","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.80-1-PRY-MTOE.A","        Paraguay","0","0.00327719227201695","0.00983157681605085","0.00983157681605085","0.01314468352392552","0.0065543845440339","0.0131087690880678","0.01638596136008475","0.0164308544049069","0.0196631536321017","0.01638596136008475","0.0196631536321017","0.01971702528588828","0.0196631536321017","0.0131087690880678","0.00983157681605085","0.00985851264294414","0.00327719227201695","0.00327719227201695","0.0065543845440339","0.001314468352392552","0.00065543845440339","0.00065543845440339","0.00065543845440339","0.00328617088098138","0.0196631536321017","0.060865796133135","0.060865796133135","0.060865796133135","0.081154226847006","0.087917037084963","0.100011825629919","0.106768839965373","0.124229122253541","0.133842760535691","0.158181015124593","0.153291289378149","0.186327933645249","0.225428351909292","0.29335582525293","0.283295146490766","0.224460436191291","0.232330767798843"
"INTL.80-1-PER-MTOE.A","        Peru","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.018597791153322","0.038322759345597","0.03944993638455","0.109896359355144","0.080027049808053","0.114968530032552","0.107078542755642","0.085662935002818","0.115531992554148","0.092989207762371","0.0788998727691","0.097497915918183","0.084535757963865","0.097497915918183","0.106514828238285"
"INTL.80-1-PHL-MTOE.A","        Philippines","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000563462521596","0.012962157954318","0.005635633199004","0.002254354077906","0.019724968192275","0.040577113423503","0.06481078977159","0.09467984732292","0.129621327547419","0.132439144146921","0.16738062437142","0.194995579840605","0.157799997533961","0.200067750518013","0.211339268911782"
"INTL.80-1-POL-MTOE.A","        Poland","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0327719227201695","0.00657234176196276","0.065543845440339","0.065543845440339","0.065543845440339","0.0657234176196276","0.10372513449662239","0.1179059500800513","0.10087358849143273","0.1100465488287","0.121752507914433","0.092081015039727","0.112166589165993","0.125989816635648","0.12293361204624","0.120157374747303","0.130064840086779","0.131102306634816","0.162692495233776","0.199214996862789"
"INTL.80-1-PRT-MTOE.A","        Portugal","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.80-1-PRI-MTOE.A","        Puerto Rico","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.80-1-QAT-MTOE.A","        Qatar","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.80-1-REU-MTOE.A","        Reunion","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","ie","ie","ie","ie","ie","ie","ie","ie","","",""
"INTL.80-1-ROU-MTOE.A","        Romania","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0028345419118356203","0.02512401870391872","0.030405565472348517","0.0424864853046","0.026461570871088","0.007749121646511","0.025265598989382","0.036396503748513","0.028477032967566","0.022541272817211","0.034570290468546","0.028421341904385","0.032669234447562","0.027339524102412"
"INTL.80-1-RUS-MTOE.A","        Russia","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.80-1-RWA-MTOE.A","        Rwanda","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.80-1-SHN-MTOE.A","        Saint Helena","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.80-1-KNA-MTOE.A","        Saint Kitts and Nevis","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.80-1-LCA-MTOE.A","        Saint Lucia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.80-1-SPM-MTOE.A","        Saint Pierre and Miquelon","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.80-1-VCT-MTOE.A","        Saint Vincent/Grenadines","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.80-1-WSM-MTOE.A","        Samoa","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.80-1-STP-MTOE.A","        Sao Tome and Principe","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.80-1-SAU-MTOE.A","        Saudi Arabia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0"
"INTL.80-1-SEN-MTOE.A","        Senegal","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.80-1-SRB-MTOE.A","        Serbia","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.80-1-SYC-MTOE.A","        Seychelles","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.80-1-SLE-MTOE.A","        Sierra Leone","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.80-1-SGP-MTOE.A","        Singapore","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.80-1-SVK-MTOE.A","        Slovakia","--","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00327719227201695","0.01638596136008475","0.05257873409570208","0.05570745115164828","0.06305797458264749","0.06646270392892656","0.05641377243400142","0.052807475687877","0.054281146898205","0.053501472013671","0.058684520825919","0.058684520825919","0.061693854203781","0.067662625798827","0.067153846357368","0.065706634701945","0.065204911141794"
"INTL.80-1-SVN-MTOE.A","        Slovenia","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.80-1-SLB-MTOE.A","        Solomon Islands","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.80-1-SOM-MTOE.A","        Somalia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.80-1-ZAF-MTOE.A","        South Africa","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.001127177038953","0.001127177038953","0.002817816599502","0.002817816599502","0.002817816599502","0.002817816599502","0.002817816599502","0.002817816599502","0.002817816599502","0.002817816599502","0.002817816599502","0.002817816599502","0.002817816599502","0.002817816599502"
"INTL.80-1-KOR-MTOE.A","        South Korea","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.80-1-SSD-MTOE.A","        South Sudan","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","","",""
"INTL.80-1-ESP-MTOE.A","        Spain","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.065543845440339","0.0983157681605085","0.1314468352392552","0.1638596136008475","0.2294034590411865","0.2294034590411865","0.1971702528588828","0.25965551585147945","0.2816964799435275","0.2607278671818287","0.1951455173184","0.233260884152694","0.247381466620329","0.252407018081952","0.16796777449455","0.213456537295704","0.266498369041311","0.276813311526324","0.274800621383217","0.282001904245314","0.25470471543075"
"INTL.80-1-LKA-MTOE.A","        Sri Lanka","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.80-1-SDN-MTOE.A","        Sudan","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.02263230654391591","0.028205178394101214","0.021993856315701478","0.014098626682524883","0.02544704893947688","0","0","0","","",""
