Report generated on: 02-06-2025 11:54:45
"API","","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"INTL.38-12-CMR-MTOE.A","        Cameroon","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.05528804812695487","0.0065348237288469216","0.006620808251594907","0.006104901115106992","0.005073086842131163","0.005245055887627134","0.005503009455871091","0.005846947546863035","0.006190885637854978","0.0030094582961795032","0.003181427341675475","0.0032932072212478562","0.003430782457644634","0.003542562337217015","0.0035597592417666124","0.0036973344781633896","0.0038386224402679023","0.0038350709355403196"
"INTL.38-12-CAN-MTOE.A","        Canada","0.10619088559376247","0.1550300945146184","0.17472055022390715","0.17033533956375987","0.1902837488412926","0.13542562332807764","0.14995700767248724","0.18641444531763324","0.20154772132127874","0.2822012036588894","0.34127257078675566","0.3433361993327073","0.3851246773882284","0.41599312105475533","0.4947549438919103","0.48675838327634763","0.5038693033031968","0.5932932069611021","0.6302665517427359","0.7138435078537781","0.7073086841249312","0.7404987099056538","0.7781599308692715","0.7789337915740034","0.7583834906372348","0.6807394665958036","0.6674118655698659","0.6791917451863398","0.6254514184688488","0.6864144450971706","0.7877901974170459","0.7977644020558123","0.8443680133852206","0.8582115215476463","0.7623387786836422","0.7955288044643647","1.0326741182033095","0.9921754079890082","0.9687876178015561","0.9549441096391303","0.8797076522346428","0.9088048147325611","0.8164230434921252","0.7614590624329552"
"INTL.38-12-CYM-MTOE.A","        Cayman Islands","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.38-12-CAF-MTOE.A","        Central African Republic","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.38-12-TCD-MTOE.A","        Chad","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0007738607047318723","0.0007738607047318723","0.0007738607047318723","0.0007738607047318723","0.0007738607047318723","0.0007738607047318723","0.000859845227479858","0.000859845227479858","0.000859845227479858","0.000859845227479858","0.0008720875318596708","0.0008720875318596708"
"INTL.38-12-CHL-MTOE.A","        Chile","0.008598452274798581","0.009028374888538509","0.011177987957238155","0.01702493550410119","0.016423043844865287","0.015907136708377373","0.022871883050964225","0.02209802234623235","0.026741186574623585","0.02622527943813567","0.08280309540631033","0.08882201199866933","0.14987102314973927","0.15047291480897515","0.15356835762790264","0.16156491824346533","0.14944110053599932","0.14987102314973927","0.09982803091041152","0.08684436797546566","0.08091143590585465","0.17781599304283466","0.1671539122220844","0.15537403260561036","0.17463456570115918","0.1539122957188946","0.12304385205236769","0.23181427332856974","0.26509028363204024","0.36749785022489134","0.19320722261472412","0.40180567480133766","0.4173688734187231","0.49535683555114624","0.45803955267852037","0.4828030952299403","0.5122098020097514","0.5212037830891908","0.48914875300874167","0.4638005157026354","0.45030094563120165","0.4824763540434979","0.3990541700734021","0.44734904537454967"
"INTL.38-12-CHN-MTOE.A","        China","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.029492691302559132","0.24909716240091487","0.12184006873389588","0.224075666281251","0.20326741177623844","0.20670679268615788","0.20816852957287363","0.2096302664595894","0.20851246766386558","0.20739466886814176","0.20619088554966997","0.4471195182895262","0.6018916592359006","0.8340498706554623","1.2639724843953912","1.779879620883306","2.9116938938150434","3.290541701042669","3.5225279434167347","4.239294925043944","4.931728286733474","5.479707650206388","6.5445399799174435","7.980722266472501","8.874144450085447","10.41641444080697","12.132269986052126","14.64738606404891","16.176644876788206","14.868298746668614"
"INTL.38-12-COL-MTOE.A","        Colombia","0.020120378323028678","0.02889079964332323","0.033533963871714464","0.026139294915387686","0.0417884780555211","0.021582115209744436","0.03542562337217015","0.025279449687907827","0.043594153033228805","0.044539982783456646","0.023559759232948112","0.023129836619208182","0.029234737734315175","0.033447979348966476","0.0381771281001057","0.04101461735078923","0.04264832328300096","0.04153052448727714","0.04574376610192845","0.039294926895829516","0.04264832328300096","0.04264832328300096","0.04221840066926103","0.04256233876025298","0.04015477212330937","0.04325021494223686","0.045571797056432474","0.04574376610192845","0.046173688715668376","0.04651762680666032","0.2078245914818817","0.17188306097322362","0.16792777292681627","0.09011177983988912","0.11582115214153688","0.11788478068748853","0.12553740321205928","0.12226999134763582","0.12502149607557136","0.13496130690523853","0.1847033533149483","0.19286328452373216","0.18727429054511308","0.1954383318140843"
"INTL.38-12-COM-MTOE.A","        Comoros","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.38-12-COG-MTOE.A","        Congo-Brazzaville","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0006878761819838864"
