Report generated on: 02-06-2025 11:55:48
"API","","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"INTL.33-12-BEL-MTOE.A","        Belgium","0.029148753211567187","0.03654342216789397","0.030438521052786976","0.02579535682439574","0.022613929482720268","0.01943250214104479","0.029062768688819202","0.021668099732492424","0.029406706779811144","0.028804815120575245","0.020378331891272635","0.025963026643754314","0.033113499555476815","0.029062768688819202","0.03912295785033354","0.0375752364408698","0.030610490098282945","0.021066208073256522","0.026999140142867542","0.024505588983175956","0.03052450557553496","0.03310404125797454","0.03490971623568224","0.027944969893095386","0.02562338777889977","0.01659501289036126","0.030352536530038988","0.03233018055324266","0.024849527074167897","0.026999140142867542","0.03155631984851079","0.023043852096460194","0.02695614788149355","0.025967325869891714","0.02294926912143741","0.03381771279678282","0.018796216672709698","0.03121991993464364"
"INTL.33-12-BLZ-MTOE.A","        Belize","0","0","0","0","0","0","0","0","0","0.003439380909919432","0.005159071364879148","0.005846947546863035","0.005588993978619078","0.006448839206098935","0.00799656061556268","0.007858985379165902","0.007583834906372348","0.005262252792176732","0.005434221837672703","0.0058985382605118266","0.015279449692317077","0.015253654335492682","0.017575236449688298","0.01616509027662133","0.022613929482720268","0.021066208073256522","0.017970765254329033","0.022269991391728323","0.022012037823484366","0.02029234736852465","0.022441960437224295","0.023043852096460194","0.02132416164150048","0.02536543421065581","0.020808254505012565","0.013585554594181757","0.020550300936768608","0.020550300936768608"
"INTL.33-12-BEN-MTOE.A","        Benin","0","0","0","0","0","0","0","0","0","0","0.00014617368867157586","0.00014617368867157586","0.00014617368867157586","0.00014617368867157586","0.0001719690454959716","0.0001719690454959716","0.0001719690454959716","0.0001719690454959716","0.0000859845227479858","0.0000859845227479858","0.0000859845227479858","0.0000859845227479858","0.0000859845227479858","0.0000859845227479858","0.0000859845227479858","0.0000859845227479858","0.0000859845227479858","0.0001719690454959716","0.0001719690454959716","0.0000859845227479858","0.000429922613739929","0.0000859845227479858","0.00000859845227479858","0.00000859845227479858","0.00000859845227479858","0.00000859845227479858","0.000005159071364879148","0.000005159071364879148"
"INTL.33-12-BMU-MTOE.A","        Bermuda","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.33-12-BTN-MTOE.A","        Bhutan","0.02579535682439574","0.10042992256964742","0.1314703352816703","0.1314703352816703","0.13250214955464612","0.1338779019186139","0.13791917448776922","0.13791917448776922","0.14256233871616047","0.14746345651279566","0.15924333612926972","0.15649183140133416","0.15331040405965868","0.1532244195369107","0.15408426476439055","0.16517626819888073","0.18727429054511308","0.2151332759154605","0.20025795348005895","0.22527944959972282","0.3846947547744885","0.5583834907254198","0.5925193462563701","0.5957007735980456","0.623817712536637","0.599742046167201","0.5799656059351642","0.6475494408150811","0.6147893376480985","0.6647463453646782","0.6774720547313802","0.6577815990220914","0.5923473772108742","0.7434221836790853","0.9776440236445986","0.9305245051787023","0.9261392945185551",".959979578252559269774786132625"
"INTL.33-12-BOL-MTOE.A","        Bolivia","0.096990541659728","0.09604471190950015","0.10730868438948628","0.1066208082075024","0.1066208082075024","0.11788478068748853","0.11496130691405702","0.11702493546000868","0.11496130691405702","0.10920034388994197","0.1242476353708395","0.1338779019186139","0.12880481507648273","0.1526225278776748","0.16792777292681627","0.18125537395275407","0.18753224411335703","0.16913155624528808","0.1829750644077138","0.1671539122220844","0.18377472046927007","0.1974290626816502","0.19664660352464353","0.19544282020617174","0.18572656913564933","0.199828030866319","0.20017196895731096","0.21582115209744437","0.19157351668251238","0.2096302664595894","0.14643164223981983","0.1901977643185446","0.22459157341773892","0.27953568345370183","0.2529664659245742","0.27833190013523007","0.24514187435450754",".255796623532956617566405567425522"
"INTL.33-12-BIH-MTOE.A","        Bosnia and Herzegovina","--","--","--","--","--","--","0.2901117797517041","0.20146173679853074","0.2944110058891034","0.3101461735519848","0.43886500410571955","0.3962166808227186","0.387876182116164","0.4709372310907183","0.4336199482180924","0.4410146171744192","0.448409286130746","0.38314703336502476","0.5089423901453279","0.5105760960775397","0.4985382628928217","0.34058469460477175","0.4142734305997956","0.5311263970143083","0.6832330177554952","0.37343078229450233","0.35881341342734474","0.6159931209665703","0.5052450556671646","0.472484952500182","0.48022355954750073","0.3428202921962194","0.5605331037941195","0.5306964744005684","0.4009458295738578","0.5843508165953115","0.4081685294846886",".476556572532780528535094709694194"
"INTL.33-12-BWA-MTOE.A","        Botswana","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.33-12-BRA-MTOE.A","        Brazil","15.537403260561035","15.799140147805904","16.947721402673498","17.42416164322009","17.595958719670563","18.53860704255673","19.01203782480714","20.00980222677477","20.660189156840534","21.6135855450702","22.62347376474529","23.747377461584215","24.81120463222435","24.941530513508244","26.173946678055124","23.033190015639445","24.599484082016755","26.27824590414843","27.5835769439856","29.016079092967047","29.99183145711119","32.159501275587914","31.776096288654642","33.61891658018948","34.676612194512444","36.830008582213004","35.71298364719392","33.61926051828046","32.10997419048507","30.932330166928658","32.75245054445802","31.892218386625796","33.445494396259065","34.211272555852624","34.08264830827391","31.19677556664009","36.72515466996345","36.27694479053941"
"INTL.33-12-VGB-MTOE.A","        British Virgin Islands","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.33-12-BRN-MTOE.A","        Brunei","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.33-12-BGR-MTOE.A","        Bulgaria","0.1979363713658633","0.21599312114294034","0.22089423893957552","0.22889079955513822","0.1598452277885056","0.2078245914818817","0.175580395451387","0.1653482372443767","0.12493551155282337","0.19699054161563548","0.248495270741679","0.2343938090110093","0.2636285467453245","0.23430782448826132","0.22751504719117044","0.14789337912653558","0.18675838340862516","0.25786758372120944","0.26964746333768347","0.369217540679851","0.36079105745054846","0.2446259672180196","0.24041272560336832","0.29535683563933124","0.4283490969736409","0.24447979352934804","0.27052450546971296","0.3435597590918521","0.3917454856398233","0.48137575215232375","0.33028374877956307","0.24073086833753585","0.43813413566236165","0.2518916593902244","0.24251074795841918","0.4143766120270932","0.3210674375196543","0.2664753395213693"
"INTL.33-12-BFA-MTOE.A","        Burkina Faso","0","0","0","0","0.0007738607047318723","0.0011177987957238155","0.001719690454959716","0.0040412725691553325","0.006190885637854978","0.008082545138310665","0.009802235593270382","0.009888220116018368","0.006706792774342892","0.010576096298002253","0.008340498706554624","0.004557179705643248","0.005503009455871091","0.008254514183806638","0.008632846083897775","0.008555460013424587","0.006870163367564065","0.009484092859102834","0.011573516761878889","0.01126397247998614","0.009974204638766353","0.00696474634258685","0.008340498706554624","0.009114359411286495","0.0077386070473187225","0.00799656061556268","0.011951848661970027","0.011006018911742183","0.011006018911742183","0.009458297502278439","0.009458297502278439","0.010920034388994197","0.007050730865334836","0.009949184174460963"
"INTL.33-12-MMR-MTOE.A","        Burma","0.08865004295317337","0.08710232154370962","0.07962166806463486","0.09742046427346791","0.10154772136537124","0.10558899393452657","0.12923473769022267","0.14514187439860005","0.1374032673512813","0.13826311257876117","0.14049871017020882","0.1435081684663883","0.08082545138310665","0.0883920893849294","0.16104901110697742","0.1551160790373664","0.18151332752099802","0.17841788470207054","0.2070507307771498","0.25769561467571345","0.2858985381370528","0.31117798782496064","0.3500429921070502","0.4519346515634134","0.5321582112872841","0.6464316420193573","0.6677558036608577","0.7586414442054787","0.7591573513419667","0.8081685293083186","0.8378331896563737","0.9394668955444929","1.0546001715040458","0.9043852102633146","0.7563198620912831","0.8176268268105971","0.7800515903697273",".810936156134269374918102772875"
"INTL.33-12-BDI-MTOE.A","        Burundi","0.005245055887627134","0.008082545138310665","0.008856405843042538","0.008770421320294552","0.009200343934034481","0.009458297502278439","0.008942390365790524","0.009286328456782468","0.009802235593270382","0.010060189161514339","0.010060189161514339","0.010318142729758296","0.009372312979530452","0.008340498706554624","0.008426483229302608","0.009802235593270382","0.010834049866246212","0.008598452274798581","0.0077386070473187225","0.008168529661058651","0.007910576092814694","0.009974204638766353","0.009544282025026425","0.010318142729758296","0.012123817707466","0.011006018911742183","0.011951848661970027","0.01186586413922204","0.012037833184718013","0.01169389509372607","0.012209802230213984","0.015907136708377373","0.020636285459516592","0.022699914005468252","0.023215821141956167","0.022012037823484366","0.022012037823484366","0.022012037823484366"
"INTL.33-12-CPV-MTOE.A","        Cabo Verde","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.33-12-KHM-MTOE.A","        Cambodia","0.003439380909919432","0.0038693035236593613","0.0042992261373992905","0.004643164228391234","0.00533104041037512","0.005503009455871091","0.0057609630241150485","0.00593293206961102","0.006104901115106992","0.006276870160602964","0.006620808251594907","0.004901117796635191","0.0042992261373992905","0.0037833190009113754","0.003955288046407347","0.002579535682439574","0.002493551159691588","0.003525365432667418","0.0024075666369436023","0.0037833190009113754","0.004127257091903319","0.0040412725691553325","0.0036973344781633896","0.003181427341675475","0.0027515047279355457","0.004385210660147276","0.04402407564696873","0.08650042988447372","0.15760963019705798","0.1702493550410119","0.2229578674855272","0.23267411855604958","0.42742906258023744","0.36448839192871185","0.34806534808384654","0.4513327599041775","0.5294067065593486","0.45743766101928446"
"INTL.33-12-CMR-MTOE.A","        Cameroon","0.1975064487521234","0.19785038684311534","0.21401547711973667","0.22373172819025908","0.22433361984949496","0.2271711091001785","0.22562338769071474","0.22579535673621073","0.22880481503239022","0.23430782448826132","0.2441100600815317","0.26319862413158457","0.2652622526775362","0.28383490959110114","0.2930352535251356","0.29570077373032316","0.2708512466561553","0.3003439379587144","0.33370593278493293","0.321066207940979","0.3312983661479893","0.3275150471470779","0.36027515031406054","0.34187446244599157","0.36263112623735533","0.3742906275219822","0.3622871881463634","0.37225279433285496","0.37225279433285496","0.37105760946665794","0.37225279433285496","0.4332846085793753","0.42758383472118383","0.43215821133137666","0.44995700754020973","0.44995700754020973","0.44995700754020973",".45241394047119862154371975092642"
"INTL.33-12-CAN-MTOE.A","        Canada","26.453396376986078","26.929492679441676","26.09303524214927","24.732760092276134","25.26732587020036","26.248839197368618","26.930180555623657","27.544625955180766","28.069561466557218","28.59535682316115","30.27437659886107","29.853052437395938","28.251934639305695","29.415305232085945","30.517970751806114","28.373688723516842","29.840756650642977","28.724935498942365","29.013499557284607","30.808340485126063","30.036371439894644","31.290541688696766","32.13035252237634","31.38125536019589","29.91152191286457","31.983404973000034","32.370163356320475","33.350902822784","32.560275136116275","32.534135841200886","32.80980222113093","33.58907995079592","32.847807380185536","32.3286328318332","32.754514173003976","32.59466894521547","33.744883906015275","30.994647679712873"
"INTL.33-12-CYM-MTOE.A","        Cayman Islands","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.33-12-CAF-MTOE.A","        Central African Republic","0.0065348237288469216","0.006276870160602964","0.00636285468335095","0.00636285468335095","0.0065348237288469216","0.006448839206098935","0.006620808251594907","0.006620808251594907","0.006792777297090879","0.006878761819838864","0.00696474634258685","0.007136715388082822","0.00696474634258685","0.00696474634258685","0.007136715388082822","0.007050730865334836","0.007050730865334836","0.007136715388082822","0.01066208082075024","0.011435941525482112","0.011951848661970027","0.01169389509372607","0.01169389509372607","0.011607910570978083","0.011521926048230097","0.012553740321205927","0.012811693889449884","0.011779879616474056","0.014445399821661615","0.014445399821661615","0.014531384344409601","0.01289767841219787","0.01289767841219787","0.01289767841219787","0.01289767841219787","0.01289767841219787","0.012123817707466","0.012123817707466"
"INTL.33-12-TCD-MTOE.A","        Chad","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.33-12-CHL-MTOE.A","        Chile","0.9721410141887276","1.0340498705672774","0.9762682712806309","0.8174548577651011","1.0190885636091278","1.1175408421555715","1.424591572888629","1.4636285462162144","1.4452278583481455","1.6866723982244896","1.5975924326575763","1.6125537396157257","1.3582115213271837","1.1557179702556772","1.6812553732913664","1.7878761814988688","1.895270850411103","1.8449699046035315","1.870937230473423","2.254342217406692","2.479621667006415","1.968959586406127","2.059415304337008","2.1533104031778083","1.8607910567891608","1.8002579527745788","1.7177128109365125","1.6920034386348646","1.961650901972548","2.0122957858711117","1.9611349948360604","1.796113498778126","1.9689681848584017","1.8940068779267076","1.8860275142156946","1.6302751497540857","1.7785038685193384","2.0036113490735654"
"INTL.33-12-CHN-MTOE.A","        China","8.044282025687812","8.529492687554695","9.287102317487198","10.078761818427903","10.759759238591952","10.649097157815294","11.193895093946532","12.828288902340246","14.217712805424949","15.898710225148072","15.91152191903752","16.56268270980802","17.390971617439366","18.125623379798157","18.932932063878994","23.616337048916286","24.513671528314266","24.148237306635327","30.095356822499763","33.79595871252758","37.09613068011802","41.30791055788261","49.813843486204355","52.40619086253338","60.55623385120121","58.56964743763175","73.44505585755604","77.43035250240244","89.47772996914547","94.86889935627826","98.16986238147798","99.17981079031901","102.05486667899113","108.32438516289915","113.6295184365703","110.20106615949213","112.2864518937403","106.81617251524085"
"INTL.33-12-COL-MTOE.A","        Colombia","2.149527084176897","1.830352535736374","2.090541701571779","2.2686156481828577","2.3429062758371173","2.3396388639726937","1.9103181418920006","2.3838349086651585","2.7490971612986024","2.737575235250372","3.021152191273229","2.697248494081567","2.6202923462221195","2.872226997873718","2.7302665508167934","2.7067927761065933","2.8914875309692665","3.0792777286508675","3.411521924549085","3.3882201188843806","3.6384350800810195","3.7834049854341236","3.95004299051972","3.494411004478143","3.4391229563511883","4.160705071252285","4.05038692856662","4.27833189837153","4.062691313771856","4.121926051492943","4.166741184749194","5.213860702774165","5.003276008112072","4.555245053881418","4.165477212264799","5.2189165927117465","5.049607856758884","4.831427942839608"
"INTL.33-12-COM-MTOE.A","        Comoros","0.0001719690454959716","0.0001719690454959716","0.0001719690454959716","0.0001719690454959716","0.0001719690454959716","0.0001719690454959716","0.0001719690454959716","0.0001719690454959716","0.0001719690454959716","0.0001719690454959716","0.0001719690454959716","0.0001719690454959716","0.0001719690454959716","0.0001719690454959716","0.0001719690454959716","0.0001719690454959716","0.0002579535682439574","0.0003439380909919432","0.000429922613739929","0.000429922613739929","0.000429922613739929","0.000429922613739929","0.000429922613739929","0.000429922613739929","0.000429922613739929","0.000429922613739929","0.0002579535682439574","0.0001719690454959716","0.0001719690454959716","0.0001719690454959716","0.0001719690454959716","0.00003439380909919432","0.00003439380909919432","0.00003439380909919432","0","0","0","0"
"INTL.33-12-COG-MTOE.A","        Congo-Brazzaville","0.022785898528216237","0.023645743755696096","0.02459157350592394","0.03379191743995842","0.04170249353277312","0.04075666378254527","0.03619948407690202","0.03052450557553496","0.02742906275660747","0.02992261391629906","0.0387790197593416","0.03834909714560167","0.029148753211567187","0.02149613068699645","0.025107480642411854","0.0284608770295833","0.033705932917210434","0.029148753211567187","0.02811693893859136","0.03018056748454302","0.03164230437125878","0.028546861552331288","0.031900257939502734","0.02811693893859136","0.03662940669064195","0.06732588131167289","0.08400687872478213","0.08263112636081436","0.08099742042860263","0.09346517622706058","0.09595872738675215","0.1024075665928511","0.08993981079439316","0.08993981079439316","0.08993981079439316","0.08993981079439316","0.08993981079439316","0.08993981079439316"
"INTL.33-12-COD-MTOE.A","        Congo-Kinshasa","0.44746345638051815","0.44600171949380235","0.44677558019853425","0.5018056747572451","0.4788478071835329","0.4476354254260141","0.5153052448286789","0.4705932929997263","0.4506448837221936","0.5242476351944695","0.5184866721703544","0.42768701614848137","0.40085984505110983","0.4511607908586815","0.5106620806002877","0.5085124675315881","0.5201203781025662","0.5243336197172175","0.6024935508951366","0.6293207219925081","0.6401547718587544","0.6656921751149061","0.6369733445170789","0.6639724846599464","0.6656061905921581","0.6649183144101742","0.6457437658373734","0.7005159068278404","0.7508168526354121","0.7589853822964707","0.7745485809138561","0.8071367150353428","0.8970421320206368","1.0111779875163132","1.0707652617806673","1.1290627682038017","1.1343078240914288","1.1753224414422179"
"INTL.33-12-COK-MTOE.A","        Cook Islands","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.33-12-CRI-MTOE.A","        Costa Rica","0.24557179696824746","0.25485812542502995","0.25881341347143727","0.2826311262726293","0.28787618216025646","0.31117798782496064","0.3050730867098536","0.3368013756038604","0.3356835768081366","0.30249355102741404","0.3239036971916625","0.4096302663714044","0.3626827169510041","0.4371453136507598","0.4829750642754363","0.48125537382047656","0.5048151330534246","0.5042132413941888","0.5521066205648169","0.5590713669074037","0.5619088561580873","0.5761822869342529","0.6288048148560202","0.6150472912163425","0.618228718558018","0.6073946686917717","0.6158211519210743","0.5831470332768397","0.5717970762741056","0.6866723986654146","0.6832330177554952","0.738607050405198","0.7101977640892636","0.6662682714173176","0.7131814270286186","0.7984522782377962","0.8124677554457179","0.7343078242677987"
