Report generated on: 02-06-2025 11:55:48
"API","","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"","hydroelectricity net generation (MMTOE)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.33-12-WORL-MTOE.A","    World","171.26205086236888","171.6101308256759","178.1735437253277","177.1573834529445","184.38483686716788","187.6978861236703","188.1928932054857","198.94071866072224","200.90680583445263","210.96440690799287","214.09325490569398","218.8556267574432","219.4407581312752","222.65519293301935","225.72413215261287","221.05216147592054","224.96896455932355","225.48127889034802","239.90802798573134","250.18108624678584","259.1790462645909","261.7368786827877","273.3655551180199","278.37564422499923","293.48996620848754","298.6457555275127","312.7114704458775","323.8496062201539","329.92552461673114","331.21856242853454","342.99193196306663","346.7368739888928","357.47189565636296","361.6098489494007","372.4888626965522","367.2224505082099","371.96844886355785","364.1917351229755"
"INTL.33-12-AFG-MTOE.A","        Afghanistan","0.06130696471931388","0.06500429919747727","0.06397248492450144","0.06448839206098936","0.06500429919747727","0.05872742903687431","0.04067067925979729","0.040412725691553325","0.04015477212330937","0.03542562337217015","0.031040412712022875","0.02768701632485143","0.02579535682439574","0.02579535682439574","0.02682717109737157","0.042820292328496934","0.04772141012513212","0.05417024933123106","0.04858125535261198","0.05073086842131162","0.054772140990466955","0.06431642301549338","0.04660361132940831","0.06672398965243699","0.06457437658373734","0.051160791035051556","0.06104901115106992","0.07351676694952786","0.08323301802005026","0.08607050727073379","0.08813413581668544","0.0902837488853851","0.07979363711013082","0.10498710227529066","0.08495270847500998","0.07308684433578794","0.06345657778801353","0.06441530280908693"
"INTL.33-12-ALB-MTOE.A","        Albania","0.28933791904697226","0.3421324160142355","0.3192605329632713","0.3306964744887534","0.24247635414931998","0.29948409273123455","0.27403267399783077","0.2821152191361414","0.320980223418231","0.3578675836771169","0.48744625945833153","0.42803095423947335","0.41891659482818683","0.44978503849471374","0.39105760945783946","0.30257953555016204","0.29896818559474664","0.43998280290144337","0.46526225258935117","0.4573516764965365","0.4257093721252777","0.2373172827844408","0.32321582100967866","0.44720550281227417","0.6506448836340086","0.35528804799467734","0.4062768699842329","0.5983662938032333","0.40619088546148496","0.5068787615993763","0.6691315560248255","0.38907996543463574","0.7353396385407746","0.4457437659255584","0.45408426463211304","0.7649183143660817","0.5858125534820273","0.7488392086122084"
"INTL.33-12-DZA-MTOE.A","        Algeria","0.021238177118752494","0.04221840066926103","0.015563198617385431","0.022613929482720268","0.011521926048230097","0.024935511596915882","0.016938950981353205","0.030008598439047046","0.014101461730669671","0.016423043844865287","0.011521926048230097","0.00636285468335095","0.018314703345320975","0.017282889072345146","0.004557179705643248","0.005846947546863035","0.004815133273887205","0.02252794495997228","0.02132416164150048","0.047205502988644205","0.018572656913564935","0.01926053309554882","0.024075666369436026","0.026053310392639698","0.014789337912653558","0.042734307805748946","0.052966466012759256","0.02811693893859136","0.021582115209744436","0.012381771275709956","0.018555460009015336","0.004763542560238414","0.009957007734216755","0.013069647457693843","0.004264832328300096","0.0010318142729758297","0.0013757523639677729","0.001719690454959716"
"INTL.33-12-ASM-MTOE.A","        American Samoa","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.33-12-AGO-MTOE.A","        Angola","0.05674978501367063","0.05674978501367063","0.05674978501367063","0.05735167667290653","0.06173688733305381","0.061478933764809854","0.0715391229263242","0.07575236454097549","0.07618228715471542","0.07661220976845536","0.078761822837155","0.0744625966997557","0.09019776436263711","0.07609630263196744","0.07841788474616306","0.08744625963470157","0.09828030950094778","0.10670679273025038","0.1508168528999671","0.19105760954602446","0.2187446258708759","0.21392949259698868","0.2705932930879113","0.2810834048631656","0.31840068773579144","0.34453998265117913","0.4702493549087344","0.405760962847745","0.4291487530351972","0.45391229558661705","0.5470335337226857","0.6580395525903354","0.8920034389876047","0.9893379187383247","1.0866723984890445","1.0866723984890445","1.0866723984890445","1.14091788427768014919822566675"
"INTL.33-12-ATA-MTOE.A","        Antarctica","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.33-12-ATG-MTOE.A","        Antigua and Barbuda","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.33-12-ARG-MTOE.A","        Argentina","1.7883920886353568","1.859243335379697","1.2797076520582726","1.1036113494703979","1.521668099071105","1.380825450809904","1.6500429915338477","2.0316423034894084","2.3290627676746913","2.284092862277495","1.950386929492562","2.3847807384153863","2.2503009448375364","1.8209802227568435","2.4493551149991237","3.151590712281924","3.051762681371512","2.878331898988825","2.5912295775333","2.8945829737881943","3.2305245041645745","2.5849527073726972","2.5892519335100967","2.88280309417172","2.8391659488771173","2.6684006866996173","2.4687876171401686","2.7955803942961635","2.7800859832969764","2.746294065857018","2.5283748914045225","2.6969217528951246","2.739965604982766","2.3417368863277446","2.030429921718662","1.6684522778541913","2.0614523034762646","1.868008666416245"
"INTL.33-12-ARM-MTOE.A","        Armenia","--","--","--","--","--","--","0.25907136703968126","0.3653482371561917","0.29914015464024263","0.16337059322117303","0.1337919173958659","0.11831470330122847","0.13086844362243438","0.10214961302460714","0.10730868438948628","0.0823731727925704","0.1411006018294447","0.16870163363154814","0.17007738599551592","0.1509028374227151","0.15537403260561036","0.15769561471980598","0.15296646596866675","0.17188306097322362","0.21754084255240408","0.21186586405103702","0.19767841779761935","0.18495270843091746","0.169561478859028","0.187790197681601","0.20008598443456296","0.19312123809197612","0.19731728280207783","0.20183147024634707","0.15288048144591876","0.18933791909106473","0.2447119517407676","0.14153052444318465"
"INTL.33-12-ABW-MTOE.A","        Aruba","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.33-12-AUS-MTOE.A","        Australia","1.235769560934052","1.157609629756133","1.1530524500504897","1.2305245050464249","1.2042992256082892","1.3467755798017016","1.3064488386328963","1.4172828884550501","1.3922613923353861","1.3521926047348247","1.3429922608007903","1.4387790191420464","1.344453997687506","1.4195184860464976","1.3926053304263781","1.4098882194987232","1.351504728552841","1.386672398356767","1.3659501283745026","1.303181426768473","1.3557179701674922","1.2206362849304064","1.0137575231987526","1.0046431637874662","1.1609630261433044","1.435425622754875","1.2019776434940936","1.557695614102511","1.5767841781525638","1.1456577810941628","1.2915735161974948","1.3789337913094484","1.3588993975091677","1.3415305239140745","1.2694754938512625","1.4036371446949447","1.4454858119163894","1.3095060397493472"
"INTL.33-12-AUT-MTOE.A","        Austria","2.622184005722575","2.1840928623215876","3.022441959114449","2.978589852512976","2.6809114347594494","2.6751504717353343","2.9650042979187945","3.1243336185708124","3.0394668946185504","3.155288046760087","2.9126397235652712","3.0734307811040047","3.1635425609438936","3.464488390561844","3.561306963176076","3.4436801360568317","3.424333618438535","2.8274290615220172","3.1293207208901954","3.1220980209793647","3.0507308670985362","3.1583834895790144","3.264746344218273","3.481255372497701","3.13551160652805","2.7954428190597667","3.5994840912761816","3.4512467740586543","3.353482371694194","3.0313843494802395","3.2634565763770533","3.1351676684370586","3.072226997785533","3.476913154098928","3.605813377601852","3.5198318041229966","2.9840928619688474","3.4339912546337605"
"INTL.33-12-AZE-MTOE.A","        Azerbaijan","--","--","--","--","--","--","0.14875322435401545","0.20429922604921427","0.1557179706966023","0.13241616503189815","0.13095442814518238","0.14574376605783593","0.1660361134263606","0.12820292341724684","0.13061049005419043","0.11074806529940572","0.1719690454959716","0.21014617359607732","0.23447979353375728","0.2561478932662497","0.2143594152107286","0.2012037832302868","0.19002579527304864","0.19647463447914756","0.2933791916161276","0.2277730007594144","0.1550300945146184","0.12674118653053107","0.11066208077665773","0.139380911374485","0.16672398960834448","0.14866723983126745","0.15047291480897515","0.1332244195457292","0.09174548577210086","0.10982803090600227","0.13723129830578534",".141151007590385507604350116629246"
"INTL.33-12-BHR-MTOE.A","        Bahrain","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.33-12-BGD-MTOE.A","        Bangladesh","0.03869303523659361","0.04402407564696873","0.057437661195654514","0.07833190022341507","0.07523645740448758","0.07136715388082822","0.06775580392541282","0.05176268269428745","0.07214101458556009","0.05193465173978343","0.06294067065152562","0.06122098019656589","0.07360275147227585","0.07093723126708829","0.08056749781486269","0.08452278586127004","0.09071367149912503","0.09587274286400417","0.10438521061605477","0.11006018911742182","0.11822871877848048","0.06380051587900547","0.08091143590585465","0.037661220963617785","0.06569217537946115","0.07867583831440701","0.07016337056235641","0.08073946686035867","0.053052450535507244","0.05107480651230357","0.08684436797546566","0.08865004295317337","0.09244196040635953","0.06981943247136448","0.06680997417518497","0.06311263969702158","0.06113499567381791","0.055631986217946815"
"INTL.33-12-BRB-MTOE.A","        Barbados","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.33-12-BLR-MTOE.A","        Belarus","--","--","--","--","--","--","0.0014617368867157587","0.0016337059322117304","0.0016337059322117304","0.001719690454959716","0.0013757523639677729","0.0018056749777077019","0.0024075666369436023","0.0016337059322117304","0.002321582114195617","0.002579535682439574","0.0024075666369436023","0.0024075666369436023","0.0028374892506835316","0.003095442818927489","0.0030094582961795032","0.0030094582961795032","0.003353396387171446","0.0037833190009113754","0.0038693035236593613","0.0036113499554154037","0.00593293206961102","0.011779879616474056","0.010318142729758296","0.009114359411286495","0.012123817707466","0.034479793621942305","0.027583834897553845","0.02962166808668111","0.03387790196270641","0.031814273416754746","0.03198624246225072","0.03387790196270641"
