Report generated on: 02-06-2025 11:54:11
"API","","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"INTL.36-12-ERI-MTOE.A","        Eritrea","--","--","--","--","--","0","0","0","0.0000859845227479858","0.0000859845227479858","0.0000859845227479858","0.0000859845227479858","0.0000859845227479858","0.0000859845227479858","0.0000859845227479858","0.0000859845227479858","0.0000859845227479858","0.0001719690454959716","0.0001719690454959716","0.0001719690454959716","0.0001719690454959716","0.0001719690454959716","0.0002579535682439574","0.0002579535682439574","0.0003439380909919432","0.0003439380909919432","0.000429922613739929","0.000429922613739929","0.0005159071364879148","0.004213241614651304","0.0042992261373992905","0.0042992261373992905","0.004127257091903319","0.0040412725691553325","0.0040412725691553325"
"INTL.36-12-EST-MTOE.A","        Estonia","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000859845227479858","0.00000859845227479858","0.00001719690454959716","0.00002579535682439574","0.0000859845227479858","0.0002579535682439574","0.0005159071364879148","0.0008340498706554623","0.001246775579845794","0.0026483233006379626","0.006319862421976957","0.02107480652553132","0.03041272569596258","0.05124676695934727","0.05408426480848307"
"INTL.36-12-SWZ-MTOE.A","        Eswatini","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00007738607047318723","0.0000859845227479858","0.0000859845227479858","0.0000859845227479858","0.0000859845227479858","0.0000859845227479858","0.0000859845227479858","0.0000859845227479858","0.0000859845227479858","0.0000859845227479858","0.0000859845227479858","0.002235597591447631","0.002321582114195617","0.002321582114195617"
"INTL.36-12-ETH-MTOE.A","        Ethiopia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000859845227479858","0.00003439380909919432","0.00003439380909919432","0.00006878761819838864","0.0001719690454959716","0.0005159071364879148","0.0013757523639677729","0.0015477214094637445","0.0018056749777077019","0.0018916595004556877","0.001719690454959716","0.001719690454959716","0.0027515047279355457","0.0029234737734315174","0.0030789189152374405","0.0031361719676627547"
"INTL.36-12-FLK-MTOE.A","        Falkland Islands","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.36-12-FRO-MTOE.A","        Faroe Islands","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.36-12-FJI-MTOE.A","        Fiji","0","0","0","0","0","0","0","0","0.0000017196904549597162","0.00000859845227479858","0.00000859845227479858","0.00000859845227479858","0.00000859845227479858","0.00000859845227479858","0.00000859845227479858","0.00000859845227479858","0.00000859845227479858","0.00000859845227479858","0.00000859845227479858","0.00000859845227479858","0.00000859845227479858","0.00002579535682439574","0.00000859845227479858","0.0000859845227479858","0.0001719690454959716","0.0002149613068699645","0.00037833190009113756","0.0006018916592359006","0.0008082545138310666","0.0010748065343498226","0.0011177987957238155","0.0011177987957238155","0.0011177987957238155","0.0011177987957238155","0.0011177987957238155"
"INTL.36-12-FIN-MTOE.A","        Finland","0","0","0.0000859845227479858","0.0000859845227479858","0.0000859845227479858","0.0000859845227479858","0.0000859845227479858","0.0000859845227479858","0.0000859845227479858","0.0000859845227479858","0.0000859845227479858","0.0001719690454959716","0.0001719690454959716","0.0001719690454959716","0.0001719690454959716","0.0001719690454959716","0.0002579535682439574","0.0002579535682439574","0.0003439380909919432","0.0003439380909919432","0.0003439380909919432","0.0004041272569155333","0.0004557179705643248","0.0004901117796635191","0.0005588993978619078","0.0006706792774342893","0.0008168529661058652","0.0019002579527304863","0.004170249353277312","0.0077386070473187225","0.012665520200778308","0.0187876182204349","0.025580395517525778","0.033735339623990244","0.055631986217946815"
"INTL.36-12-CSK-MTOE.A","        Former Czechoslovakia","0","0","0","0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.36-12-SCG-MTOE.A","        Former Serbia and Montenegro","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.36-12-SUN-MTOE.A","        Former U.S.S.R.","0","0","0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.36-12-YUG-MTOE.A","        Former Yugoslavia","0","0","0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.36-12-FRA-MTOE.A","        France","0.045571797056432474","0.04325021494223686","0.044453998260708665","0.044453998260708665","0.04256233876025298","0.04316423041948887","0.043680137555976786","0.04230438519200901","0.04402407564696873","0.04505588991994456","0.044453998260708665","0.04402407564696873","0.04221840066926103","0.04307824589674089","0.042734307805748946","0.0411865863962852","0.04221840066926103","0.04101461735078923","0.04153052448727714","0.043594153033228805","0.05348237314924717","0.09423903693179245","0.2416852965400385","0.42011177969438385","0.4821668097616052","0.5909286325855324","0.7085382628002275","0.7876870159897483","0.8691573512934649","0.9806448834885033","1.1013585549744005","1.1986672393682962","1.394359414690437","1.7796228367045717","1.9933661470144541"
"INTL.36-12-GUF-MTOE.A","        French Guiana","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0001719690454959716","0.0002579535682439574","ie","ie","ie","ie","ie","ie","ie","ie","ie","ie","ie","ie","ie"
"INTL.36-12-PYF-MTOE.A","        French Polynesia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0001719690454959716","0.0001719690454959716","0.0002579535682439574","0.0002579535682439574","0.0002579535682439574","0.0003439380909919432","0.0006018916592359006","0.0012037833184718012","0.0015477214094637445","0.0023473774710200124","0.002742906275660747","0.002828890798408733","0.0030610490098282946","0.003181427341675475","0.003439380909919432","0.0036113499554154037","0.0038693035236593613","0.0042992261373992905","0.0042992261373992905"
"INTL.36-12-GAB-MTOE.A","        Gabon","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0001719690454959716","0.0001719690454959716","0.0001719690454959716","0.0001719690454959716","0.0001719690454959716","0.0001719690454959716","0.0001719690454959716","0.0001719690454959716","0.0001719690454959716","0.00020636285459516593","0.00020636285459516593","0.0000859845227479858"
"INTL.36-12-GMB-MTOE.A","        Gambia, The","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000859845227479858","0.0000859845227479858","0.0001719690454959716","0.0001719690454959716","0.0002579535682439574","0.0002579535682439574","0.0002579535682439574","0.0002579535682439574","0.0002579535682439574","0.0002579535682439574","0.0002579535682439574","0.0002579535682439574","0.0002579535682439574","0.0002579535682439574","0.0002579535682439574","0.0002579535682439574","0.0002579535682439574","0.0002579535682439574","0.0002579535682439574"
"INTL.36-12-GEO-MTOE.A","        Georgia","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.36-12-DEU-MTOE.A","        Germany","--","--","0.0000859845227479858","0.0003439380909919432","0.0002579535682439574","0.0006018916592359006","0.0006018916592359006","0.0010318142729758297","0.0015477214094637445","0.0030094582961795032","0.002579535682439574","0.005159071364879148","0.009974204638766353","0.01616509027662133","0.028632846075079273","0.047893379170628095","0.1102321581629178","0.19088564050052848","0.26440240745005633","0.3800515905460973","0.5661220977727386","1.0085124673111254","1.6852106613377738","2.2682717100918657","2.66638005041504","3.100257952201376","3.3298366279384983","3.2758383476527633","3.3878761807933886","3.6635425607234313","3.7414445383331065","4.1723989663460115","4.159329318888317","4.978105165474848","5.133410401863808"
"INTL.36-12-DDR-MTOE.A","        Germany, East","0","0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.36-12-DEUW-MTOE.A","        Germany, West","0","0.0000859845227479858","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.36-12-GHA-MTOE.A","        Ghana","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0002579535682439574","0.0003439380909919432","0.0002579535682439574","0.002321582114195617","0.0024075666369436023","0.0028374892506835316","0.004385210660147276","0.004901117796635191","0.011006018911742183","0.0139294926851737","0.01289767841219787"
"INTL.36-12-GIB-MTOE.A","        Gibraltar","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.36-12-GRC-MTOE.A","        Greece","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000859845227479858","0.0000859845227479858","0.0000859845227479858","0.0000859845227479858","0.000429922613739929","0.0042992261373992905","0.013585554594181757","0.05247635423309574","0.14565778153508796","0.3136715389846522","0.32605331026036216","0.3353396387171446","0.33789337904275984","0.3432072225485853","0.32594153038078977","0.3807824589894551","0.38236457420801806","0.4515047289496735","0.6150638432369715","0.7119518483533225"
"INTL.36-12-GRL-MTOE.A","        Greenland","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000859845227479858","0.0000859845227479858","0.0000859845227479858"
"INTL.36-12-GRD-MTOE.A","        Grenada","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000859845227479858","0.00000859845227479858","0.00000859845227479858","0.00000859845227479858","0.00000859845227479858","0.00007738607047318723","0.00007738607047318723","0.00007738607047318723","0.00011177987957238155","0.00019776440232036735","0.000266552020518756","0.00028374892506835314","0.0003439380909919432","0.0003439380909919432","0.0003439380909919432","0.0003439380909919432","0.0003439380909919432"
"INTL.36-12-GLP-MTOE.A","        Guadeloupe","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0001719690454959716","0.0002579535682439574","0.000429922613739929","0.0014617368867157587","ie","ie","ie","ie","ie","ie","ie","ie","ie","ie","ie","ie","ie"
"INTL.36-12-GUM-MTOE.A","        Guam","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000859845227479858","0.00001719690454959716","0.00001719690454959716","0.00005159071364879148","0.0001719690454959716","0.0002235597591447631","0.0026569217529127612","0.005700773858191459","0.005124677555779954","0.00636285468335095","0.006620808251594907","0.006878761819838864","0.007129289764698306","0.012123817707466","0.012123817707466"
"INTL.36-12-GTM-MTOE.A","        Guatemala","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00006878761819838864","0.00006878761819838864","0.0001719690454959716","0.0003439380909919432","0.001289767841219787","0.013843508162425714","0.01659501289036126","0.017110920026849174","0.01762682716333709","0.019948409277532705","0.018830610481808892","0.01951848666379278","0.01986242475478472","0.02089423902776055"
"INTL.36-12-GIN-MTOE.A","        Guinea","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00007738607047318723","0.00007738607047318723","0.00007738607047318723","0.00007738607047318723","0.000429922613739929","0.000429922613739929","0.0018056749777077019","0.0018056749777077019","0.0018056749777077019","0.0018056749777077019","0.0018916595004556877","0.0019776440232036735","0.0019776440232036735","0.0021496130686996452","0.0021496130686996452"
"INTL.36-12-GNB-MTOE.A","        Guinea-Bissau","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00002579535682439574","0.0000859845227479858","0.0000859845227479858","0.0000859845227479858","0.0002579535682439574","0.0002579535682439574","0.0002579535682439574","0.0002579535682439574","0.0002579535682439574","0.0002579535682439574"
"INTL.36-12-GUY-MTOE.A","        Guyana","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00001719690454959716","0.00002579535682439574","0.00003439380909919432","0.00003439380909919432","0.0000429922613739929","0.00001719690454959716","0.00011177987957238155","0.00013757523639677729","0.00013757523639677729","0.00013757523639677729","0.000429922613739929","0.000429922613739929","0.0006018916592359006","0.0009458297502278439","0.0015477214094637445","0.0010318142729758297","0.0011177987957238155","0.00111379036924235","0.0015477214094637445"
"INTL.36-12-HTI-MTOE.A","        Haiti","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00007738607047318723","0.00007738607047318723","0.00007738607047318723","0.0001719690454959716","0.0001719690454959716","0.0002579535682439574","0.000429922613739929","0.000429922613739929","0.000429922613739929","0.000429922613739929","0.0003439380909919432","0.0003439380909919432"
"INTL.36-12-HITZ-MTOE.A","        Hawaiian Trade Zone","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.36-12-HND-MTOE.A","        Honduras","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0001719690454959716","0.0001719690454959716","0.0001719690454959716","0.000429922613739929","0.0012037833184718012","0.03791917453186174","0.07669819429120334","0.07987962163287882","0.08572656917974185","0.09613069643224813","0.0957007738185082","0.09802235593270382","0.08925193461240927","0.08925193461240927"
"INTL.36-12-HKG-MTOE.A","        Hong Kong","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000859845227479858","0.0000859845227479858","0.0002579535682439574","0.0002579535682439574","0.0002579535682439574","0.0002579535682439574","0.0003439380909919432","0.0003439380909919432","0.0005159071364879148","0.0005159071364879148","0.0014617368867157587","0.004643164228391234","0.010318142729758296","0.015477214094637445","0.017196904549597162"
"INTL.36-12-HUN-MTOE.A","        Hungary","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000859845227479858","0.0000859845227479858","0.00007738607047318723","0.00012037833184718012","0.0006792777297090879","0.0021152192596004507","0.005588993978619078","0.011951848661970027","0.02072226998226458","0.02975064487080309","0.05365434219474314","0.12768701628075893","0.20988822002783336","0.3239036971916625","0.39508803937867626","0.5687832585626228"
"INTL.36-12-ISL-MTOE.A","        Iceland","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0003439380909919432","0.000429922613739929","0.000429922613739929","0.000429922613739929","0.000429922613739929","0"
"INTL.36-12-IND-MTOE.A","        India","0","0","0","0","0","0","0.0000859845227479858","0.0005159071364879148","0.0005159071364879148","0.0005159071364879148","0.0005159071364879148","0.0006018916592359006","0.0010318142729758297","0.0012037833184718012","0.0014617368867157587","0.0016337059322117304","0.0016337059322117304","0.0016337059322117304","0.005073086842131163","0.005417024933123106","0.006448839206098935","0.010834049866246212","0.1284608769854908","0.19527085116067577","0.35348237301696966","0.4997420462112935","0.6378417881968335","1.3545141868490205","1.868383490147808","3.1898624233570523","4.020068785845679","5.12635425397354","5.691014614859562","7.927579153856208","10.297166461495834"
"INTL.36-12-IDN-MTOE.A","        Indonesia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00003439380909919432","0.00000859845227479858","0.0000859845227479858","0.00006878761819838864","0.0002579535682439574","0.0004729148751139219","0.0005846947546863034","0.0004557179705643248","0.0018142734299825005","0.002502149611966387","0.007764402404143118","0.01017196904108672","0.014703353389905572","0.016560619081262065","0.0381771281001057","0.06130696471931388"
"INTL.36-12-IRN-MTOE.A","        Iran","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000859845227479858","0.0003439380909919432","0.007394668956326779","0.029234737734315175","0.05786758380939445","0.05021496128482371","0.05322441958100321","0.06328460874251755","0.06567296979047564"
"INTL.36-12-IRQ-MTOE.A","        Iraq","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.003955288046407347","0.004901117796635191","0.004901117796635191","0.004901117796635191","0.004901117796635191","0.004901117796635191","0.004901117796635191","0.03241616507599065","0.03241616507599065","0.03241616507599065","0.03241616507599065"
"INTL.36-12-IRL-MTOE.A","        Ireland","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000859845227479858","0.0000429922613739929","0.0000429922613739929","0.00005159071364879148","0.00006018916592359006","0.0002149613068699645","0.000533104041037512","0.0005245055887627134","0.0010146173684262324","0.0018916595004556877","0.0033963886485454393","0.0053138435058255225","0.00799656061556268","0.01274169388948075","0.035339638849422164"
"INTL.36-12-ISR-MTOE.A","        Israel","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0020636285459516594","0.0060189165923590065","0.016509028367613275","0.031728288894006765","0.04170249353277312","0.07532244192723557","0.09587274286400417","0.13276010312289008","0.12992261387220655","0.13533963880532965","0.22433361984949496","0.30309544268664995","0.39329320704928705","0.46018916574722","0.5988822009397211"
"INTL.36-12-ITA-MTOE.A","        Italy","0.00016337059322117303","0.0003439380909919432","0.000429922613739929","0.02768701632485143","0.03129836628026683","0.02708512466561553","0.032846087689730574","0.030868443666526905","0.06036113496908604","0.06388650040175345","0.057953568332142436","0.0015477214094637445","0.0016337059322117304","0.0018056749777077019","0.0020636285459516594","0.002493551159691588","0.00266552020518756","0.0030094582961795032","0.0032674118644234608","0.01659501289036126","0.058125537377638405","0.16113499562972539","0.9172828886755126","1.6024935504542115","1.8253654334169906","1.877644023247766","1.9422183998315035","1.870765261427927","2.0650730859338253","1.914479792793003","2.0051418735784794","2.1110060179857997","2.0712639715716805","2.3279059405040923","2.6423468947936506"
"INTL.36-12-JAM-MTOE.A","        Jamaica","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0002579535682439574","0.0003439380909919432","0.0006018916592359006","0.0009458297502278439","0.0011177987957238155","0.0037833190009113754","0.003955288046407347","0.0077386070473187225","0.01066208082075024","0.011349957002734126","0.011349957002734126","0.011349957002734126"
"INTL.36-12-JPN-MTOE.A","        Japan","0.0000859845227479858","0.0000859845227479858","0.0000859845227479858","0.001719690454959716","0.0021496130686996452","0.0028374892506835316","0.003955288046407347","0.005417024933123106","0.008254514183806638","0.012037833184718013","0.018830610481808892","0.029836629393551074","0.04084264830529326","0.0575236457184025","0.07764402404143118","0.10223559754735512","0.1283748924627428","0.15425623380988654","0.1732588133371914","0.19355116070571604","0.23714531373894485","0.3046431640961137","0.45717110899876573","0.6117712808996442","0.998245915295016","1.7049355108561617","2.8335941518030476","3.6880825435157063","4.617308682400914","5.096749782791409","5.76687875928011","6.800257950569954","7.401633702669366","8.01937986748727","8.382187674721967"
"INTL.36-12-JOR-MTOE.A","        Jordan","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.004385210660147276","0.036801375736137926","0.07807394665517112","0.12261392943862776","0.17704213233810276","0.2167669818476722","0.2828890798408733","0.29638864991230707","0.29638864991230707"
"INTL.36-12-KAZ-MTOE.A","        Kazakhstan","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0006878761819838864","0.0018916595004556877","0.008340498706554624","0.010146173684262325","0.01169389509372607","0.013757523639677728","0.03293207221247856","0.0714531384035762","0.12811693889449885","0.14006878755646887","0.16337059322117303","0.19045571788678856"
"INTL.36-12-KEN-MTOE.A","        Kenya","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0002579535682439574","0.0005159071364879148","0.0010318142729758297","0.002321582114195617","0.004213241614651304","0.0042992261373992905","0.005159071364879148","0.006276870160602964","0.0077386070473187225","0.007910576092814694","0.007566638001822751","0.014359415298913629","0.036113499554154035","0.049699054148335794"
"INTL.36-12-KIR-MTOE.A","        Kiribati","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00003439380909919432","0.00003439380909919432","0.00003439380909919432","0.0000429922613739929","0.0000429922613739929","0.00006018916592359006","0.00006018916592359006","0.00006878761819838864","0.00006878761819838864","0.00011177987957238155","0.00033533963871714464","0.00041272570919033186","0.00041272570919033186","0.00041272570919033186","0.0005159071364879148","0.0005159071364879148","0.0005159071364879148","0.0005159071364879148","0.0005159071364879148"
"INTL.36-12-XKS-MTOE.A","        Kosovo","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0.00000859845227479858","0.0000859845227479858","0.0001719690454959716","0.0009458297502278439","0.0010318142729758297","0.0013757523639677729","0.0012037833184718012","0.0007738607047318723"
"INTL.36-12-KWT-MTOE.A","        Kuwait","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00001719690454959716","0.0002579535682439574","0.000429922613739929","0.0007738607047318723","0.0011177987957238155","0.004557179705643248","0.005073086842131163","0.004815133273887205","0.01229578675296197","0.015391229571889459","0.015940682108190614"
"INTL.36-12-KGZ-MTOE.A","        Kyrgyzstan","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.36-12-LAO-MTOE.A","        Laos","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00003439380909919432","0.0000859845227479858","0.0003439380909919432","0.0003439380909919432","0.000429922613739929","0.000859845227479858","0.0016337059322117304","0.0036113499554154037","0.0036973344781633896","0.0057609630241150485","0.006792777297090879","0.006792777297090879"
"INTL.36-12-LVA-MTOE.A","        Latvia","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000859845227479858","0.00000859845227479858","0.00001719690454959716","0","0","0.00011177987957238155","0.000266552020518756","0.00041272570919033186","0.0005846947546863034","0.003525365432667418","0.020550300936768608"
"INTL.36-12-LBN-MTOE.A","        Lebanon","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000859845227479858","0.0000859845227479858","0.0000859845227479858","0.0002579535682439574","0.0006018916592359006","0.0014617368867157587","0.003181427341675475","0.004815133273887205","0.007394668956326779","0.010404127252506282","0.012123817707466","0.026311263960883655","0.10851246770795808","0.12037833184718012"
"INTL.36-12-LSO-MTOE.A","        Lesotho","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000859845227479858","0.0000859845227479858","0.0000859845227479858","0.0000859845227479858","0.0000859845227479858","0.0000859845227479858","0.0000859845227479858","0.00010318142729758296","0.00011120662075922072","0.00011120662075922072"
"INTL.36-12-LBR-MTOE.A","        Liberia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0002579535682439574","0.0003439380909919432","0.0003439380909919432","0.0003439380909919432","0.0003439380909919432","0.0003439380909919432","0.000429922613739929"
"INTL.36-12-LBY-MTOE.A","        Libya","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0005159071364879148","0.0005159071364879148","0.0006018916592359006","0.0006878761819838864","0.0006878761819838864","0.0006878761819838864","0.0006878761819838864","0.0006878761819838864","0.0006878761819838864","0.0006878761819838864","0.0006878761819838864","0.0007738607047318723","0.0007738607047318723","0.000859845227479858"
"INTL.36-12-LTU-MTOE.A","        Lithuania","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00019776440232036735","0.003852106619109764","0.006276870160602964","0.0063026655174273595","0.005717970762741056","0.0057609630241150485","0.00720550300628121","0.007231298363105606","0.009303525361332065","0.01313843507589223","0.029406706779811144","0.05915735165061423"
"INTL.36-12-LUX-MTOE.A","        Luxembourg","0","0","0","0","0","0","0","0","0","0","0","0","0.0000859845227479858","0.0000859845227479858","0.0000859845227479858","0.0007738607047318723","0.0015477214094637445","0.0018056749777077019","0.0018056749777077019","0.001719690454959716","0.001719690454959716","0.0018142734299825005","0.002209802234623235","0.0032932072212478562","0.006337059326526554","0.008142734304234256","0.008916595008966128","0.008624247631622976","0.00932932071815646","0.010292347372933901","0.011212381766337348","0.013869303519250111","0.015494410999187042","0.023754780728992817","0.025911246764155477"
"INTL.36-12-MAC-MTOE.A","        Macau","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.36-12-MDG-MTOE.A","        Madagascar","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0002579535682439574","0.0002579535682439574","0.000429922613739929","0.0007738607047318723","0.0010318142729758297","0.0013757523639677729","0.0016337059322117304","0.0019776440232036735","0.003095442818927489","0.0032674118644234608","0.003439380909919432","0.003439380909919432","0.0072226999108308074","0.0072226999108308074"
"INTL.36-12-MWI-MTOE.A","        Malawi","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000859845227479858","0.0003439380909919432","0.0005159071364879148","0.0009458297502278439","0.0013757523639677729","0.0021496130686996452","0.0021496130686996452","0.003353396387171446","0.0005159071364879148","0.0005159071364879148","0.000859845227479858","0.000859845227479858","0.0010318142729758297","0.0010318142729758297"
"INTL.36-12-MYS-MTOE.A","        Malaysia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0006878761819838864","0.000859845227479858","0.000859845227479858","0.000859845227479858","0.001289767841219787","0.0040412725691553325","0.012123817707466","0.01951848666379278","0.023473774710200124","0.0266552020518756","0.028374892506835316","0.04926913153459587","0.12072226993817207","0.17575236449688297","0.17429062761016723","0.18856405838633286","0.18933791909106473"
"INTL.36-12-MDV-MTOE.A","        Maldives","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000859845227479858","0.00001719690454959716","0.0001719690454959716","0.0002579535682439574","0.0005159071364879148","0.0006018916592359006","0.0009458297502278439","0.0013757523639677729","0.0021496130686996452","0.00266552020518756","0.003439380909919432","0.004196044710101707","0.004777300083878091","0.004777249009071579"
"INTL.36-12-MLI-MTOE.A","        Mali","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000859845227479858","0.0013757523639677729","0.002235597591447631","0.002235597591447631","0.002235597591447631","0.0024075666369436023","0.002493551159691588","0.00266552020518756","0.00266552020518756","0.00266552020518756","0.008426483229302608","0.012467755798457941","0.013069647457693843","0.013069647457693843"
"INTL.36-12-MLT-MTOE.A","        Malta","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000859845227479858","0.0001719690454959716","0.000429922613739929","0.001719690454959716","0.002579535682439574","0.005846947546863035","0.008168529661058651","0.010997420459467385","0.013955288041998096","0.01623387789481972","0.016818572649506022","0.020386930343547435","0.022003439371209566","0.024849527074167897","0.026569217529127612"
"INTL.36-12-MTQ-MTOE.A","        Martinique","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","ie","ie","ie","ie","ie","ie","ie","ie","ie","ie","ie","ie","ie"
"INTL.36-12-MRT-MTOE.A","        Mauritania","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.002235597591447631","0.002579535682439574","0.002235597591447631","0.005073086842131163","0.005245055887627134","0.0127257093667019","0.012811693889449884","0.012467755798457941","0.012467755798457941","0.012037833184718013","0.012037833184718013"
