Report generated on: 02-06-2025 11:54:11
"API","","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"INTL.36-12-BGD-MTOE.A","        Bangladesh","0","0","0","0","0","0","0","0","0.0000017196904549597162","0.00000429922613739929","0.00000859845227479858","0.0000429922613739929","0.0000859845227479858","0.0001719690454959716","0.0002579535682439574","0.0003439380909919432","0.000429922613739929","0.000859845227479858","0.001719690454959716","0.001719690454959716","0.002579535682439574","0.0060189165923590065","0.0053138435058255225","0.0077386070473187225","0.011092003434490169","0.014101461730669671","0.01702493550410119","0.018916595004556877","0.02175408425524041","0.02708512466561553","0.03215821150774669","0.039466895941325485","0.0527085124445153","0.0744625966997557","0.09174548577210086"
"INTL.36-12-BRB-MTOE.A","        Barbados","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0001719690454959716","0.0002579535682439574","0.0002579535682439574","0.0003439380909919432","0.000859845227479858","0.0012037833184718012","0.0019776440232036735","0.0027515047279355457","0.0028374892506835316","0.0037833190009113754","0.005674978501367063","0.006921754081212857","0.007144776437090446","0.007367798792968033"
"INTL.36-12-BLR-MTOE.A","        Belarus","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0001719690454959716","0.0006878761819838864","0.0024075666369436023","0.007652622524570736","0.015219260526393488","0.015563198617385431","0.015133276003645502","0.015133276003645502","0.017970765254329033","0.019651046680931233"
"INTL.36-12-BEL-MTOE.A","        Belgium","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000859845227479858","0.0000859845227479858","0.0001719690454959716","0.0005159071364879148","0.0036113499554154037","0.014273430776165644","0.04815133273887205","0.10051590709239541","0.18323301797595776","0.22562338769071474","0.24636285457752893","0.2608942389219385","0.2642132415000108","0.2823817711566602","0.33324161636209376","0.36310404111246924","0.43644024056422637","0.4796216678882648","0.6029128372234125","0.6255417968007092"
"INTL.36-12-BLZ-MTOE.A","        Belize","0","0","0","0","0","0","0","0","0","0.00001719690454959716","0.00001719690454959716","0.00001719690454959716","0.00001719690454959716","0.00001719690454959716","0.00001719690454959716","0.00001719690454959716","0.00001719690454959716","0.00001719690454959716","0.00001719690454959716","0.00001719690454959716","0.00001719690454959716","0.00007738607047318723","0","0","0","0.00005159071364879148","0.00005159071364879148","0.00005159071364879148","0.00005159071364879148","0.00009458297502278439","0.000859845227479858","0.000859845227479858","0.000859845227479858","0.0009349393804991977","0.0009349393804991977"
"INTL.36-12-BEN-MTOE.A","        Benin","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000429922613739929","0.000429922613739929","0.000429922613739929","0.000429922613739929","0.0006878761819838864","0.0006018916592359006","0.0014617368867157587","0.001553142733623005","0.0028374892506835316"
"INTL.36-12-BMU-MTOE.A","        Bermuda","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.36-12-BTN-MTOE.A","        Bhutan","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.36-12-BOL-MTOE.A","        Bolivia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000859845227479858","0.0001719690454959716","0.0002579535682439574","0.0002579535682439574","0.0002579535682439574","0.0002579535682439574","0.0005159071364879148","0.000429922613739929","0.0005159071364879148","0.0005159071364879148","0.010920034388994197","0.01616509027662133","0.028546861552331288","0.03018056748454302","0.03018056748454302","0.03018056748454302"
"INTL.36-12-BIH-MTOE.A","        Bosnia and Herzegovina","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0001719690454959716","0.0006878761819838864","0.0007738607047318723","0.0020636285459516594","0.0018056749777077019","0.0018056749777077019","0.002579535682439574","0.0038693035236593613","0.006190885637854978","0.010060189161514339","0.0139294926851737"
"INTL.36-12-BWA-MTOE.A","        Botswana","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000859845227479858","0.0001719690454959716","0.0002579535682439574","0.0002579535682439574","0.000429922613739929","0.000429922613739929","0.0005159071364879148","0.0005159071364879148","0.0005159071364879148","0.0005159071364879148","0.0005456368011351674","0.0005159071364879148"
"INTL.36-12-BRA-MTOE.A","        Brazil","0","0","0","0","0","0","0","0","0.00000859845227479858","0.00000859845227479858","0.00000859845227479858","0.00000859845227479858","0.00000859845227479858","0.00000859845227479858","0.00000859845227479858","0.00000859845227479858","0.00001719690454959716","0.00001719690454959716","0.00001719690454959716","0.00001719690454959716","0.00001719690454959716","0.0000859845227479858","0.0001719690454959716","0.0001719690454959716","0.000429922613739929","0.0014617368867157587","0.005047291485306767","0.007265692172204801","0.07111779876485906","0.29588134122809395","0.5664660358637305","0.9150730864408894","1.426036112870795","2.3408725011174636","4.184036808129358"
"INTL.36-12-VGB-MTOE.A","        British Virgin Islands","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000859845227479858","0.00000859845227479858","0.00000859845227479858","0.00000859845227479858","0.00000859845227479858","0.00002579535682439574","0.00002579535682439574","0.00002579535682439574","0.0001719690454959716","0.0001719690454959716","0.0001719690454959716","0.0001719690454959716","0.0001719690454959716","0.0001719690454959716"
"INTL.36-12-BRN-MTOE.A","        Brunei","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0001719690454959716","0.0001719690454959716","0.0001719690454959716","0.0000859845227479858","0.0000859845227479858","0.0001719690454959716","0.0001719690454959716","0.0001719690454959716","0.0001719690454959716","0.0003439380909919432","0.000429922613739929","0.000429922613739929"
"INTL.36-12-BGR-MTOE.A","        Bulgaria","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0002579535682439574","0.001289767841219787","0.008598452274798581","0.06999140151686045","0.11702493546000868","0.10765262248047823","0.11891659496046438","0.11917454852870833","0.12061908851087448","0.11546001714599534","0.12403267406396952","0.12733447973749218","0.126104901062196","0.17227480645886345","0.2794496989309539"
"INTL.36-12-BFA-MTOE.A","        Burkina Faso","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0005159071364879148","0.0007738607047318723","0.0007738607047318723","0.000859845227479858","0.0009458297502278439","0.0011177987957238155","0.0013757523639677729","0.002493551159691588","0.007308684433578794","0.007824591570066708","0.0077386070473187225","0.00799656061556268","0.00799656061556268","0.00799656061556268"
"INTL.36-12-MMR-MTOE.A","        Burma","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00005159071364879148","0.00005159071364879148","0.0003439380909919432","0.0005159071364879148","0.0007738607047318723","0.00266552020518756","0.0040412725691553325","0.005503009455871091","0.0060189165923590065","0.007308684433578794","0.006792777297090879","0.007394668956326779","0.013671539116929744","0.009154891999402759"
"INTL.36-12-BDI-MTOE.A","        Burundi","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00007738607047318723","0.0000859845227479858","0.0001719690454959716","0.0002579535682439574","0.0003439380909919432","0.000429922613739929","0.0005159071364879148","0.0006878761819838864","0.0002579535682439574","0.0002579535682439574","0.0002579535682439574","0.0001719690454959716","0.0001719690454959716","0.0001719690454959716"
"INTL.36-12-CPV-MTOE.A","        Cabo Verde","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0001719690454959716","0.0007738607047318723","0.0006878761819838864","0.0006018916592359006","0.0006018916592359006","0.0005159071364879148","0.0005159071364879148","0.0006018916592359006","0.0007738607047318723","0.0007738607047318723","0.0007738607047318723","0.0007738607047318723","0.006190885637854978","0.006190885637854978"
"INTL.36-12-KHM-MTOE.A","        Cambodia","0","0","0","0","0","0","0","0","0","0","0","0.0000859845227479858","0.0000859845227479858","0.0000859845227479858","0.0000859845227479858","0.0000859845227479858","0.0000859845227479858","0.0001719690454959716","0.0001719690454959716","0.0001719690454959716","0.0001719690454959716","0.0002579535682439574","0.0002579535682439574","0.0006018916592359006","0.0007738607047318723","0.0011177987957238155","0.0015477214094637445","0.002321582114195617","0.0028374892506835316","0.0036973344781633896","0.010318142729758296","0.026311263960883655","0.054600171944970986","0.062424763515037694","0.06913155628938059"
"INTL.36-12-CMR-MTOE.A","        Cameroon","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000859845227479858","0.0002579535682439574","0.0003439380909919432","0.000429922613739929","0.0006878761819838864","0.000859845227479858","0.0010318142729758297","0.0013757523639677729","0.001719690454959716","0.001719690454959716","0.001719690454959716","0.0018916595004556877","0.0018916595004556877","0.0019258638856512681"
"INTL.36-12-CAN-MTOE.A","        Canada","0.002235597591447631","0.002235597591447631","0.0027515047279355457","0.0030094582961795032","0.003095442818927489","0.003095442818927489","0.003181427341675475","0.0032674118644234608","0.003353396387171446","0.0036113499554154037","0.0038693035236593613","0.004127257091903319","0.004385210660147276","0.004643164228391234","0.004815133273887205","0.0037833190009113754","0.0038693035236593613","0.003439380909919432","0.004213241614651304","0.0042992261373992905","0.011435941525482112","0.02416165089218401","0.0509028374668076","0.07730008595043925","0.12889079959923072","0.18185726561198998","0.24754944099145113","0.34488392074217106","0.3047291486188617","0.32493551146463834","0.34737747190186263","0.36436801359686466","0.514531384123947","0.5119084262575198","0.7148248492119009"
"INTL.36-12-CYM-MTOE.A","        Cayman Islands","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0001719690454959716","0.0007738607047318723","0.001289767841219787","0.0014617368867157587","0.0016337059322117304","0.0018056749777077019","0.0018558784170664773","0.0018916595004556877"
"INTL.36-12-CAF-MTOE.A","        Central African Republic","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000859845227479858","0.00002579535682439574","0.00003439380909919432","0.00003439380909919432","0.00003439380909919432","0.00003439380909919432","0.00003439380909919432","0.00003439380909919432","0","0","0","0","0","0"
"INTL.36-12-TCD-MTOE.A","        Chad","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000859845227479858","0.00000859845227479858","0.00002579535682439574","0.00002579535682439574","0.00002579535682439574","0.0000859845227479858","0.0000859845227479858","0.0001719690454959716","0.0002579535682439574","0.0002579535682439574","0.0002579535682439574"
"INTL.36-12-CHL-MTOE.A","        Chile","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0006878761819838864","0.041272570919033184","0.10644883916200643","0.22269991391728325","0.33041272556368506","0.4403955286106337","0.5417454855736845","0.6474634562923332","0.9084264828324701","1.351160790461849","1.5525365427376316"
"INTL.36-12-CHN-MTOE.A","        China","0","0.0001719690454959716","0.0001719690454959716","0.0002579535682439574","0.0003439380909919432","0.000429922613739929","0.0006018916592359006","0.0007738607047318723","0.0009458297502278439","0.0012037833184718012","0.0014617368867157587","0.001719690454959716","0.0020636285459516594","0.003439380909919432","0.005417024933123106","0.005846947546863035","0.00636285468335095","0.0072226999108308074","0.009028374888538509","0.013069647457693843","0.033705932917210434","0.060791057582825964","0.22502149603147886","0.5473774718136777","1.3314703347525603","2.514015476105609","3.2975924319080034","5.5497850362459955","9.829492686981494","15.069157345032329","19.16171108355456","23.072484942535276","28.06852105383197","35.79346529806127","45.00257431377718"
"INTL.36-12-COL-MTOE.A","        Colombia","0","0","0","0","0","0","0","0","0","0","0","0.0005159071364879148","0.0005159071364879148","0.0005159071364879148","0.0006018916592359006","0.0006018916592359006","0.0006018916592359006","0.0006018916592359006","0.0006018916592359006","0.0006018916592359006","0.0006018916592359006","0.0006878761819838864","0.0006878761819838864","0.0006878761819838864","0.0006878761819838864","0.0007652622524570736","0.0007652622524570736","0.0007652622524570736","0.0012209802230213984","0.0017884780731581048","0.011461736882306508","0.016732588126758038","0.027962166797644985","0.054600171944970986","0.0971962080396889"
"INTL.36-12-COM-MTOE.A","        Comoros","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.36-12-COG-MTOE.A","        Congo-Brazzaville","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000859845227479858","0.00000859845227479858","0.00002579535682439574","0.00002579535682439574","0.0000859845227479858","0.0000859845227479858","0.0000859845227479858","0.0000859845227479858","0.0000859845227479858","0.0000859845227479858","0.00010318142729758296","0.00010318142729758296","0.000859845227479858"
"INTL.36-12-COD-MTOE.A","        Congo-Kinshasa","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000859845227479858","0.0000859845227479858","0.0000859845227479858","0.0000859845227479858","0.000429922613739929","0.0006018916592359006","0.0009458297502278439","0.0010318142729758297","0.0014617368867157587","0.09071367149912503","0.18177128108924198","0.18916595004556877"
"INTL.36-12-COK-MTOE.A","        Cook Islands","0","0","0","0.00000859845227479858","0.00000859845227479858","0.00000859845227479858","0.00000859845227479858","0.00000859845227479858","0.00000859845227479858","0.00000859845227479858","0.00000859845227479858","0.00000859845227479858","0.00000859845227479858","0.00000859845227479858","0.00000859845227479858","0.00000859845227479858","0.00000859845227479858","0.00000859845227479858","0.00000859845227479858","0.00000859845227479858","0.00000859845227479858","0.00000859845227479858","0.00000859845227479858","0.00000859845227479858","0.00006878761819838864","0.00012037833184718012","0.0003009458296179503","0.0004041272569155333","0.0006018916592359006","0.0013757523639677729","0.001289767841219787","0.0011177987957238155","0.0013671539116929742","0.0013671539116929742","0.0013671539116929742"
"INTL.36-12-CRI-MTOE.A","        Costa Rica","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000859845227479858","0.0010318142729758297","0.0013757523639677729","0.0018056749777077019","0.0024075666369436023","0.002579535682439574","0.003439380909919432","0.005073086842131163","0.005846947546863035","0.0060189165923590065","0.007050730865334836","0.00696474634258685","0.00696474634258685"
"INTL.36-12-CIV-MTOE.A","        Cote d'Ivoire","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000859845227479858","0.00001719690454959716","0.00001719690454959716","0.00001719690454959716","0.0000429922613739929","0.0001719690454959716","0.0001719690454959716","0.0001719690454959716","0.0001719690454959716","0.0002579535682439574","0.0003439380909919432","0.000429922613739929","0.0006018916592359006","0.0006018916592359006","0.0009458297502278439","0.0015477214094637445","0.0015477214094637445","0.0015477214094637445","0.0015477214094637445"
"INTL.36-12-HRV-MTOE.A","        Croatia","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0001719690454959716","0.0009458297502278439","0.0030094582961795032","0.004901117796635191","0.005674978501367063","0.006766981940266483","0.006440240753824137","0.007128116935808023","0.008194325017883048","0.012768701628075892","0.013662648317277601","0.023989681846688038"
"INTL.36-12-CUB-MTOE.A","        Cuba","0","0","0","0","0","0","0","0","0","0","0.00000859845227479858","0.00000859845227479858","0.00000859845227479858","0.00000859845227479858","0.00000859845227479858","0.00000859845227479858","0.00000859845227479858","0.00000859845227479858","0.00000859845227479858","0.00000859845227479858","0.00000859845227479858","0.0001719690454959716","0.0001719690454959716","0.001289767841219787","0.009716251070522396","0.008082545138310665","0.010834049866246212","0.01229578675296197","0.006448839206098935","0.01066208082075024","0.01779879620883306","0.01865864143631292","0.018744625959060904","0.018142734299825006","0.018362161556821976"
"INTL.36-12-CYP-MTOE.A","        Cyprus","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000859845227479858","0.0000859845227479858","0.0001719690454959716","0.0002579535682439574","0.0003439380909919432","0.0006018916592359006","0.0010318142729758297","0.0018916595004556877","0.0042992261373992905","0.006878761819838864","0.010894239032169802","0.01254514186893113","0.014789337912653558","0.017153912288223168","0.018770421315885303","0.025417024924304605","0.040266552002881754","0.05190007736318646","0.07343078242677988"
"INTL.36-12-CZE-MTOE.A","        Czechia","--","--","--","--","0.00024505588983175954","0.00024505588983175954","0.00024505588983175954","0","0","0","0","0","0","0","0","0","0","0.0000859845227479858","0.0001719690454959716","0.0011177987957238155","0.007652622524570736","0.05262252792176731","0.1865004298403812","0.1829750644077138","0.1731728288144434","0.18091143586176214","0.19294926904648016","0.18147033525962405","0.18698194316776992","0.20153052441672914","0.19915735158888473","0.1992691314684571","0.1975408425612226","0.22579535673621073","0.27601031802103443"
"INTL.36-12-DNK-MTOE.A","        Denmark","0.001289767841219787","0.001719690454959716","0","0","0","0","0","0","0","0","0.0000859845227479858","0.0000859845227479858","0.0000859845227479858","0.0000859845227479858","0.0001719690454959716","0.0001719690454959716","0.0001719690454959716","0.0001719690454959716","0.0001719690454959716","0.0002579535682439574","0.0003439380909919432","0.0005159071364879148","0.0012811693889449886","0.008933791913515725","0.044496990522082655","0.05120378329642555","0.05196044709660782","0.06395528801995184","0.06461736884511134","0.08194325017883047","0.08282889076313472","0.10150472910399724","0.11254514182483862","0.181782983582788","0.28916595000147627"
"INTL.36-12-DJI-MTOE.A","        Djibouti","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000429922613739929","0.0000429922613739929","0.0000429922613739929","0.0000429922613739929","0.0000429922613739929","0.0000429922613739929","0.0000859845227479858","0.0000859845227479858","0.0000859845227479858","0.00010318142729758296","0.00010627687011651046","0.0000859845227479858"
"INTL.36-12-DMA-MTOE.A","        Dominica","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00001719690454959716","0.00001719690454959716","0.00002579535682439574","0.00002579535682439574","0.00003439380909919432","0.00003439380909919432","0.00003439380909919432","0.00003439380909919432","0.00003439380909919432","0.00003439380909919432","0.00003439380909919432","0.00003439380909919432","0.00003439380909919432","0.00001719690454959716","0.00001719690454959716","0.00001719690454959716","0.00001719690454959716","0.0000186723989599526","0.0000186723989599526"
"INTL.36-12-DOM-MTOE.A","        Dominican Republic","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000859845227479858","0.0007738607047318723","0.0015477214094637445","0.0027515047279355457","0.006448839206098935","0.011951848661970027","0.019776440232036736","0.03198624246225072","0.051332760080547525","0.07308684433578794","0.10644883916200643","0.11708512462593228"
"INTL.36-12-ECU-MTOE.A","        Ecuador","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0003439380909919432","0.0013757523639677729","0.003095442818927489","0.003353396387171446","0.003181427341675475","0.0032674118644234608","0.0032674118644234608","0.0032674118644234608","0.003181427341675475","0.003353396387171446","0.003353396387171446"
"INTL.36-12-EGY-MTOE.A","        Egypt","0.00000859845227479858","0.00000859845227479858","0.00000859845227479858","0.00000859845227479858","0.00000859845227479858","0.00000859845227479858","0.00001719690454959716","0.00001719690454959716","0.00001719690454959716","0.00001719690454959716","0.00001719690454959716","0.00001719690454959716","0.00001719690454959716","0.00001719690454959716","0.00001719690454959716","0.00001719690454959716","0.00001719690454959716","0.00001719690454959716","0.00001719690454959716","0.00001719690454959716","0.00001719690454959716","0.017712811686085076","0.019174548572800834","0.020378331891272635","0.009802235593270382","0.020980223550508537","0.014445399821661615","0.049871023193831764","0.046173688715668376","0.13112639719067834","0.3809114357735771","0.4251934649887898","0.40868443662117654","0.42072226980589456","0.39036973327585556"
"INTL.36-12-SLV-MTOE.A","        El Salvador","0","0","0","0","0","0","0","0","0","0","0","0.00000859845227479858","0.00000859845227479858","0.00000859845227479858","0.00000859845227479858","0.00000859845227479858","0.00000859845227479858","0.00000859845227479858","0.00000859845227479858","0.00000859845227479858","0.00000859845227479858","0.00000859845227479858","0.00000859845227479858","0.00000859845227479858","0.0009458297502278439","0.0018916595004556877","0.0024075666369436023","0.003852106619109764","0.015907136708377373","0.024505588983175956","0.042132416146513044","0.0775580395186832","0.09251934647683273","0.10687876177574636","0.10687876177574636"
"INTL.36-12-GNQ-MTOE.A","        Equatorial Guinea","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
