Report generated on: 02-06-2025 11:56:43
"API","","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
"INTL.81-1-NPL-MTOE.A","        Nepal","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-NLD-MTOE.A","        Netherlands","0","0","0","0","0","0","0.017251938492867224","0.08231639223739505","0.08056486470508595","0.2678408306057718","0.3734131809703217","0.4409118832361931","1.0401377031036","1.21512859945722","1.520015246741988","1.439595839534058","1.292013010129842","1.704714783779655","1.624999200732198","1.739457439348725","1.749308205641976","1.804477889593467","1.718346998462472"
"INTL.81-1-NLDA-MTOE.A","        Netherlands Antilles","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-NCL-MTOE.A","        New Caledonia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-NZL-MTOE.A","        New Zealand","0","0","0","0","0","0","0","0","0","0.0010673527889272767","0.0010673527889272767","0.002121298357082954","0.0011591805006","0.0002015966088","0.0007055881308","0.0004283927937","0","0","0","0.0019655669358","0.002883587493123","0.001437887812266",".001437887812266"
"INTL.81-1-NIC-MTOE.A","        Nicaragua","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-NER-MTOE.A","        Niger","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-NGA-MTOE.A","        Nigeria","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-NIU-MTOE.A","        Niue","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-PRK-MTOE.A","        North Korea","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-MKD-MTOE.A","        North Macedonia","0","0","0","0","0","0","0","0.00295747517020581","0.000988525947301668","0.0009855293092182495","0.001971058618436499","0.0049275972548384105","0.005213584698663727","0","0.003073592296917","0.001910631859902","0","0","0","0","0.001192191945291","0","0"
"INTL.81-1-MNP-MTOE.A","        Northern Mariana Islands","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","",""
"INTL.81-1-NOR-MTOE.A","        Norway","0","0","0","0","0","0","0","0","0","0","0","0.08967794226606","0","0","0","0","0.052737168870558","0.09932160924054","0.089165424084957","0.075833336353491","0.075227790539808","0.077303983614687","0.072448529291739"
"INTL.81-1-OMN-MTOE.A","        Oman","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-PAK-MTOE.A","        Pakistan","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.81-1-PSE-MTOE.A","        Palestinian Territories","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-PAN-MTOE.A","        Panama","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-PNG-MTOE.A","        Papua New Guinea","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-PRY-MTOE.A","        Paraguay","0","0","0","0","0","0","0","0.002554481029257","0.008514684768429","0.006811697415591","0.013623394831182","0.000851493676419","0.001702987352838","0.006811697415591","0.006811697415591","0.010217672121267","0.010217672121267","0.010217672121267","0.01023858776943","0.010237327790625","0.020406112734258","0.016850704542309","0.021498766353954"
"INTL.81-1-PER-MTOE.A","        Peru","0","0","0","0","0","0","0.004244112606762","0.005941808048619","0.006790781767428","0.008488477209285","0.027162875073951","0.027162875073951","0.015279258976713","0.008488477209285","0","0","0","0.031407239676474","0.095070188756709","0.129872819316897","0.157884416113896","0.176559065974323","0.17825676141618"
"INTL.81-1-PHL-MTOE.A","        Philippines","0","0","0","0","0","0","0","0.041593160331855","0.056023445589759","0.116291255782041","0.105256361407851","0.112895864898327","0.11714022950085","0.131570514758754","0.146000800016658","0.173163675090609","0.192687046674084","0.186744986629704","0.186744986629704","0.205419636490131","0.159582111555753","0.168070588765038","0.1723147013718"
"INTL.81-1-POL-MTOE.A","        Poland","0","0","0","0","0","0.06506445374452782","0.09020299269127721","0.047812515251660595","0.261959376034942","0.37806834547073137","0.3742423091342889","0.3621268149345295","0.5552474597874","0.578249380855719","0.652998631445388","0.695072095697709","0.794011931360334","0.792855018821583","0.78357577891428","0.848701311391359","0.84203375555106","0.872085006037593","0.88006495580118"
"INTL.81-1-PRT-MTOE.A","        Portugal","0","0","0","0","0","0","0.08823134257780667","0.1759697726272457","0.15964694048921937","0.24294717060311546","0.30698133858084925","0.357772672115194","0.2730122074674","0.270061589101851","0.296212197203865","0.317476355504328","0.295499049200235","0.316070471153709","0.32115095769123","0.347136256574028","0.295182542524419","0.285056848855917","0.273872268999693"
"INTL.81-1-PRI-MTOE.A","        Puerto Rico","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-QAT-MTOE.A","        Qatar","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-REU-MTOE.A","        Reunion","0","0","0","0","0","0","0","0","0","0","0","0","ie","ie","ie","ie","ie","ie","ie","ie","","",""
"INTL.81-1-ROU-MTOE.A","        Romania","0","0","0","0","0","0","0","0.02168815124817594","0.08995586120445179","0.08080827706560142","0.011825119429298075","0.10544517893223107","0.0887529070242","0.120758384637288","0.096887834180802","0.131799830901264","0.150579562994028","0.146389125484359","0.165441264994764","0.184515328136376","0.256972425283989","0.203765284319166","0.202081700639925"
"INTL.81-1-RUS-MTOE.A","        Russia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.81-1-RWA-MTOE.A","        Rwanda","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-SHN-MTOE.A","        Saint Helena","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-KNA-MTOE.A","        Saint Kitts and Nevis","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-LCA-MTOE.A","        Saint Lucia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-SPM-MTOE.A","        Saint Pierre and Miquelon","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-VCT-MTOE.A","        Saint Vincent/Grenadines","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-WSM-MTOE.A","        Samoa","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-STP-MTOE.A","        Sao Tome and Principe","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-SAU-MTOE.A","        Saudi Arabia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0"
"INTL.81-1-SEN-MTOE.A","        Senegal","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-SRB-MTOE.A","        Serbia","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.81-1-SYC-MTOE.A","        Seychelles","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-SLE-MTOE.A","        Sierra Leone","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-SGP-MTOE.A","        Singapore","0","0","0","0","0","0.00098582505673527","0","0","0","0","0.05368517692344","0.482296702943988","0.858601216858005","0.857513099162007","0.893935558473903","0.962471349584595","0.915950160150624","1.094635062364743","1.002547747430991","1.250684949338559","1.246368261952629","1.206104379260049","1.269583623430515"
"INTL.81-1-SVK-MTOE.A","        Slovakia","0","0.036968439627572625","0.00295747517020581","0.00197165011347054","0.011862311367620016","0.034010964457366816","0.04189756491124898","0.044855040081454786","0.1018181725720718","0.10923079644134734","0.12216028639045311","0.124285528047763","0.10808987544472724","0.094798033334829","0.09275459970888","0.095700682150731","0.103741866884241","0.103353289420779","0.104742794046933","0.103790502066114","0.111240504744318","0.110790692310933","0.111743488283274"
"INTL.81-1-SVN-MTOE.A","        Slovenia","0","0","0","0","0","0","0.00197165011347054","0.00492912528367635","0.007908207578413344","0.006833049215749177","0.019511400231651627","0.0004821177439963838","0.0009323843157","0.001498366794906","0","0","0","0","0","0","0","0","0"
"INTL.81-1-SLB-MTOE.A","        Solomon Islands","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-SOM-MTOE.A","        Somalia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-ZAF-MTOE.A","        South Africa","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.81-1-KOR-MTOE.A","        South Korea","0","0","0.00098582505673527","0.00197165011347054","0.00494262973650834","0.01182990068082324","0.044357049838503","0.105106927921578","0.1880392368582","0.287128254011337","0.383448845734128","0.375106274070462","0.42382411055307","0.500808563542809","0.468373433157216","0.529474089339603","0.520713204712677","0.506248900027038","0.636427138206267","0.713569844533914","0.636427138206267","0.732855584114766","0.752141323695618"
"INTL.81-1-SSD-MTOE.A","        South Sudan","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-ESP-MTOE.A","        Spain","0.07908207578413344","0.07935891706718924","0.07393687925514525","0.10153998084373281","0.11120916907143764","0.16019657171948137","0.06210697857432201","0.17794142274071623","0.21846423435366863","0.7160605364050379","0.8283448766683699","0.6543920528159517","0.4501148282982","0.654285321801054","1.100994175393578","1.010660246964864","1.235601239072382","1.600563423783789","1.561336755643485","1.80356138101071","1.676289409943094","1.607219891810604","1.615993124229819"
"INTL.81-1-LKA-MTOE.A","        Sri Lanka","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-SDN-MTOE.A","        Sudan","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-SUR-MTOE.A","        Suriname","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-SWE-MTOE.A","        Sweden","0","0.002464562641838175","0.003450387698573445","0.004436212755308715","0.00741394460476251","0.00788660045388216","0.011336988152455605","0.0197165011347054","0.10873785420318348","0.15455134311459254","0.16453380763909387","0.19615626585774965","0.2216302717995","0.116334095061411","0.140421865863879","0.124197874779177","0.097326306804942","0.066288492914094","0.259127745027822","0.323407327735224","0.313363784684808","0.394717844170287","0.368604027449379"
"INTL.81-1-CHE-MTOE.A","        Switzerland","0","0","0","0","0.002965577841905004","0.00690077539714689","0.00788660045388216","0.01084407562408797","0.010873785420318348","0.005148471358799947","0.006006188449412469","0.005148471358799947","0.0061738961445","0.0047123207307","0.004787919459","0.0056699046225","0.0067873294255023","0.0068542846992","0.0054431084376","0.012347792289","0.012934690416369","0.012514865478543","0.013732760991456"
"INTL.81-1-SYR-MTOE.A","        Syria","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-TWN-MTOE.A","        Taiwan","0","0","0","0","0","0","0","0","0.010607257567773","0.038571479161704","0.027964221593931","0.073285659209781","0.059785490305728","0.075214182768714","0.03664270360701","0.03664270360701","0.047249961174783","0.052071396069996","0.086785576118073","0.091124943122493","0.095681026481373","0.100465166003958","0.105488449503732"
"INTL.81-1-TJK-MTOE.A","        Tajikistan","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-TZA-MTOE.A","        Tanzania","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.81-1-THA-MTOE.A","        Thailand","0","0","0","0","0","0.00098582505673527","0.001697695441857","0.057721141031616","0.380281007022597","0.517793077834209","0.560235211884873","0.534770032252779","0.772445630142432","0.916748482721472","0.993144273613515","1.061051587296273","1.052563110086988","1.211296499919693","1.330134172866639","1.566112075314435","1.564414379872578","1.407378937477491","1.180738233962028"
"INTL.81-1-BHS-MTOE.A","        The Bahamas","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-TLS-MTOE.A","        Timor-Leste","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-TGO-MTOE.A","        Togo","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-TON-MTOE.A","        Tonga","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-TTO-MTOE.A","        Trinidad and Tobago","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-TUN-MTOE.A","        Tunisia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-TUR-MTOE.A","        Turkiye","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000109870151796","0.000008819851635","0.002838984243426","0.016088669361045","0.013073288084919","0.013073288084919"
"INTL.81-1-TKM-MTOE.A","        Turkmenistan","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-TCA-MTOE.A","        Turks and Caicos Islands","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-TUV-MTOE.A","        Tuvalu","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","",""
"INTL.81-1-USIQ-MTOE.A","        U.S. Pacific Islands","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"none","        U.S. Territories","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.81-1-VIR-MTOE.A","        U.S. Virgin Islands","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-UGA-MTOE.A","        Uganda","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-UKR-MTOE.A","        Ukraine","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.81-1-ARE-MTOE.A","        United Arab Emirates","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-GBR-MTOE.A","        United Kingdom","0","0","0","0","0","0.00887242551061743","0","0","0","0","0","0.152791329788325","0.212210418257559","0.229187120680368","0.123082037549469","0.127326150156231","0.297094434363126","0.398955404887263","0.424420584519357","0.449885764151451","0.381978702464454","0.403199517494025","0.424420584519357"
"INTL.81-1-USA-MTOE.A","        United States","0","0.0275683362534","0.0337170328218","0.0456868314693","0.089962486677","0.2919118895424","0.782095807809927","1.605642146350983","2.508233507219475","1.723245796056312","0.997381078343208","3.109746884734953","3.319248348561762","4.659157688993352","4.582040686233327","4.636665303353775","5.751650031402312","5.957295456094299","6.94857143313576","7.191811601419815","7.634913639685146","8.472276653806071","10.492102056885786"
"INTL.81-1-URY-MTOE.A","        Uruguay","0","0","0","0","0","0","0","0","0","0","0.010651248242990552","0.01704200704703545","0.020727708620805564","0.02786720412128694","0.03283916350367844","0.023324325094839466","0.024176873356130547","0.0243581874535971","0.0245408843803221","0.0247249420841565","0.03897870431148","0.035682095766078","0.012702098328966"
"INTL.81-1-UZB-MTOE.A","        Uzbekistan","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-VUT-MTOE.A","        Vanuatu","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-VEN-MTOE.A","        Venezuela","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-VNM-MTOE.A","        Vietnam","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.81-1-WAK-MTOE.A","        Wake Island","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-ESH-MTOE.A","        Western Sahara","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-YEM-MTOE.A","        Yemen","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-ZMB-MTOE.A","        Zambia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-ZWE-MTOE.A","        Zimbabwe","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
