Report generated on: 02-06-2025 11:56:43
"API","","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
"INTL.81-1-BEN-MTOE.A","        Benin","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-BMU-MTOE.A","        Bermuda","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-BTN-MTOE.A","        Bhutan","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-BOL-MTOE.A","        Bolivia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.81-1-BIH-MTOE.A","        Bosnia and Herzegovina","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.81-1-BWA-MTOE.A","        Botswana","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-BRA-MTOE.A","        Brazil","0","0","0","0","0","0","0.058570114750425","0.342931959297504","0.99059785644861","1.365785525149875","2.025673972696764","2.268952696332252","2.376755474905008","2.491349035245192","2.911525507157787","3.412341882569187","3.226445617662531","3.658505957668125","4.592231394808167","5.029384569143571","5.517468354738924","5.831539491524859","5.742411110816769"
"INTL.81-1-VGB-MTOE.A","        British Virgin Islands","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-BRN-MTOE.A","        Brunei","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-BGR-MTOE.A","        Bulgaria","0","0","0","0","0","0","0","0","0.00988525947301668","0.018723775302572982","0.018723775302572982","0.01576723666617107","0.0071314800363","0.039073958709138","0.054528354739746","0.043411057751709","0.056427898786164","0.083184052701861","0.114152063766912","0.154333543845645","0.123029622431181","0.176328741848769","0.241853183615511"
"INTL.81-1-BFA-MTOE.A","        Burkina Faso","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-MMR-MTOE.A","        Burma","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-BDI-MTOE.A","        Burundi","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-CPV-MTOE.A","        Cabo Verde","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-KHM-MTOE.A","        Cambodia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-CMR-MTOE.A","        Cameroon","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-CAN-MTOE.A","        Canada","0","0","0","0","0","0","0.021221067025332","0.059418836473473","0.080639903498805","0.093372493314852","0.097616857917375","0.101860970524137","0.086581711547424","0.134965653646707","0.297943408081935","0.336989899253124","0.393862318561692","0.336989899253124","0.26144308207989","0.304733937853602","0.343780681020552","0.353117879952885","0.303036242411745"
"INTL.81-1-CYM-MTOE.A","        Cayman Islands","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-CAF-MTOE.A","        Central African Republic","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-TCD-MTOE.A","        Chad","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-CHL-MTOE.A","        Chile","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-CHN-MTOE.A","        China","0","0","0","0","0.00494262973650834","0.1182990068082324","0.231733789841034","0.298792129804983","0.453281155035165","0.501665097134448","0.482141977546734","0.626444830125774","0.786875915400336","0.915899760998424","0.961737285932802","0.668037990457629","0.771596656423623","0.885341495040759","0.707933707343388","0.797062088051478","1.23506398410993","1.557623850100911","2.062684338119073"
"INTL.81-1-COL-MTOE.A","        Colombia","0","0","0","0","0","0","0","0","0","0.157035694390848","0.325955004878934","0.429513670844928","0.47280452661864","0.486386090153496","0.5008163754114","0.505060488018162","0.488932507318401","0.494874567362781","0.532223615087874","0.513548965227447","0.494874567362781","0.611165823144822","0.661247460685962"
"INTL.81-1-COM-MTOE.A","        Comoros","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-COG-MTOE.A","        Congo-Brazzaville","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-COD-MTOE.A","        Congo-Kinshasa","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-COK-MTOE.A","        Cook Islands","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-CRI-MTOE.A","        Costa Rica","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-CIV-MTOE.A","        Cote d'Ivoire","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-HRV-MTOE.A","        Croatia","0","0","0","0","0","0","0","0.00394330022694108","0.003459840815555838","0.005913126564056659","0.013796178047734572","0.007884185182493158","0.0347502154419","0.029563386693237","0.031159527843411","0.015449356115388","0.000998911196604","0.000333894383325","0.000365897844972","0.000232592087403","0.000149937477795","0.000343722218004","0.000352542069639"
"INTL.81-1-CUB-MTOE.A","        Cuba","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-CYP-MTOE.A","        Cyprus","0","0","0","0","0","0","0","0","0.006425418657460842","0.006898655873274909","0.005913126564056659","0.005913126564056659","0.003458753437013806","0.001639232425305","0","0.000660984881103","0.000428644789461","0.001285934368383","0","0","0","0","0"
"INTL.81-1-CZE-MTOE.A","        Czechia","0.06573697549556093","0.06950066649983654","0.10203289337210045","0.11041240635435023","0.08303617957334011","0.12372104462027639","0.10745493118414443","0.07985182959555687","0.07463370902127593","0.1515156920173876","0.19354944866022455","0.20527928809778917","0.1526338324377","0.160568422964307","0.193815987683364","0.148152843815598","0.131527171487862","0.139124591686251","0.171689247892998","0.219534423055263","0.228574014993855","0.216331808928714","0.213905089750284"
"INTL.81-1-DNK-MTOE.A","        Denmark","0","0.02464562641838175","0.0394330022694108","0.04436212755308715","0.06425418657460842","0.06950066649983654","0.06950066649983654","0.06950066649983654","0.09786406878286513","0.08514442857765152","0.0753026412887463","0.07775300804976748","0.0222008265441","0","0","0","0","0","0","0","0","0","0"
"INTL.81-1-DJI-MTOE.A","        Djibouti","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-DMA-MTOE.A","        Dominica","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-DOM-MTOE.A","        Dominican Republic","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","","",""
"INTL.81-1-ECU-MTOE.A","        Ecuador","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.81-1-EGY-MTOE.A","        Egypt","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-SLV-MTOE.A","        El Salvador","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-GNQ-MTOE.A","        Equatorial Guinea","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-ERI-MTOE.A","        Eritrea","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-EST-MTOE.A","        Estonia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.81-1-SWZ-MTOE.A","        Eswatini","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-ETH-MTOE.A","        Ethiopia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-FLK-MTOE.A","        Falkland Islands","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-FRO-MTOE.A","        Faroe Islands","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-FJI-MTOE.A","        Fiji","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-FIN-MTOE.A","        Finland","0","0","0","0","0","0","0","0.04041882732614607","0.09242717607270595","0.2573679674067975","0.33314543133412033","0.22522583150948375","0.2699378591832","0.316064171259684","0.356409196587306","0.431760465050004","0.108455195597985","0.308761334105904","0.288346653515772","0.363349915832529","0.346517102989251","0.697850348962734","0.654780241475658"
"INTL.81-1-CSK-MTOE.A","        Former Czechoslovakia","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","","",""
"INTL.81-1-SCG-MTOE.A","        Former Serbia and Montenegro","0","0","0","0","0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","","",""
"INTL.81-1-SUN-MTOE.A","        Former U.S.S.R.","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","","",""
"INTL.81-1-YUG-MTOE.A","        Former Yugoslavia","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","","",""
"INTL.81-1-FRA-MTOE.A","        France","0.2921094174276429","0.2927900418503752","0.3184214933254922","0.36524818352041755","0.38305380457939636","0.5974099843815737","0.5831155210589122","0.9434345792956534","1.738817141303634","2.1070800487459254","1.9672336665076189","1.7551639661277842","1.9611570099825","1.84625450283933","1.856768269979772","1.999246925244933","1.805410525904928","1.750755921288921","1.994196426202971","1.856826481000563","1.786489928181765","1.388566193940036","1.286791909957683"
"INTL.81-1-GUF-MTOE.A","        French Guiana","0","0","0","0","0","0","0","0","0","0","0","0","ie","ie","ie","ie","ie","ie","ie","ie","","",""
"INTL.81-1-PYF-MTOE.A","        French Polynesia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-GAB-MTOE.A","        Gabon","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-GMB-MTOE.A","        Gambia, The","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-GEO-MTOE.A","        Georgia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00023687601534","0.000107098198425","0.000006299894025",".000006299894025"
"INTL.81-1-DEU-MTOE.A","        Germany","0.24515443493081365","0.34306711974387394","0.5392463060341927","0.6555736627289546","0.9905029991962714","1.4590210839681996","2.2792275311719443","2.904733529670473","2.467360764464963","2.366126334020562","2.8837025786963695","2.8757752636676446","2.5637544732618","2.667721372360614","3.042643689525546","2.765358893930391","2.794793258793996","2.841364847380167","2.960064678645846","3.175646548189824","2.891959548290703","3.062290791027672","3.010033170090297"
"INTL.81-1-DDR-MTOE.A","        Germany, East","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","","",""
"INTL.81-1-DEUW-MTOE.A","        Germany, West","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","","",""
"INTL.81-1-GHA-MTOE.A","        Ghana","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-GIB-MTOE.A","        Gibraltar","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-GRC-MTOE.A","        Greece","0","0","0","0","0","0","0.04633377766655769","0.09168173027638012","0.06919681631111677","0.0793316590043705","0.1261164516343846","0.10984358529661399","0.1242591097491","0.137916524008017","0.14163673742766","0.133733646371178","0.138293005674951","0.139245549651531","0.150752684081835","0.172110332809629","0.158418143135694","0.146147965541082","0.161223611942907"
"INTL.81-1-GRL-MTOE.A","        Greenland","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-GRD-MTOE.A","        Grenada","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-GLP-MTOE.A","        Guadeloupe","0","0","0","0","0","0","0","0","0","0","0","0","ie","ie","ie","ie","ie","ie","ie","ie","","",""
"INTL.81-1-GUM-MTOE.A","        Guam","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-GTM-MTOE.A","        Guatemala","0","0","0","0","0","0","0","0.000702564181668","0.000702564181668","0.000702564181668","0.000702564181668","0.000702564181668","0.000702564181668","0.000702564181668","0.000702564181668","0.000702564181668","0.000702564181668","0.000702564181668","0.000702564181668","0.000702564181668","0.000702564181668","0.002341796606973","0.002341796606973"
"INTL.81-1-GIN-MTOE.A","        Guinea","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-GNB-MTOE.A","        Guinea-Bissau","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-GUY-MTOE.A","        Guyana","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-HTI-MTOE.A","        Haiti","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-HITZ-MTOE.A","        Hawaiian Trade Zone","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","","",""
"INTL.81-1-HND-MTOE.A","        Honduras","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-HKG-MTOE.A","        Hong Kong","0","0","0","0","0","0","0","0","0","0","0.003942067945620161","0.02857901910350264","0.004941097521290023","0.014781707356952823","0.10347412031379458","0.0035110317384369","0.0035110317384369","0.0062816495319036","0.0047530432456776","0.0047530432456776","","",""
"INTL.81-1-HUN-MTOE.A","        Hungary","0","0","0","0","0","0","0","0.00887242551061743","0.13542805478032852","0.12552673108544554","0.14159439793765669","0.14259786926290752","0.1288958317515","0.125361843199236","0.119160227521026","0.131191009142688","0.140151222416565","0.141516283453902","0.144203314253445","0.150472968787125","0.129872567321136","0.160325247054942","0.169281932388165"
"INTL.81-1-ISL-MTOE.A","        Iceland","0","0","0","0","0","0","0","0","0","0","0","0","0.0000755987283","0.000074590745256","0.000074590745256","0","0","0","0","0","0","0","0"
"INTL.81-1-IND-MTOE.A","        India","0","0","0","0","0","0.0098582505673527","0","0","0","0.063663201075996","0.084884016105567","0.094221467033661","0.106954056849708","0.112047143175279","0.11714022950085","0.129023845598088","0.134116931923659","0.144303104574801","0.157035694390848","0.195233463838989","0.169768284206895","0.152791329788325","0.157035694390848"
"INTL.81-1-IDN-MTOE.A","        Indonesia","0","0","0","0","0","0","0.059418836473473","0.229187120680368","0.534770032252779","0.280117731940317","0.66209618240901","1.538100478517436","1.926869710753557","2.504081877057","2.97094434363126","1.018609453245609","2.97094434363126","2.376755474905008","4.753511201805777","6.536077807984533","7.215150944812113","8.106434247901491","9.252369851303332"
"INTL.81-1-IRN-MTOE.A","        Iran","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-IRQ-MTOE.A","        Iraq","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-IRL-MTOE.A","        Ireland","0","0","0","0","0","0.00098582505673527","0.00197165011347054","0.023166888833278845","0.04151808978667006","0.06487847784757471","0.07086785797976984","0.02694989390599477","0.0239647968711","0.021577641027147","0.022596207893109","0.024309779067909","0.024421161194271","0.028234109053962","0.031080149178696","0.041462122536135","0.054229991758722","0.071498253277008","0.08467813556883"
"INTL.81-1-ISR-MTOE.A","        Israel","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-ITA-MTOE.A","        Italy","0.07908207578413344","0.1380155079429378","0.20209413663073034","0.26124364003484657","0.2777757911917687","0.1942075361768482","0.21638859995339177","0.19617918629031872","0.6484730214298942","0.7800616299521181","0.7810393219521353","0.5777148263593466","0.3130039347381","0.405801625722111","0.512139048944652","0.51027629627934","0.508825052691741","0.611806144373523","0.664223782619133","0.770512570659801","0.916740670852881","1.093190622662691","1.036165241927196"
"INTL.81-1-JAM-MTOE.A","        Jamaica","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-JPN-MTOE.A","        Japan","0","0","0","0","0","0","0.004244112606762","0.005941808048619","0.006790781767428","0.007639503490476","0.007344164458584","0.007294017302145","0.007639503490476","0.01103489437419","0.015279258976713","0.01697695441857","0.017825676141618","0.01697695441857","0.017825676141618","0.020372093306523","0.018674397864666","0.017825676141618","0.017825676141618"
"INTL.81-1-JOR-MTOE.A","        Jordan","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-KAZ-MTOE.A","        Kazakhstan","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-KEN-MTOE.A","        Kenya","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-KIR-MTOE.A","        Kiribati","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-XKS-MTOE.A","        Kosovo","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.81-1-KWT-MTOE.A","        Kuwait","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-KGZ-MTOE.A","        Kyrgyzstan","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-LAO-MTOE.A","        Laos","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-LVA-MTOE.A","        Latvia","0","0","0","0","0","0.00197165011347054","0.006407862868779255","0.00887242551061743","0.027678726524446706","0.04482832422241726","0.04283597178275528","0.059770376024848075","0.0803614481829","0.058670913054825","0.066592651797621","0.058686788787768","0.040047670329642","0.047449793813256","0.083148017308038","0.076250641333707","0.077946320809476","0.06529714159032","0.078034015334304"
"INTL.81-1-LBN-MTOE.A","        Lebanon","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-LSO-MTOE.A","        Lesotho","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-LBR-MTOE.A","        Liberia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-LBY-MTOE.A","        Libya","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-LTU-MTOE.A","        Lithuania","0","0","0","0","0.001977051894603336","0.00690077539714689","0.0098582505673527","0.024152713890014114","0.06326566062730675","0.10403697712993758","0.08818343148004933","0.07926551014306357","0.0942968137662","0.10366601616018","0.105791348408454","0.103969923047946","0.091154930618052","0.10443208327362","0.136271243684448","0.147582829404216","0.143782733328336","0.13786184092788","0.140513088329361"
"INTL.81-1-LUX-MTOE.A","        Luxembourg","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.81-1-MAC-MTOE.A","        Macau","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-MDG-MTOE.A","        Madagascar","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-MWI-MTOE.A","        Malawi","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-MYS-MTOE.A","        Malaysia","0","0","0","0","0","0","0.091674797872995","0.091674797872995","0.192687046674084","0.209663749096893","0.110349447733422","0.173163675090609","0.199477828441512","0.432909061728642","0.403199517494025","0.630689194728297","0.505060488018162","0.724910409766197","0.933725437140042","1.509239908001628","1.060202865573225","1.016063036080704","0.977016292913754"
"INTL.81-1-MDV-MTOE.A","        Maldives","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-MLI-MTOE.A","        Mali","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-MLT-MTOE.A","        Malta","0","0","0","0","0","0","0","0","0","0","0.0009855293092182495","0.0009855293092182495","0.0004941146947587387","0.001093409606979","0.001087865700237","0.000874173294909","0.000671064711543","0.000255019710132","0","0","0","0","0"
"INTL.81-1-MTQ-MTOE.A","        Martinique","0","0","0","0","0","0","0","0","0","0","0","0","ie","ie","ie","ie","ie","ie","ie","ie","","",""
"INTL.81-1-MRT-MTOE.A","        Mauritania","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-MUS-MTOE.A","        Mauritius","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-MEX-MTOE.A","        Mexico","0","0","0","0","0","0","0.012771901154763","0.012771901154763","0.012771901154763","0.012771901154763","0.012771901154763","0.012771901154763","0.012771901154763","0.012771901154763","0.012771901154763","0.012771901154763","0.012771901154763","0.012771901154763","0.012771901154763","0.012771901154763","0.012771901154763","0.012771901154763","0.012771901154763"
"INTL.81-1-FSM-MTOE.A","        Micronesia","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","",""
"INTL.81-1-MDA-MTOE.A","        Moldova","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.81-1-MNG-MTOE.A","        Mongolia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-MNE-MTOE.A","        Montenegro","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.81-1-MSR-MTOE.A","        Montserrat","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-MAR-MTOE.A","        Morocco","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-MOZ-MTOE.A","        Mozambique","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.81-1-NAM-MTOE.A","        Namibia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.81-1-NRU-MTOE.A","        Nauru","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
