Report generated on: 02-06-2025 11:50:48
"API","","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"INTL.53-1-GNQ-TBPD.A","        Equatorial Guinea","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1","1.6","","4.671232876712328","7.756164383561644","17.6775956284153","59.778082191780825","81.52054794520548","102.32602739726028","117.60382513661202","193.92054794520547","230.24657534246575","292.58306575342465","344.2447868852459","380.1808712328767","375.76229863013697","363.2576328767123","359.20315300546446","346.01606849315067","322.7103835616438","298.8880328767123","310.4","290.7972602739726","278","268","244","202.77876712328768","184.98438356164382","166.76712328767124","157.56284153005464","142.56164383561645","128.3835616438356","97.53792432777534"
"INTL.53-1-ERI-TBPD.A","        Eritrea","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.53-1-EST-TBPD.A","        Estonia","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","-0.0825932803278689","5.090410958904109","5.75352602739726","5.983583561643836","6.713133879781421","7.1536109589041095","4.276709589041096","3.0110082191780823","4.685806010928962","5.0246657534246575","5.542539726027397","6.098701369863013","6.532748633879781","4.794539726027398","8.361690410958904","8.150835616438355","7.6","9","10","11","11","13","13","16","14","18.391846575342466","21.556271232876714","22.591887671232875","22.91260382513661","21.843742465753426","21.21090684931507","23.742520547945205"
"INTL.53-1-SWZ-TBPD.A","        Eswatini","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0.431","0.551","0.827","0.827","0.775","0.81","0.775","0","0","0","0","0","0","0"
"INTL.53-1-ETH-TBPD.A","        Ethiopia","","","","","","","","0","0","0","0","0","0","-0.3","-0.3","-0.3","-0.3","-0.3","-0.05196","-0.1","","","","","","","","","","","","0","0","0","0","0.1","0.1","0.1","0.1","0.1","0.167","0.211","0.296","0.354","0","0","0","0","0","0","0"
"INTL.53-1-FLK-TBPD.A","        Falkland Islands","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.53-1-FRO-TBPD.A","        Faroe Islands","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.53-1-FJI-TBPD.A","        Fiji","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.53-1-FIN-TBPD.A","        Finland","","","","","","","","-0.4","0.8","2","3.1","4.2","4.2","4.8","5.4","5.4","5.2","5.7","6.6","7.4","","","","","","","","","","","","9.155","9.171","10.111","9.789","8.362","8.2552","14.7762","12.902299999999999","14.0008","15.199","16.245","16.5121","9.3942","16.048099999999998","16.2243","16.4589","16.0127","16.73502354803338","16.61781568507262","16.82755685520822"
"INTL.53-1-CSK-TBPD.A","        Former Czechoslovakia","","","","","","","","2.1","2.1","2.1","2.1","-4.5","-4.3","-2.7","-2.2","-0.8","-0.2","0.8","2.1","2.2","","","","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.53-1-SCG-TBPD.A","        Former Serbia and Montenegro","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","23","25","21.56","21.32","20.544","19.58","18.26","17","20","18","16","","16.412","15.585643835616438","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.53-1-SUN-TBPD.A","        Former U.S.S.R.","8323.972602739726","8912.035616438356","9523.032876712328","10060","10602.934246575342","11105.117808219178","11384.219178082192","11705.934426229509","11850.063013698631","11911.928767123287","11971.753424657534","11860.74863387978","11584.745205479452","11894.824657534247","12050.162520502225","12053.431647683778","11715.091110914716","10975.042966439616","9992.004236297558","--","","","","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.53-1-YUG-TBPD.A","        Former Yugoslavia","","","","","","","","88","88","89","87","84","90","87","90","87","77","72","68","--","","","","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.53-1-FRA-TBPD.A","        France","","","","","","","","83","92","86","89","93","106","107","111","119","116","112","113","114","67.67671232876712","68.21655890410959","61.4137205479452","56.101204918032785","48.06578356164383","42.50703561643836","42.11794246575342","43.58504098360656","39.972786301369865","37.93161095890411","31.145430136986302","80.77837704918032","84.82229863013698","80.99767671232877","73.44918356164384","75.0559","69.55148493150685","126.49473150684932","121.27183698630137","117.82286612021856","119.0561397260274","120.94548630136987","122.89583287671233","106.20428895088526","110.2771850550137","116.36322382167123","99.63383575342466","105.55833060109289","107.91239986377091","106.48176535139677","106.92719754060366"
"INTL.53-1-GUF-TBPD.A","        French Guiana","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.53-1-PYF-TBPD.A","        French Polynesia","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.53-1-GAB-TBPD.A","        Gabon","150","202","223","223","222","209","203","175","151","156","157","157","172","166","155","159","208","269.91506849315067","293.97534246575344","297.6502732240437","295.9506849315068","344.4931506849315","368.6027397260274","371","375.972602739726","356.472602739726","318.2054794520548","275.59550273224045","261.9416602739726","256.2712794520548","273.5582273972603","272.94954098360654","269.712","241.663","245.676","247.76461202185791","241.95476712328767","245.3677123287671","240.87842465753425","229.69","219.648","219.669","213.02476712328766","210.52467213114755","198.54231506849314","195.52461643835616","201.46582191780823","173.33587978142077","174.7152686187853","195.48683291343988","203.9450206831016"
"INTL.53-1-GMB-TBPD.A","        Gambia, The","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.53-1-GEO-TBPD.A","        Georgia","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","2.9","1","2","1.396","2.553","2.8","2.38","1.2","2.188","1.976","1.478","2.794","1.926","1.311","1.251468493150685","1.1208356164383562","0.9799","0.99394","1","1","1.005667","1","1","0.7948020547945206","0.39549","0.4123739726027397","0.37248931506849314","0.33744575342465755","0.3129154098360656","0.2910526988793737","0.2710410473971101","0.2522599076581693"
"INTL.53-1-DEU-TBPD.A","        Germany","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","148","132","80.12328767123287","76.36442191780822","76.27665753424658","72.76243715846995","73.47965753424657","75.63845479452054","75.44115890410959","85.82327049180329","85.53984383561644","91.23853424657534","80.73444109589042","147.56829781420765","145.74125479452056","157.07101643835617","143.98522191780822","152.01526721311475","148.35620684931507","205.3683","210.3131","203.2896","198.59058356164385","193.9047712328767","186.43361369863013","172.48243717298908","165.91460089041095","169.2988294249315","162.12994446575343","185.58012076502732","188.70478775557783","185.22294659172834","185.2435463241283"
"INTL.53-1-DDR-TBPD.A","        Germany, East","","","","","","","","-6.2","-6.6","-7","-5.6","3.9","0.6","1.1","1.8","2.2","2.5","4","--","--","","","","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.53-1-DEUW-TBPD.A","        Germany, West","","","","","","","","124","108","117","129","140","148","148","143","155","149","151","--","--","","","","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.53-1-GHA-TBPD.A","        Ghana","","","","","","","","2","2","2","2","2","1","0.2","0.0942857696547944","0.0856578000000001","-0.0566719908712329","-0.0415219847999999","0.2","1.2","","6","6","6.751366120218579","7","7","7","7","7","7","7","8.574","7.399","7.081","7.691","7.1769","6.7683","8.314141095890411","77.54802876712328","79.0813912568306","98.64722876712328","105.57497808219178","102.94006438356165","98.92695573770492","151.33582739726026","173.2359780821918","200.85925068499725","202.0483317769153","186.35906256203214","175.2579871705593","176.39474261681096"
"INTL.53-1-GIB-TBPD.A","        Gibraltar","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.53-1-GRC-TBPD.A","        Greece","","","","","","","","1","10","24","29","31","30","24","25","24","21","19","19","20","11.493150684931507","10.962564383561643","9.32054794520548","9.862565573770492","9.564383561643835","6.980821917808219","0.2547945205479452","5.915300546448087","4.082191780821918","4.043287671232877","2.9262794520547946","4.921729508196721","5.1979780821917805","6.752106849315068","5.578523287671233","6.382800000000001","5.709271232876712","9.802846575342466","8.707684931506849","10.339398907103826","10.214875342465753","10.651043835616438","10.614512328767121","13.295831147540984","13.11281506849315","15.676598630136988","16.016827397260275","13.983020765027323","14.512564722661875","14.339312596457953","14.566676154858357"
"INTL.53-1-GRL-TBPD.A","        Greenland","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.53-1-GRD-TBPD.A","        Grenada","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.53-1-GLP-TBPD.A","        Guadeloupe","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.53-1-GUM-TBPD.A","        Guam","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.53-1-GTM-TBPD.A","        Guatemala","","","","","","","","5","5","6","7","5","3","5.1","4","3","4","3.9","4.4","4.6","6","7","9.35","15","20","25","23","21","21","24.747945205479454","24","20","18.02","17.32","17.923","18.441391967213114","16.54077","14.97761904109589","14.973369863013698","14.606248852459016","13.998994520547946","14.067373561643835","12.56789698630137","12.828026338797814","9.648205698465754","13.262561206326028","13.6186077888","11.824723606387979","11.15616025985503","11.029270091506563","6.184002999608204"
"INTL.53-1-GIN-TBPD.A","        Guinea","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.53-1-GNB-TBPD.A","        Guinea-Bissau","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.53-1-GUY-TBPD.A","        Guyana","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.273972602739726","74.61899071038252","116.91307068493151","289.59473671232877","391.3878131506849"
"INTL.53-1-HTI-TBPD.A","        Haiti","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.53-1-HITZ-TBPD.A","        Hawaiian Trade Zone","","","","","","","","0","0","0","0","0","-0.0745701599999997","-0.3","--","--","--","--","--","--","","","","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.53-1-HND-TBPD.A","        Honduras","","","","","","","","0","0","0","0","0","0","-0.0145794559506849","-0.00804368174794517","-0.0130755757486339","-0.0614601498000001","-0.1","-0.1","-0.0950070362295082","","","","","","","","","","","","0","0.001","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0","0","0","0.02","0.02","0.02","0.02","0.02","0.02"
"INTL.53-1-HKG-TBPD.A","        Hong Kong","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0.08","0.58","0.1","0.3","2.1","0.071","0.071","0.096","0.096","0.096","0.096","0.096","0.096","0.096"
"INTL.53-1-HUN-TBPD.A","        Hungary","","","","","","","","58","58","62","61","63","63","64","60","65","54","58","49","49","55.73698630136986","38.07945205479452","54.23293698630137","59.152939890710385","51.871372602739726","41.5301205479452","39.26694520547945","38.87650273224044","39.16165479452055","37.72877534246575","34.175575342465756","39.73438524590164","37.76826575342466","37.611342465753424","33.06520821917808","37.533334972677594","34.69905890410959","34.62242328767123","30.72528219178082","33.85487158469945","35.3886","30.012490410958904","33.1453","36.66363333333334","38.44027808219178","39.73092191780822","39.52169589041096","37.0459043715847","39.304695052116465","39.278810927349944","40.166683012859586"
"INTL.53-1-ISL-TBPD.A","        Iceland","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.53-1-IND-TBPD.A","        India","","","","","","","","186","329","395","485","525","626","646","627","655","724","682","639","602","543.4849315068493","730.6605479452055","805.659605479452","761.0115191256831","787.7265589041095","769.7075863013698","771.0301534246576","769.9690491803278","768.0077123287671","794.5258219178082","794.9086164383561","852.7867950819672","832.5126164383562","866.6925890410959","893.5561808219178","889.707531147541","894.488495890411","964.5351904109589","1010.6289123287671","1010.8077240437159","1007.2683753424658","1008.8389589041096","1014.6631972602739","1000.5508557377049","1006.0770523834384","985.685409643852","957.070435342452","905.0341221310574","923.3729426042414","936.5958797269517","939.0331379917319"
"INTL.53-1-IDN-TBPD.A","        Indonesia","","","","","","","","1659","1712","1431","1448","1498","1380","1426","1370","1369","1481","1537","1666","1577","1592.7369863013698","1671.764","1662.678","1654.606","1633.372","1598.845","1540.487","1447.447","1375.502","1280.2885671232877","1175.579","1119.303","1099.9067534246576","1035.245","984.737","1022.9585519125683","1001.6567479452054","1013.3607410958904","985.2394205479452","957.2503278688524","927.0567890410958","909.1904","861.9437438356165","940.999118579235","893.7166397260274","909.4651493150685","916.7774794520548","894.6906983606557","858.0648492804488","833.668176966447","881.235721587148"
"INTL.53-1-IRN-TBPD.A","        Iran","5861.432876712329","6021.8794520547945","5349.890410958904","5883.065573770492","5662.904109589041","5241.882191780822","3168.068493150685","1661.967213114754","1379.9561643835616","2213.8383561643836","2439.7561643835616","2174.3169398907103","2250.4741833508956","2034.986301369863","2298.0575342465754","2240.030054644809","2809.8739726027397","3087.9989890410957","3311.9997232876713","3429.098360655738","3698.7671232876714","3662.2876712328766","3701.7123287671234","3717.964480874317","3671.449315068493","3705.0109589041094","3572.150684931507","3759.6994535519125","3775.0246575342467","3509.8438356164384","3958.7397452054793","4143.413289617486","4198.720460273973","4260.2553287671235","4365.4065068493155","4177.4809087431695","4177.604115068493","4271.964498630137","4266.265287671233","3594.7877267759563","3354.3651301369864","3486.8227410958903","3555.5519369863014","4438.250366666667","4759.400743835617","4528.912280821918","3267.087193150685","3005.4735978142076","3483.96860926821","3683.6897284262764","4119.775981314742"
"INTL.53-1-IRQ-TBPD.A","        Iraq","2017.8219178082193","1971.0082191780823","2261.980821917808","2414.9863387978144","2347.882191780822","2563.0109589041094","3477.0246575342467","2514.2322404371585","999.9013698630137","1012.1013698630137","1005.068493150685","1209.016393442623","1433.150684931507","1690.054794520548","2078.794520547945","2684.9590163934427","2897.1479452054796","2039.9998273972603","305.0002465753425","425","483","530.972602739726","555","581.5109289617486","1161.5506849315068","2127.1726027397262","2535.8082191780823","2582.0262158469945","2377.1225561643837","2032.3060767123288","1334.8747369863013","2006.9521912568307","1833.2277534246575","1920.865397260274","2112.8187589041095","2384.721398907104","2399.743095890411","2434.7455260273973","2661.6443835616437","3014.0093333333334","3081.9235616438355","3428.006095890411","4123.103821917808","4530.191393442623","4518.889931506849","4680.760890410959","4783.264863013698","4151.775579234973","4149.022057648247","4553.35666801642","4435.723686777189"
"INTL.53-1-IRL-TBPD.A","        Ireland","","","","","","","","-0.6","-0.2","-0.1","-0.1","-0.1","-0.1","-0.2","-0.2","-0.1","-0.0744301369863019","-0.2","-0.2","-0.2","","","","","","","","","","","","-0.153","-0.051","-0.182","-0.557","-0.413","-0.256","1.261","0.276","0.5732","0.4","0.419","0.21","0.308","0.414","0.5406","0.7704","0.7611","0.7761548398382766","0.7737427093042012","0.7780020279668767"
"INTL.53-1-ISR-TBPD.A","        Israel","","","","","","","","35","36","1","1","1","1","1.6","1.4","1.5","0.8","0.9","-0.0547077864","0.1","","0.5041095890410959","1","1","1","1","1","","","","","5.951","3.709","3.972","4.768","5.3504","5.3563","5.0783","5.121800000000001","5.9913","5.4753","5.715500000000001","5.219199999999999","4.7322","5.4707","6.2118","6.6105","8.3036","8.800413885078257","9.71981273666196","20.85446083892411"
"INTL.53-1-ITA-TBPD.A","        Italy","","","","","","","","68","68","65","78","82","84","67","85","109","102","109","104","112","86.27945205479452","88.0877506849315","96.32325753424658","103.5956475409836","113.37529315068493","108.07677260273972","86.14247397260274","77.97545628415301","64.16438356164383","84.87668493150684","90.39733424657534","148.2283087431694","160.77138356164383","158.24451506849314","162.41560273972604","162.3997486338798","139.69701232876713","166.5125794520548","156.72488219178084","151.8888131147541","181.02674246575341","175.69587123287673","181.3312589041096","142.89876338797814","128.73590547945204","143.13578082191782","123.50984794520548","152.2289338797814","146.79206246360994","131.36058909363848","147.45244566916938"
"INTL.53-1-JAM-TBPD.A","        Jamaica","","","","","","","","0","0","0","0","0","0","-0.7","-0.4","-0.4","-0.5","-0.6","-0.4","-0.6","","","","","","","","","","","","1.507","1.842","4.585","4.346","5.734","6.102","1.277","2.312","2.354","2.345","2.455","-0.714","0.9349999999999999","-0.721","-0.73","-0.74","-0.7","2.234555962681362","2.2450658202290623","2.2272941517152054"
"INTL.53-1-JPN-TBPD.A","        Japan","","","","","","","","40","38","44","39","46","51","52","55","60","63","67","77","82","18.315068493150687","18.73972602739726","18.731506849315068","21.109532786885246","18.82191780821918","17.980821917808218","17.068493150684933","17.472131147540985","17.73972602739726","14.73150684931507","16.84968493150685","123.57260928961749","128.64665479452054","128.9546301369863","132.55658630136986","129.3512382513661","121.97666575342465","123.32590958904109","114.43363150684931","106.18023715846995","110.51495342465753","107.51598493150685","110.88347534246576","95.86183278688523","102.90320821917808","98.15822465753426","101.25759726027397","95.94649672131146","103.57303042704814","100.94948123079692","102.58805087968679"
"INTL.53-1-JOR-TBPD.A","        Jordan","","","","","","","","0","0","0","0","0","0","1.2","0.7","0.8","0.5","0.6","0.8","0.4","","","","","","","","","","","","-0.364","-0.259","-0.128","0.088","0.6779999999999999","0.5339","0.1414","0.409","0.3596","0.2972","0.4094","0.3174000000000001","0.3085","0.3184","0.3220000000000001","0.3262","0.3095","0.3366321637512257","0.3322192075026425","0.33956901024860275"
"INTL.53-1-KAZ-TBPD.A","        Kazakhstan","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","443","486.71232876712327","406.8633698630137","423.3181808219178","453.7515245901639","521.8676301369863","525.1751808219178","612.6549945205479","717.7861612021858","822.2519835616438","975.9779561643836","1080.296087671233","1255.0129098360655","1297.0125424657533","1366.6326630136987","1420.3831616438356","1430.7163169398907","1540.7687589041095","1608.0983602739725","1636.886284931507","1605.0036098360656","1657.6549328767123","1719.0226465753424","1750.679410958904","1697.5164535519125","1879.2251360089533","1965.4668268493617","1965.8776336991891","1859.5557862718824","1863.5632480312559","1829.3170997240184","1957.4229871252683"
"INTL.53-1-KEN-TBPD.A","        Kenya","","","","","","","","1","1","1","1","1","1","-0.1","-0.0807109904712326","-0.0831322483065262","-0.0286971834246573","-0.1","-0.1","-0.1","","","","","","","","","","","","-0.263","-0.161","-0.318","-0.136","-0.155","-0.144","0.3758","0.398","0.462","0.6626","0.8433","0.8325","0.8334","-0.0298","-0.0301","-0.0305","-0.0289","-0.031600244220696086","-0.03116799650338693","-0.03190485103028767"
"INTL.53-1-KIR-TBPD.A","        Kiribati","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.53-1-XKS-TBPD.A","        Kosovo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","--","--","--","--","--","","","","","","","","","","","","","","","",""
"INTL.53-1-KWT-TBPD.A","        Kuwait","3019.9753424657533","2546.3424657534247","2083.6849315068494","2145.155737704918","1968.9315068493152","2131.0301369863014","2500.0575342465754","1656.1256830601094","1125.1890410958904","822.972602739726","1064.0328767123287","1156.6448087431695","1022.5780821917808","1419.0191780821917","1584.9506849315069","1491.5765027322404","1783.1150684931506","1174.9998547945206","189.99971506849315","1058.3820569601767","1762.717808219178","1921.109589041096","1934.2876712328766","1911.639344262295","1951.2328767123288","1926.304109589041","1768.0575342465754","1879.5901639344263","1837.868493150685","1726.041095890411","2296.7561643835616","2479.0702459016393","2560.897890410959","2630.591917808219","2566.6984520547944","2727.9229098360656","2504.671397260274","2449.2489589041097","2716.6907260273974","2833.8163551912567","2899.821","2891.949794520548","3060.352232876712","3163.092475409836","3025.003164383562","3058.648095890411","3017.1754383561642","2734.78525136612","2716.895738040115","3022.215350159961","2906.367628609181"
"INTL.53-1-KGZ-TBPD.A","        Kyrgyzstan","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","2.3","1.747945205479452","1.7534246575342465","2","1.995","1.694","2.3","1.5","1.5","1.5","1.51","1.37","1.4117267759562842","2.1284849315068493","1.3158547945205479","1.1749808219178082","0.9453","1","0.966","0.9632","0.9684","0.9643","1.005456","0.9783","0.9789","3.4781","3.9778","4.6775","4.7787","5.276728545429663","5.903028431688398","6.176487996937049"
"INTL.53-1-LAO-TBPD.A","        Laos","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.53-1-LVA-TBPD.A","        Latvia","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","0","","","","","","","","","","","","0.2","0.3","0.3","0.5","0.9","1.2","1.186","1.229","1.9","1.429","1.581","1.249","0.922","1.595","1.595","1.595","1.595","1.595","1.595","1.595"
"INTL.53-1-LBN-TBPD.A","        Lebanon","","","","","","","","0","0","0","0","0","0","-0.6","-0.0546415737916773","0.3","0.3","0.3","0.3","0.3","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.53-1-LSO-TBPD.A","        Lesotho","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.53-1-LBR-TBPD.A","        Liberia","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.53-1-LBY-TBPD.A","        Libya","2175.019178082192","1520.9068493150685","1479.9397260273972","1933.0573770491803","2063.0219178082193","1982.9671232876713","2092.0986301369862","1786.8524590163934","1140.2219178082191","1149.964383561644","1105.3561643835617","1087.1584699453551","1058.6849315068494","1033.6986301369864","971.8630136986301","1174.7431693989072","1150.035616438356","1375.0002520547946","1483.150684931507","1432.9920796347678","1399.5890410958905","1390.0821917808219","1431.5890410958905","1442.2131147540983","1482.6575342465753","1533.0821917808219","1438.441095890411","1471.292349726776","1424.6164383561643","1376.13698630137","1482.6575342465753","1608.941387978142","1720.5996575342465","1819.5083424657535","1824.155","1941.4983333333332","1845.09431","1845.073","521.8751643835617","1547.7514262295083","1046.0929493150684","576.1498082191781","492.973602739726","478.7167923497268","912.8804109589041","1045.936904109589","1192.6352328767123","417.0947704918033","1251.7370438156995","1076.8345815844639","1244.3494527080866"
"INTL.53-1-LTU-TBPD.A","        Lithuania","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","-0.5","","","","","","","","","","","","11.411","9.833","8.375","7.619","9.8238","8.7729","9.1888","8.4324","8.7439","8.784699999999999","8.3903","8.6091","8.2037","8.694899999999999","8.8007","8.7603","8.501600000000002","8.92044642802988","8.852519539862165","8.97392289817526"
"INTL.53-1-LUX-TBPD.A","        Luxembourg","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.53-1-MAC-TBPD.A","        Macau","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.53-1-MDG-TBPD.A","        Madagascar","","","","","","","","0","0","0","0","0","0","-0.2","-0.088766472736823","-0.1","-0.073126894679452","-0.0884082849342465","-0.1","-0.0347240229617486","","","","","","","","","","","","0.092","0.085","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.53-1-MWI-TBPD.A","        Malawi","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0.2","0.2","0.2","0.2","0.2","0.2","0.327","0.345","0.345","0.345","0.345","0.431","0.517","0","0","0","0","0","0","0"
"INTL.53-1-MYS-TBPD.A","        Malaysia","","","","","","","","284","265","307","366","451","451","513","508","551","597","630","657","667","632.0356164383562","697.932","770.061","760.689","760.8440684931506","767.035","731.837","711.2865245901639","756.1492630136986","804.4620849315069","780.9543232876713","803.5842295081967","790.8508356164383","749.6182191780822","751.7961780821918","756.2370409836066","713.920101369863","729.1825739726028","663.0959712328768","667.9346202185792","635.9770273972603","662.4135575342466","711.1811520547946","746.4968355191257","754.2847926484932","753.6529096811863","711.4266623362603","655.5424920331284","608.6511465809291","602.6175687163496","597.1912495619096"
"INTL.53-1-MDV-TBPD.A","        Maldives","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.53-1-MLI-TBPD.A","        Mali","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.53-1-MLT-TBPD.A","        Malta","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0.04","0.04","0.02","0.02","0.02","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.53-1-MTQ-TBPD.A","        Martinique","","","","","","","","0","0","0","0","0","0","0.0291784018739726","0.0265173485315068","0.025351195863388","0.0488942633643835","0.0167727451726028","0.0185456604931506","0.0181593622786886","","","","","","","","","","","","-0.09","-0.078","-0.097","-0.081","-0.0844","-0.215","-0.207","-0.22","-0.225","-0.229","-0.25","-0.247","-0.24","-0.25","-0.253","-0.256","-0.242","-0.264824077500866","-0.2609915305442653","-0.26713540908126027"
"INTL.53-1-MRT-TBPD.A","        Mauritania","","","","","","","","0","0","0","0","0","0","0","-0.3","0.2","0.1","0.1","0.1","-0.0466602249617486","","","","","","","","","","","","0","0","31.213698630136985","15.986301369863014","12.833333333333334","11.245219178082191","8.23223287671233","7.737641095890411","6.577076502732241","6.7504109589041095","6.003005479452055","5.2465753424657535","4.836065573770492","0","0","0","0","0","0","0"
