Report generated on: 02-06-2025 11:55:03
"API","","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"INTL.35-12-CAN-MTOE.A","        Canada","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.35-12-CYM-MTOE.A","        Cayman Islands","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.35-12-CAF-MTOE.A","        Central African Republic","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.35-12-TCD-MTOE.A","        Chad","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.35-12-CHL-MTOE.A","        Chile","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.005485812551321494","0.018409286320343762","0.01736887359509313","0.02096302664595894","0.0278589853703474","0.03980046429887402","0.03799273429107264"
"INTL.35-12-CHN-MTOE.A","        China","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.009888220116018368","0.010834049866246212","0.009974204638766353","0.009974204638766353","0.009974204638766353","0.009974204638766353","0.009974204638766353","0.009974204638766353","0.009974204638766353","0.009974204638766353","0.010103181422888331","0.01018056749336152","0.010120378327437929","0.01514445399160274","0.01514445399160274","0.015185932925376368","0.01514445399160274","0.01514445399160274","0.01514445399160274"
"INTL.35-12-COL-MTOE.A","        Colombia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.35-12-COM-MTOE.A","        Comoros","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.35-12-COG-MTOE.A","        Congo-Brazzaville","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.35-12-COD-MTOE.A","        Congo-Kinshasa","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.35-12-COK-MTOE.A","        Cook Islands","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.35-12-CRI-MTOE.A","        Costa Rica","0","0","0","0","0","0","0","0","0","0","0","0","0.040240756646057356","0.040240756646057356","0.040240756646057356","0.040240756646057356","0.04385210660147276","0.04677558037490428","0.0509028374668076","0.06913155628938059","0.08392089420203415","0.084780739429514","0.09638865000049208","0.07910576092814695","0.1036113499113229","0.0987102321146877","0.10447119513880275","0.1065348236847544","0.09724849522797195","0.10197764397911116","0.10111779875163131","0.11006018911742182","0.12063628541542408","0.13043852100869446","0.13224419598640216","0.11831470330122847","0.11521926048230098","0.09613069643224813","0.08331900254279824","0.1300945829177025","0.145227858921348","0.13774720544227326","0.12730412720096215","0.1314703352816703"
"INTL.35-12-CIV-MTOE.A","        Cote d'Ivoire","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.35-12-HRV-MTOE.A","        Croatia","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00012037833184718012","0.006345657778801353","0.006560619085671317","0.006414445396999741","0.005177747203220011","0.0014256577809707038"
"INTL.35-12-CUB-MTOE.A","        Cuba","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.35-12-CYP-MTOE.A","        Cyprus","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.35-12-CZE-MTOE.A","        Czechia","--","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.35-12-DNK-MTOE.A","        Denmark","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.35-12-DJI-MTOE.A","        Djibouti","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.35-12-DMA-MTOE.A","        Dominica","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.35-12-DOM-MTOE.A","        Dominican Republic","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.35-12-ECU-MTOE.A","        Ecuador","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.35-12-EGY-MTOE.A","        Egypt","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.35-12-SLV-MTOE.A","        El Salvador","0.040412725691553325","0.06534823728846921","0.07308684433578794","0.05503009455871091","0.05588993978619077","0.032674118644234605","0.028976784166071218","0.03422184005369835","0.03413585553095037","0.034995700758430226","0.036027515031406054","0.03654342216789397","0.03361994839446245","0.032674118644234605","0.034995700758430226","0.03809114357735771","0.03705932930438188","0.0417884780555211","0.0387790197593416","0.05141874460329551","0.06758383487991684","0.08306104897455428","0.08538263108874991","0.08822012033943344","0.08693035249821365","0.09036973340813308","0.09802235593270382","0.11883061043771638","0.13061049005419043","0.13104041266793037","0.13112639719067834","0.1319002578954102","0.1319862424181582","0.13413585548685786","0.1339638864413619","0.13241616503189815","0.13551160785082564","0.13482373166884173","0.13284608764563807","0.12674118653053107","0.1338779019186139","0.13404987096410986","0.13542562332807764",".136801375692045415860378294"
"INTL.35-12-GNQ-MTOE.A","        Equatorial Guinea","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.35-12-ERI-MTOE.A","        Eritrea","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.35-12-EST-MTOE.A","        Estonia","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.35-12-SWZ-MTOE.A","        Eswatini","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.35-12-ETH-MTOE.A","        Ethiopia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.002235597591447631","0.001719690454959716","0.000429922613739929","0.00000859845227479858","0","0","0","0","0","0","0.0012037833184718012","0.0020636285459516594","0.0015477214094637445","0.0006878761819838864","0.0006878761819838864","0.00000859845227479858","0.00000859845227479858","0.00000859845227479858","0.00000859845227479858","0.00000859845227479858","0.00000859845227479858","0.00000859845227479858","0.00000859845227479858","0.00000859845227479858","0.002493551159691588","0.002493551159691588"
"INTL.35-12-FLK-MTOE.A","        Falkland Islands","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.35-12-FRO-MTOE.A","        Faroe Islands","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.35-12-FJI-MTOE.A","        Fiji","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.35-12-FIN-MTOE.A","        Finland","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.35-12-CSK-MTOE.A","        Former Czechoslovakia","0","0","0","0","0","0","0","0","0","0","0","0","0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.35-12-SCG-MTOE.A","        Former Serbia and Montenegro","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.35-12-SUN-MTOE.A","        Former U.S.S.R.","0","0","0","0","0","0","0","0","0","0.002235597591447631","0.002321582114195617","0.002493551159691588","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.35-12-YUG-MTOE.A","        Former Yugoslavia","0","0","0","0","0","0","0","0","0","0","0","0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.35-12-FRA-MTOE.A","        France","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.004823731726162003","0.004376612207872477","0.006981943247136448","0.006440240753824137","0.007119518483533225","0.007558039549547952","0.010309544277483498","0.009836629402369576","0.009957007734216755","0.010318142729758296","0.007773000856417917","0.008225313839881421","0.00879951848279247"
"INTL.35-12-GUF-MTOE.A","        French Guiana","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","ie","ie","ie","ie","ie","ie","ie","ie","ie","ie","ie","ie","ie"
"INTL.35-12-PYF-MTOE.A","        French Polynesia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.35-12-GAB-MTOE.A","        Gabon","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.35-12-GMB-MTOE.A","        Gambia, The","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.35-12-GEO-MTOE.A","        Georgia","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.35-12-DEU-MTOE.A","        Germany","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00001719690454959716","0.00001719690454959716","0.00003439380909919432","0.00003439380909919432","0.0015477214094637445","0.0016337059322117304","0.001719690454959716","0.0016337059322117304","0.0021496130686996452","0.00593293206961102","0.0057609630241150485","0.007824591570066708","0.014101461730669671","0.013499570071433771","0.010834049866246212","0.012381771275709956","0.014875322435401545","0.01496130695814953","0.013069664654598393","0.011202553735387253"
"INTL.35-12-DDR-MTOE.A","        Germany, East","0","0","0","0","0","0","0","0","0","0","0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.35-12-DEUW-MTOE.A","        Germany, West","0","0","0","0","0","0","0","0","0","0","0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.35-12-GHA-MTOE.A","        Ghana","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.35-12-GIB-MTOE.A","        Gibraltar","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.35-12-GRC-MTOE.A","        Greece","0","0","0","0","0","0","0","0.0000859845227479858","0.0003439380909919432","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.35-12-GRL-MTOE.A","        Greenland","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.35-12-GRD-MTOE.A","        Grenada","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.35-12-GLP-MTOE.A","        Guadeloupe","0","0","0","0","0","0","0.002579535682439574","0.002579535682439574","0.002579535682439574","0.002579535682439574","0.002579535682439574","0.002579535682439574","0.002579535682439574","0.002579535682439574","0.002579535682439574","0.002579535682439574","0.002579535682439574","0.002579535682439574","0.002579535682439574","0.002579535682439574","0.002579535682439574","0.002579535682439574","0.002579535682439574","0.008598452274798581","0.008598452274798581","0.008598452274798581","0.008598452274798581","0.008598452274798581","0.008598452274798581","0.008598452274798581","0.008598452274798581","ie","ie","ie","ie","ie","ie","ie","ie","ie","ie","ie","ie","ie"
"INTL.35-12-GUM-MTOE.A","        Guam","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.35-12-GTM-MTOE.A","        Guatemala","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.002579535682439574","0.017196904549597162","0.017196904549597162","0.017196904549597162","0.017196904549597162","0.017196904549597162","0.017196904549597162","0.013757523639677728","0.014015477207921687","0.022613929482720268","0.025279449687907827","0.024075666369436026","0.022269991391728323","0.021152192596004506","0.022184006868980338","0.019174548572800834","0.022269991391728323","0.022699914005468252","0.029148753211567187","0.02579535682439574","0.02562338777889977","0.02682717109737157","0.028030954415843374","0.02708512466561553","0.02889079964332323","0.029234737734315175"
"INTL.35-12-GIN-MTOE.A","        Guinea","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.35-12-GNB-MTOE.A","        Guinea-Bissau","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.35-12-GUY-MTOE.A","        Guyana","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.35-12-HTI-MTOE.A","        Haiti","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.35-12-HITZ-MTOE.A","        Hawaiian Trade Zone","0","0","0","0","0","0","0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.35-12-HND-MTOE.A","        Honduras","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00799656061556268","0.025537403256151784","0.0254514187334038","0.026397248483631643","0.02992261391629906","0.028976784166071218","0.03009458296179503"
"INTL.35-12-HKG-MTOE.A","        Hong Kong","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.35-12-HUN-MTOE.A","        Hungary","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000859845227479858","0.0005159071364879148","0.0007738607047318723","0.0006878761819838864","0.0005159071364879148","0.00020283748916249852","0.0005986414442760268"
