Report generated on: 02-06-2025 11:55:26
"API","","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"INTL.37-12-AUT-MTOE.A","        Austria","0","0","0","0","0","0","0","0","0","0.0000859845227479858","0.000429922613739929","0.001719690454959716","0.0038693035236593613","0.004385210660147276","0.0057609630241150485","0.009028374888538509","0.012037833184718013","0.03198624246225072","0.08030954424661874","0.11444539977756911","0.1507308683772191","0.1751504728376471","0.17291487524619945","0.16801375744956426","0.16868443672699857","0.1580825450721719","0.20217540833733902","0.25894239025555926","0.31448839195075806","0.3948925191723996","0.42805674959629775","0.5394496988163133","0.494084264614476","0.6158039550165247","0.6151012465043668","0.5576852104161835","0.6229578673091571","0.6910576093255619"
"INTL.37-12-AZE-MTOE.A","        Azerbaijan","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0001719690454959716","0.0000859845227479858","0","0","0.0000859845227479858","0.0001719690454959716","0.000429922613739929","0.0019776440232036735","0.0018916595004556877","0.007136715388082822","0.009028374888538509","0.008254514183806638","0.007824591570066708","0.007136715388082822","0.007136715388082822"
"INTL.37-12-BHR-MTOE.A","        Bahrain","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000859845227479858","0.0000859845227479858","0.0000859845227479858","0.0000859845227479858","0.000429922613739929","0.000429922613739929"
"INTL.37-12-BGD-MTOE.A","        Bangladesh","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0003439380909919432","0.0003439380909919432","0.0005159071364879148","0.0005159071364879148","0.0005159071364879148","0.0005159071364879148","0.0005159071364879148","0.0005159071364879148","0.0005159071364879148","0.0005159071364879148","0.000429922613739929"
"INTL.37-12-BRB-MTOE.A","        Barbados","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.37-12-BLR-MTOE.A","        Belarus","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0.0000859845227479858","0.0000859845227479858","0.0000859845227479858","0.0000859845227479858","0.0000859845227479858","0.0000859845227479858","0.0000859845227479858","0.0000859845227479858","0.0005159071364879148","0.0006878761819838864","0.0009458297502278439","0.002235597591447631","0.006448839206098935","0.008340498706554624","0.008512467752050595","0.015305245049141472","0.016680997413109248","0.014875322435401545","0.015219260526393488","0.01616509027662133"
"INTL.37-12-BEL-MTOE.A","        Belgium","0","0.0005159071364879148","0.0006878761819838864","0.0006018916592359006","0.0006018916592359006","0.0006878761819838864","0.0007738607047318723","0.0006878761819838864","0.0007738607047318723","0.0007738607047318723","0.0006878761819838864","0.0006878761819838864","0.0009458297502278439","0.0011177987957238155","0.0013757523639677729","0.003181427341675475","0.004901117796635191","0.007566638001822751","0.012209802230213984","0.01951848666379278","0.03147033532576281","0.04221840066926103","0.054772140990466955","0.08564058465699387","0.11057609625390974","0.19647463447914756","0.23336199473803348","0.3093723128472529","0.3915563196897778","0.47210662060009084","0.4591917452833434","0.5495270848823772","0.6290455715197145","0.8214359411683327","1.0831384346041024","1.0166294062585353","1.0415391310970792","1.327599904831653"
"INTL.37-12-BLZ-MTOE.A","        Belize","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.37-12-BEN-MTOE.A","        Benin","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.37-12-BMU-MTOE.A","        Bermuda","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.37-12-BTN-MTOE.A","        Bhutan","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000859845227479858","0.0000859845227479858","0.0000859845227479858","0.0000859845227479858","0.0000859845227479858","0.0000859845227479858","0.0000859845227479858","0.0000859845227479858","0.0000859845227479858"
"INTL.37-12-BOL-MTOE.A","        Bolivia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000859845227479858","0.0006878761819838864","0.0010318142729758297","0.0030094582961795032","0.005159071364879148","0.005073086842131163","0.0060189165923590065","0.005503009455871091","0.010834049866246212","0.03791917453186174","0.03791917453186174"
"INTL.37-12-BIH-MTOE.A","        Bosnia and Herzegovina","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000859845227479858","0.0000859845227479858","0.0000859845227479858","0.0000859845227479858","0.0000859845227479858","0.0000859845227479858","0.0000859845227479858","0.008856405843042538","0.021840068777988393","0.02252794495997228","0.032846087689730574","0.033705932917210434","0.034016920191363945"
"INTL.37-12-BWA-MTOE.A","        Botswana","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.37-12-BRA-MTOE.A","        Brazil","0","0","0","0","0","0","0","0","0","0","0.0001719690454959716","0.0003439380909919432","0.000429922613739929","0.0001719690454959716","0.0001719690454959716","0.0030094582961795032","0.005245055887627134","0.005245055887627134","0.005245055887627134","0.00799656061556268","0.020378331891272635","0.055460017172450846","0.07196904554006411","0.10644883916200643","0.1871883060223651","0.2325881340333016","0.4342218398773283","0.5656921751589986","1.0499570072756548","1.859501288947941","2.8794496977845485","3.6434221824004025","4.168108338660887","4.813895096759634","4.905477211938514","6.215477211360902","7.019051501634273","8.118476023935408"
"INTL.37-12-VGB-MTOE.A","        British Virgin Islands","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000859845227479858","0.00011177987957238155","0.00011177987957238155","0.00011177987957238155","0.00011177987957238155","0.00011177987957238155","0.00011177987957238155","0.0001719690454959716","0.0001719690454959716","0.0001719690454959716","0.0001719690454959716","0.0001719690454959716","0.0001719690454959716","0.0001719690454959716"
"INTL.37-12-BRN-MTOE.A","        Brunei","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.37-12-BGR-MTOE.A","        Bulgaria","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000859845227479858","0.000429922613739929","0.001719690454959716","0.0040412725691553325","0.010490111775254269","0.020378331891272635","0.05855545999137833","0.07403267408601578","0.10498710227529066","0.11814273425573249","0.11444539977756911","0.12484952703007539","0.12252794491587977","0.12932932066524544","0.11333619943412009","0.1132416164590973","0.12700773855104983","0.12326741181151245","0.1288373774152474","0.13619503863298343"
"INTL.37-12-BFA-MTOE.A","        Burkina Faso","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.37-12-MMR-MTOE.A","        Burma","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.37-12-BDI-MTOE.A","        Burundi","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.37-12-CPV-MTOE.A","        Cabo Verde","0","0","0","0","0","0","0","0.0001719690454959716","0.000429922613739929","0.0005159071364879148","0.0006018916592359006","0.0006018916592359006","0.0006878761819838864","0.0006878761819838864","0.0006878761819838864","0.0005159071364879148","0.0005159071364879148","0.000429922613739929","0.0005159071364879148","0.0005159071364879148","0.0006018916592359006","0.0006018916592359006","0.0005159071364879148","0.0006018916592359006","0.0001719690454959716","0.0013757523639677729","0.005417024933123106","0.0065348237288469216","0.007136715388082822","0.006792777297090879","0.006620808251594907","0.005846947546863035","0.006878761819838864","0.00636285468335095","0.005503009455871091","0.00636285468335095","0.00636285468335095","0.00636285468335095"
"INTL.37-12-KHM-MTOE.A","        Cambodia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00002579535682439574","0.00002579535682439574","0.00002579535682439574","0.00002579535682439574","0.00002579535682439574","0.00002579535682439574","0.00002579535682439574","0.00002579535682439574","0.00002579535682439574","0.00002579535682439574","0.00002579535682439574","0.00002579535682439574","0.00002579535682439574","0.00002579535682439574","0.00002579535682439574"
"INTL.37-12-CMR-MTOE.A","        Cameroon","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.37-12-CAN-MTOE.A","        Canada","0","0","0","0","0","0","0.005073086842131163","0.005073086842131163","0.005073086842131163","0.005073086842131163","0.00533104041037512","0.00533104041037512","0.00533104041037512","0.014101461730669671","0.022699914005468252","0.028976784166071218","0.03508168528117821","0.07102321578983628","0.08202923470157845","0.13473774714609377","0.2126397247557689","0.25855545990319334","0.32570937216937024","0.5710232155693737","0.7426483229743533","0.8672398964361848","0.962854685731945","1.5292347370729276","1.9187446251213032","2.295528803802977","2.6331040401115695","2.682545140691661","2.8249355103623257","2.780137574010625","3.07320722134486","3.0272398954837865","3.1374032746269584","3.1850434637719025"
"INTL.37-12-CYM-MTOE.A","        Cayman Islands","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000859845227479858","0.0000859845227479858","0.0000859845227479858","0.0000859845227479858","0.0000859845227479858"
"INTL.37-12-CAF-MTOE.A","        Central African Republic","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.37-12-TCD-MTOE.A","        Chad","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0007738607047318723","0.0007738607047318723","0.0007738607047318723","0.0007738607047318723","0.0007738607047318723","0.0007738607047318723","0.0007738607047318723","0.0007738607047318723"
"INTL.37-12-CHL-MTOE.A","        Chile","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0006018916592359006","0.0006018916592359006","0.0006018916592359006","0.0006018916592359006","0.0006018916592359006","0.0006018916592359006","0.0007738607047318723","0.0032674118644234608","0.006792777297090879","0.028546861552331288","0.029062768688819202","0.035167669803926195","0.04754944107963615","0.12390369727984754","0.18159931204374602","0.21031814264157328","0.3023129835296433","0.30807394655375836","0.42046431623765057","0.47685296625577966","0.654978503580507","0.7636129747277923","0.8134995697186937"
"INTL.37-12-CHN-MTOE.A","        China","0","0","0","0","0.0001719690454959716","0.0007738607047318723","0.0012037833184718012","0.0018916595004556877","0.003439380909919432","0.005503009455871091","0.008426483229302608","0.017712811686085076","0.031814273416754746","0.04247635423750499","0.05288048149001127","0.06440240753824136","0.07506448835899161","0.08933791913515725","0.11453138430031709","0.17437661213291522","0.3325881339892091","0.49097162489099894","1.2725709366701898","2.312983661920818","3.8368013740606224","6.047377469388589","8.252622524306181","12.140756658447351","13.755717964700022","15.97300085280233","20.384350807864994","25.55717969638382","31.467841774603112","34.91246774041017","40.108546843880056","55.850471179157445","69.96383705427587","82.92660569860325"
"INTL.37-12-COL-MTOE.A","        Colombia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.004471195182895262","0.004213241614651304","0.005417024933123106","0.0042992261373992905","0.004643164228391234","0.004987102319383176","0.003353396387171446","0.003525365432667418","0.004729148751139219","0.004987102319383176","0.005975924330985013","0.005803955285489042","0.004350816851048081","0.0002579535682439574","0.003705932930438188","0.005296646601275925","0.0008426483229302609","0.004987102319383176","0.006201539120223453","0.004972321579922798"
"INTL.37-12-COM-MTOE.A","        Comoros","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.37-12-COG-MTOE.A","        Congo-Brazzaville","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.37-12-COD-MTOE.A","        Congo-Kinshasa","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.37-12-COK-MTOE.A","        Cook Islands","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.37-12-CRI-MTOE.A","        Costa Rica","0","0","0","0","0","0","0","0","0","0","0.0019776440232036735","0.0065348237288469216","0.007652622524570736","0.008684436797546565","0.015735167662881404","0.015907136708377373","0.022269991391728323","0.026311263960883655","0.02209802234623235","0.017540842640589104","0.023559759232948112","0.02072226998226458","0.01702493550410119","0.028030954415843374","0.030868443666526905","0.03559759241766612","0.045399828010936505","0.04170249353277312","0.06319862421976957","0.09286328456782467","0.09862424759193972","0.11074806529940572","0.15468615642362646","0.1544282028553825","0.12545141868931128","0.13525365428258168","0.11773522780707296","0.12803095437175085"
"INTL.37-12-CIV-MTOE.A","        Cote d'Ivoire","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.37-12-HRV-MTOE.A","        Croatia","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0.0001719690454959716","0.000859845227479858","0.0016337059322117304","0.0030094582961795032","0.003439380909919432","0.004643164228391234","0.011951848661970027","0.017282889072345146","0.02828890798408733","0.044453998260708665","0.06276870160602964","0.06809974201640476","0.08684436797546566","0.10304385206118619","0.11432502144572193","0.12564918309163164","0.1472742905627501","0.17672398960393523","0.18383490963519364","0.21521926043820847"
"INTL.37-12-CUB-MTOE.A","        Cuba","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000859845227479858","0.0000859845227479858","0.0000859845227479858","0.0000859845227479858","0.0000859845227479858","0.0001719690454959716","0.0001719690454959716","0.0001719690454959716","0.0006878761819838864","0.0002579535682439574","0.0010318142729758297","0.0015477214094637445","0.0018056749777077019","0.0019776440232036735","0.0016337059322117304","0.0018056749777077019","0.0018056749777077019","0.0019776440232036735","0.0016337059322117304","0.0016337059322117304","0.0016337059322117304","0.0016337059322117304","0.005503009455871091","0.005503009455871091"
"INTL.37-12-CYP-MTOE.A","        Cyprus","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0027515047279355457","0.009888220116018368","0.015907136708377373","0.01986242475478472","0.015735167662881404","0.01907996559777805","0.01949269130696838","0.0181771281089242","0.01900257952730486","0.020515907127669413","0.020670679268615787","0.0211951848573785","0.019283318994077037","0.01788478073158105"
"INTL.37-12-CZE-MTOE.A","        Czechia","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0.0000859845227479858","0","0.0001719690454959716","0.000429922613739929","0.000859845227479858","0.0018056749777077019","0.004213241614651304","0.010748065343498226","0.021066208073256522","0.024763542551419913","0.028804815120575245","0.03396388648545439","0.03559759241766612","0.040928632828041246","0.040326741168805344","0.04840928630711601","0.041960447101017075","0.05003439378705294","0.05165090281471507","0.05941530521885819","0.06010318140084208","0.05176268269428745","0.0551160790814589","0.06036113496908604"
"INTL.37-12-DNK-MTOE.A","        Denmark","0.010834049866246212","0.01496130695814953","0.025107480642411854","0.036801375736137926","0.05245055887627134","0.06362854683350949","0.07867583831440701","0.08890799652141733","0.09776440236445987","0.10120378327437929","0.10550300941177858","0.16629406699460456","0.24247635414931998","0.260447119403649","0.3646603609742078","0.3702493549528269","0.41934651744192675","0.4781599310015491","0.5660361132499906","0.5687016334551781","0.5251934649446973","0.6165950126258062","0.5957007735980456","0.5779019773892126","0.6714531381390212","0.8404127253388133","0.8830610486218142","0.9564058465258461","1.1245915730209064","1.2152278584495582","1.09902837440793","1.2708512462152302","1.1953568352424986","1.388632845475421","1.4041444533791578","1.380438520457538","1.6356174283415839","1.6801375744956426"
"INTL.37-12-DJI-MTOE.A","        Djibouti","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00593293206961102","0.00593293206961102","0.00593293206961102"
"INTL.37-12-DMA-MTOE.A","        Dominica","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000429922613739929","0.0000429922613739929","0.0000429922613739929","0.0000859845227479858","0.0000859845227479858","0.0000859845227479858","0.0000859845227479858","0.0000859845227479858","0.0000859845227479858","0.0000859845227479858","0.0000859845227479858","0.0000859845227479858","0.0000859845227479858","0.0000859845227479858","0.0000859845227479858"
"INTL.37-12-DOM-MTOE.A","        Dominican Republic","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000429922613739929","0.0000429922613739929","0.0012037833184718012","0.008254514183806638","0.02089423902776055","0.02089423902776055","0.024935511596915882","0.027773000847599413","0.033533963871714464","0.042734307805748946","0.06818572653915274","0.09157351672660488","0.10515907132078664","0.10094582970613533",".1031814272975829660794808"
"INTL.37-12-ECU-MTOE.A","        Ecuador","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000859845227479858","0.0002579535682439574","0.0002579535682439574","0.0002579535682439574","0.0002579535682439574","0.0001719690454959716","0.004901117796635191","0.006878761819838864","0.008512467752050595","0.0072226999108308074","0.006276870160602964","0.006878761819838864","0.007394668956326779","0.006620808251594907","0.00533104041037512","0.005245055887627134","0.005245055887627134"
"INTL.37-12-EGY-MTOE.A","        Egypt","0","0","0","0","0","0","0","0.0000859845227479858","0.000859845227479858","0.000859845227479858","0.000859845227479858","0.000859845227479858","0.000859845227479858","0.0020636285459516594","0.011779879616474056","0.01900257952730486","0.017540842640589104","0.03164230437125878","0.04496990539719658","0.04746345655688816","0.052966466012759256","0.0714531384035762","0.07850386926891104","0.09742046427346791","0.12880481507648273","0.13112639719067834","0.09656061904598806","0.11453138430031709","0.1241616508480915","0.1769561478153548","0.18916595004556877","0.20068787609379887","0.2595012896534212","0.36397248479222394","0.4520206360861614","0.4973344795743499","0.49965606168854554","0.5018916592799931"
"INTL.37-12-SLV-MTOE.A","        El Salvador","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0012037833184718012","0.011349957002734126","0.01169389509372607","0.01169389509372607"
"INTL.37-12-GNQ-MTOE.A","        Equatorial Guinea","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.37-12-ERI-MTOE.A","        Eritrea","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0001719690454959716","0.0001719690454959716","0.0001719690454959716","0.0001719690454959716","0.0001719690454959716","0.0001719690454959716","0.0001719690454959716","0.0001719690454959716","0.0001719690454959716","0.0001719690454959716","0.0000859845227479858","0.0000859845227479858","0.0000859845227479858","0.0000859845227479858","0.0000859845227479858","0.0000859845227479858"
"INTL.37-12-EST-MTOE.A","        Estonia","--","--","--","--","--","--","0","0","0","0","0","0","0.0000859845227479858","0.0000859845227479858","0.0000859845227479858","0.0000859845227479858","0.0000859845227479858","0.0005159071364879148","0.0006878761819838864","0.004643164228391234","0.0065348237288469216","0.007824591570066708","0.011435941525482112","0.016766981935857232","0.02381771280119207","0.03164230437125878","0.03731728287262584","0.04548581253368449","0.05193465173978343","0.061478933764809854","0.05107480651230357","0.06216680994679374","0.054686156467718974","0.059071367127866245","0.07257093719930002","0.0630266551742736","0.057959140129216505","0.05872742903687431"
"INTL.37-12-SWZ-MTOE.A","        Eswatini","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.37-12-ETH-MTOE.A","        Ethiopia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.002493551159691588","0.016509028367613275","0.030610490098282945","0.042906276851244915","0.06526225276572123","0.0672398967889249","0.04582975062467643","0.04582975062467643","0.07291487529029196","0.052364574353523353","0.07024935508510441","0.04823731726162004","0.04823731726162004"
"INTL.37-12-FLK-MTOE.A","        Falkland Islands","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00001719690454959716","0.00001719690454959716","0.00001719690454959716","0.00002579535682439574","0.00002579535682439574","0.00002579535682439574","0.00002579535682439574","0.00002579535682439574","0.0001719690454959716","0.0001719690454959716","0.000429922613739929","0.0005159071364879148","0.0006018916592359006","0.0006018916592359006","0.0006018916592359006","0.0005503009455871091","0.0006276870160602964","0.000429922613739929","0.000429922613739929","0.000429922613739929","0.0003439380909919432","0.0003439380909919432","0.000429922613739929","0.000429922613739929"
"INTL.37-12-FRO-MTOE.A","        Faroe Islands","0","0","0","0","0","0","0","0.000036371453122397996","0.00005202063626253141","0.00004901117796635191","0.00004987102319383177","0.000047291487511392195","0.00004694754942040025","0.00004832330178436802","0.0000429922613739929","0.0000429922613739929","0.00005159071364879148","0.0002579535682439574","0.0006448839206098935","0.0008856405843042538","0.001289767841219787","0.0013585554594181758","0.0011177987957238155","0.001289767841219787","0.0012037833184718012","0.001289767841219787","0.0009458297502278439","0.001719690454959716","0.0030094582961795032","0.004815133273887205","0.004471195182895262","0.005159071364879148","0.005485812551321494","0.004557179705643248","0.0040412725691553325","0.004643164228391234","0.0077386070473187225","0.0077386070473187225"
"INTL.37-12-FJI-MTOE.A","        Fiji","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000859845227479858","0.001719690454959716","0.001719690454959716","0.0005159071364879148","0.000429922613739929","0.0006018916592359006","0.000429922613739929","0.0003439380909919432","0.0005159071364879148","0.0003439380909919432","0.0001719690454959716","0.0002235597591447631","0.0002235597591447631","0.0002235597591447631","0.0002235597591447631","0.0002657033532792334","0.0002235597591447631"
